AATS1s,AATS1se,AATS1pe,AATS2p,ATSC0s,ATSC2se,AATSC0c,AATSC2c,AATSC1dv,AATSC0s,AATSC0v,AATSC0are,AATSC0i,MATS1dv,GATS2c,BCUTdv-1h,BCUTdv-1l,BCUTd-1l,BCUTv-1l,BCUTi-1h,Xch-7d,Xpc-4dv,AXp-0dv,AXp-2dv,SssCH2,SsOH,AETA_alpha,ETA_shape_y,AETA_eta_RL,ETA_eta_F,ETA_epsilon_5,ETA_dEpsilon_D,IC0,IC1,PEOE_VSA1,PEOE_VSA6,PEOE_VSA8,SMR_VSA1,SMR_VSA6,SlogP_VSA2,SlogP_VSA5,VSA_EState3,n5ARing,SLogP,TopoPSA(NO),MinAbsEStateIndex,MaxAbsPartialCharge,FpDensityMorgan3,BCUT2D_MRHI,BCUT2D_MRLOW,TPSA,NHOHCount,MolLogP,fr_Al_OH,fr_Al_OH_noTert,sp_h
4.251851851851852,7.938457333333333,6.690433333333334,1.6039023629476816,36.10370370370371,0.2124164444444444,0.0280694946102321,0.0051593854331404,0.5600000000000002,2.406913580246914,45.85267212157731,0.1454728888888888,1.648720064491759,0.137855579868709,0.6820844640276791,6.021931695871288,2.780011194284673,0.9730201423535274,14.70271053492066,14.547964089308676,0.0589255650988789,0.2355549171058998,0.52691258132355,0.1459955608766094,0.0,0.0,0.4592592592592592,0.2419354838709677,0.4782811614044789,6.693196203966247,0.7696969696969699,0.1043771043771043,1.70558726169826,3.1068905956085184,5.733667477162185,0.0,12.393687143226153,4.794537184071822,0.0,10.891158250298714,10.357988675768818,0.0,0,0.1805000000000001,55.98,0.4415740740740739,0.3655506403996573,2.7777777777777777,5.917460405424664,0.0999728357080012,55.98,2.0,0.1805000000000001,0.0,0.0,13.1
2.569958847736625,7.54905911111111,6.271111111111111,1.4536949675325306,7.06517094017094,-0.2959194082840229,0.0079478843980319,-0.0019408493620471,0.8630287091825554,0.2717373438527284,51.51934916489272,0.0596023668639052,1.4855559434748982,0.3025972030121408,1.744857814664907,5.0226570665702885,0.9969682479716644,0.9939310004400856,15.58923770139086,14.54817378944094,0.2231919917077937,0.8849450096766629,0.6168749067089742,0.2014701493381048,3.817277021919879,0.0,0.4833333333333334,0.2413793103448275,0.4897508414759787,6.641006250373279,0.7666666666666667,0.0,1.2957378005380122,2.961236604722876,0.0,6.06636706846161,18.43552797237412,0.0,13.592428388589765,23.47631664038745,24.44693556669697,0.0,1,1.8483,16.130000000000003,0.6099074074074073,0.2993071487901655,3.083333333333333,5.143791621517533,0.316712420832025,16.130000000000003,0.0,1.8483,0.0,0.0,10.7
2.574233716475096,7.574895724137931,6.264896551724137,1.5802918738438447,109.01338383838387,-0.1220738829752068,0.0125843993524807,-0.0008864207434802,0.8081048731832433,1.9820615243342523,51.15293565198165,0.1135537190082643,1.2929440896220648,0.2477718671578462,0.715791256917994,6.023129077987096,0.9950199708691798,0.9771486630134444,14.701789462593297,13.63835536031601,0.970615381081878,5.464825527669614,0.6132751854623113,0.2093292277977758,5.512947411459992,20.540037422521088,0.4733333333333334,0.3380281690140844,0.472341314233173,11.298473854626558,0.7839506172839502,0.038716049382716,1.2823527363135774,2.967787158342588,10.213054789681411,19.42057892945052,12.338727669087405,19.802129157825057,6.606881964512918,34.490393034672515,58.79322575986332,20.540037422521088,1,2.6667000000000005,74.6,0.0541489677316693,0.3927746595045805,2.72,5.912988346381303,-0.1460247808476854,74.6,2.0,2.6667000000000005,2.0,2.0,12.4
3.020833333333333,7.466374000000001,6.096625,1.0970240109640474,32.26923076923076,-0.0512248757396453,0.0099434233362796,-0.0017491429290219,0.5187376725838265,2.4822485207100584,47.393195322237474,0.1207100591715975,1.16674687429562,0.1732542819499341,0.8083325594925034,6.014645052553628,0.987945086270568,0.957333958463669,14.702721421423911,13.63665018694574,0.0,0.0,0.6799624244053167,0.3184472670871598,1.6840277777777777,0.0,0.4666666666666667,0.0,0.4828427124746189,1.4505122261498298,0.8533333333333333,0.0,1.2389012566026305,2.1887870678023824,4.794537184071822,6.923737199690624,6.4208216229260096,4.794537184071822,0.0,6.286160523129555,19.765380445542643,0.0,0,0.9854,17.07,0.7083333333333333,0.3034030972577946,2.4,5.483092870586735,-0.1073786415758046,17.07,0.0,0.9854,0.0,0.0,7.0
,9.471168,7.568,0.4446129048489999,,0.125316,0.084670043322583,0.0423350216612915,-3.555555555555556,,18.54383558763416,0.3755555555555555,8.542987755556074e-05,-1.0,0.0,4.0,4.0,0.0,14.710226951490483,13.61805,0.0,0.0,0.5,,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6888888888888888,0.7777777777777778,0.9182958340544896,0.9182958340544896,5.476191835881363,0.0,0.0,5.476191835881363,0.0,5.476191835881363,0.0,0.0,0,-0.8247,31.5,0.0,0.4115095219374226,1.0,0.8238,0.8238,31.5,2.0,-0.8247,0.0,0.0,42.4
2.8,7.314977866666665,6.0265,1.5883797810227918,3.481481481481482,-0.0072729066666658,0.0029737078952921,-0.0005479836423806,0.6222222222222223,0.2320987654320987,56.03171178931763,0.0223999999999999,1.3606538246806383,0.2641509433962264,1.0994336877288338,4.04803503328401,0.9959498141678376,0.9938538479446204,20.273157093326606,11.571318412679826,0.1020620726159657,0.1924500897298752,0.6266787637068756,0.2068375672974064,0.0,0.0,0.5,0.1428571428571428,0.4848352643024788,3.840903260627003,0.7000000000000001,0.0,0.9967916319816366,2.0419460322060456,0.0,35.89528683400505,0.0,0.0,0.0,0.0,5.563451491696996,0.0,0,1.99502,0.0,1.3217592592592595,0.0622490857819948,1.8571428571428568,5.11182720852277,1.475756642372446,0.0,0.0,1.99502,0.0,0.0,0.0
2.31280193236715,7.3198808695652176,6.036847826086955,1.6082884537951432,3.444444444444444,-0.0227359999999987,0.002155104542455,-0.0003369414879039,0.6593604024434065,0.1565656565656565,55.81671407584033,0.0223140495867768,1.35543289796256,0.2999346191565872,1.0704189063138456,4.174629813342206,1.8374334071944984,1.751756967318251,20.26647192171417,11.579512798587718,0.2357022603955158,0.5243773949903288,0.6137828201504695,0.2125583649736843,5.37537037037037,0.0,0.5,0.2,0.4966326495188785,4.513428424321031,0.7000000000000001,0.0,0.9940302114769564,2.3685225277282065,0.0,24.26546827384644,0.0,0.0,0.0,0.0,23.96854622924601,0.0,0,2.5654000000000003,0.0,1.3017592592592593,0.0619744025679589,1.8,5.2822547315177175,0.6854657156513604,0.0,0.0,2.5654000000000003,0.0,0.0,2.9
4.736111111111112,8.143633,6.83809375,1.7150959608695653,61.08333333333333,0.6759077499999996,0.0544602691148819,0.008791386065505,0.0625,3.817708333333333,45.62821958144001,0.2156249999999999,1.3529528869040612,0.0142857142857142,0.5014739550167957,6.022032572849872,2.8123623107814217,0.9729561045512533,14.701218113472097,13.642658634089637,0.1314458557658021,0.3062844596137827,0.5112076558222283,0.1424635837500351,0.0,17.13959183673469,0.45,0.3333333333333333,0.4698377302757662,7.930762237877778,0.8250000000000001,0.1049999999999998,1.505240814944148,2.75,10.213054789681411,0.0,0.0,15.007591973753234,0.0,16.182360077633263,10.357988675768818,17.13959183673469,0,1.0903999999999998,57.53,0.0740740740740744,0.507966178790397,2.1,5.870990382315959,0.0696662991681697,57.53,2.0,1.0903999999999998,0.0,0.0,13.8
3.8240740740740735,8.084744333333333,6.745183333333333,1.0521089623378097,67.86324786324785,0.913628118343194,0.0154893996912222,0.0003041684282533,2.351084812623274,5.2202498356344496,40.72128670593149,0.225992899408284,1.113161133676082,0.4087791495198904,0.9453194663231922,7.004110186272206,0.988952136454948,0.9726463592916924,14.651598265187747,14.594722473449576,0.0,0.3160471559532289,0.6439271721104527,0.2431353814460085,0.0,0.0,0.4277777777777778,0.3506493506493506,0.440455735015306,2.606722390649298,1.022222222222222,0.0,1.6691803368667308,2.0349409139562287,0.0,0.0,18.77078544819892,4.923311048817671,0.0,10.965151877965631,13.847474399381248,9.50462962962963,0,0.6715,43.14,0.333333333333333,0.2642822299839815,1.8333333333333333,4.281171602633546,-0.5129291714215798,43.14,0.0,0.6715,0.0,0.0,4.1
2.821428571428572,7.720203238095238,6.310119047619047,1.1352369524498422,43.8181818181818,-0.4141996033057844,0.0196405801984065,-0.0014681858794114,-0.3333333333333333,1.9917355371900816,44.75332666876268,0.138181818181818,1.086651344512991,-0.141025641025641,0.8032487969549557,5.005114095439486,1.8201981491891368,0.9871435010114092,14.707202811627315,13.624285963736376,0.0,0.0,0.6421334847649002,0.3102378596455088,4.393826530612245,16.606173469387755,0.4583333333333333,0.0,0.4892766952966368,1.5903736727355264,0.7733333333333333,0.1183333333333334,1.2406705316766884,1.8676338909712125,10.213054789681411,12.84164324585202,13.213763929025836,10.213054789681411,13.213763929025836,23.42681871870725,25.68328649170404,16.606173469387755,0,0.5313999999999999,40.46,0.2831632653061224,0.3963765692958212,1.25,4.38593085666837,0.2650684744123203,40.46,2.0,0.5313999999999999,2.0,2.0,17.8
