AATS1se,AATS2p,AATSC2c,AATSC0i,GATS2c,BCUTdv-1h,BCUTi-1h,Xch-7d,Xpc-4dv,AXp-2dv,SssCH2,AETA_eta_RL,ETA_epsilon_5,ETA_dEpsilon_D,IC0,IC1,PEOE_VSA8,SMR_VSA1,SlogP_VSA5,VSA_EState3,n5ARing,TopoPSA(NO),TPSA,MolLogP,fr_Al_OH_noTert,sp_h
7.756028142857143,1.869936000230905,0.0004596080768098,1.4729561858886313,0.643803811521147,4.176969297896181,14.537816590365257,0.1666666666666666,0.4741895178741649,0.1928713071462878,0.0,0.4755663065800389,0.7285714285714286,0.1071428571428572,1.5916727785823277,2.521640636343318,0.0,0.0,0.0,0.6180555555555558,0,26.02,26.02,1.9222,0.0,9.2
7.453077578947369,2.1607073446666667,-0.0007198949246511,1.2593893986221376,1.0464856332328898,4.23774058142949,11.839043259225644,0.2713045141402626,0.9634710907416484,0.2072067750971759,0.0,0.4888190997919768,0.7060606060606062,0.0,1.2326602568158205,1.8753156176197312,4.472719515832414,0.0,0.0,2.552662037037037,0,0.0,0.0,3.6023000000000014,0.0,4.1
7.873220774193548,1.9119128043846727,0.0028822255451587,1.3954390283000888,0.6615838478122721,6.022003294489023,14.540246726732567,0.302046416118181,1.1841013583835525,0.1764341196893963,-0.0642410714285715,0.4776519684457583,0.8192743764172334,0.0546604606754982,1.7283333718146277,3.3301249653149703,5.687386274683562,9.901064578912528,5.563451491696996,12.941774656364606,0,49.33,49.33,4.364100000000001,0.0,8.2
7.6936055,1.7527996688,0.0013281177192777,1.363937760676648,1.0852084180574686,6.012561508348883,13.629053223857431,0.3800398276929223,0.6544765892472402,0.1508207427176446,0.0,0.494387749198131,0.7851851851851849,0.0,1.272905595320056,1.70558726169826,12.13273413692322,14.210588861400147,0.0,0.0,0,27.69,27.69,7.063500000000005,0.0,5.1
7.924698875,1.8078028712374168,0.0032705503511391,1.545558096405964,0.5357768111608858,4.179011292781076,14.538900253891455,0.2041241452319315,0.5714117400963871,0.1823458716083779,0.0,0.4664863669730736,0.6912087912087915,0.1738705738705737,1.6774212838293647,2.6556390622295662,5.687386274683562,0.0,0.0,0.5455555555555558,0,52.04,52.04,1.5044,0.0,12.7
7.6137076,1.8847240209677416,0.0013703567372411,1.3655012220955995,0.511980704916238,5.01227328026037,13.62323018195195,0.2821175568066727,0.4587552716101385,0.1582158482725381,0.0,0.4872884859369215,0.7305555555555556,0.039141414141414,1.2363864108712896,2.074087044559035,0.0,5.106527394840706,0.0,11.36431783824641,0,20.23,20.23,2.5454,0.0,12.3
8.1367784,1.0901379760237828,-0.0006028747242274,1.1799629293056084,1.133068204491726,6.028089490696902,13.642787780020726,0.0,0.0680413817439771,0.156461178462871,-0.0928240740740742,0.4760075515613058,0.9111111111111112,0.0763888888888888,1.4772170014624826,3.077819531114783,6.076020106833881,14.637927532712576,0.0,8.099141156462585,0,46.53,46.53,-0.2921000000000001,1.0,13.4
7.4299895,1.092243214568923,-0.0002282486428222,1.4633859229009865,0.500537884592214,5.08856489080741,14.56322870509085,0.0,0.0,0.2558336368008463,0.625,0.4785533905932737,0.7999999999999999,0.0,1.3516441151533922,1.8799649487271108,6.4208216229260096,0.0,13.344558822616634,7.625,0,23.79,23.79,0.91998,0.0,5.5
8.2772678,1.04274207133725,0.0062015442318718,1.0491081800873547,0.8267492156034492,6.028068568445091,13.642809232864536,0.0,0.0668153104781061,0.1958512170223657,0.3495370370370372,0.4616759350049437,1.0698412698412698,0.0,1.789929075309999,2.4040097573248604,11.600939890232516,9.53140013787187,6.923737199690624,0.0,0,26.3,26.3,1.3817000000000002,0.0,6.8
9.874223714285716,1.96933825,-0.0151480701173053,6.624767959898433,1.1593367181336038,7.00959139834956,17.42836661366242,0.0,1.673842666183721,0.2254434992046877,0.0,0.40625,1.3750000000000002,0.0,1.561278124459133,1.811278124459133,0.0,13.17124514302446,0.0,-4.22608024691358,0,0.0,0.0,2.9189,0.0,0.0
7.397113777777779,1.1783641820754545,0.0004062999179239,1.1827596597138936,0.6953968598093109,6.021875751554587,13.636699071764593,0.0,0.2874574785652648,0.3285694426388422,0.7222222222222221,0.4465568082408899,0.8095238095238095,0.0,1.167436723286701,1.8784775129881184,6.4208216229260096,4.794537184071822,27.19203322199788,0.0,0,17.07,17.07,1.6215,0.0,4.1
7.537377714285713,1.734966447428571,-0.0032181213229105,1.3700282395869987,0.9475301051373404,6.014663264151769,13.636653007621586,0.0721687836487032,0.1503948211770304,0.1698371925245241,0.0,0.491481456572267,0.7958333333333334,0.0,1.2958363892911635,1.870253816431622,5.563451491696996,4.794537184071822,10.357988675768818,0.0,0,17.07,17.07,1.4991,0.0,6.7
8.862809,1.6361172441666667,-0.0008632474603918,2.8075508119363697,1.0961020448559509,7.006287184349103,17.424769843839652,0.1466088018758157,0.4934397773257534,0.1245575110474099,0.0,0.4630572698310446,1.083150183150183,0.0,2.10845859334435,2.9056390622295662,6.06636706846161,14.23703714531016,0.0,20.287091836734696,0,86.28,86.28,1.6421,0.0,5.1
7.980815111111111,1.1227722822641428,-0.0029836111430487,1.360522847172249,0.8697143376476525,5.088585812186138,14.563230056067592,0.0,0.0,0.2105735602527993,0.2326388888888888,0.4828427124746189,0.8277777777777778,0.1055555555555555,1.6854752972273346,2.5219280948873624,0.0,5.106527394840706,6.4208216229260096,15.5,0,44.02,44.02,-0.10762,1.0,17.6
7.910127600000001,0.9568674222754572,-0.0004724141648833,1.1194859055181214,1.3303602267173178,6.028179466518401,13.642835241098563,0.0,0.0589255650988789,0.1921208451731512,1.528291761148904,0.4744506233366291,0.9555555555555556,0.0,1.3787834934861751,2.1173442079779345,13.530619164203545,14.26826309167192,13.847474399381248,0.0,0,35.53,35.53,0.5860000000000001,0.0,10.6
7.5690744,1.1587807377181958,0.0007667684323602,1.1667468742956202,1.0856702601978494,6.028088829978369,13.642649977289055,0.0,0.5326146627991087,0.2889624741990478,0.5387037037037037,0.4536581260209188,0.8533333333333333,0.0,1.2389012566026305,1.931208948910323,0.0,9.53140013787187,27.694948798762496,0.0,0,26.3,26.3,1.8416,0.0,5.9
7.527121647058824,1.127035102283613,-0.0008383004419483,1.0981922834346531,0.7983355153824785,5.004036476800093,13.62318616355862,0.0,0.2886751345948128,0.3812257564924287,1.2615740740740742,0.4616759350049437,0.7523809523809524,0.0753968253968254,1.134969974603941,1.9447167900528528,6.606881964512918,5.106527394840706,20.268296022307258,8.236666666666666,0,20.23,20.23,1.0248,1.0,13.5
7.429741191489361,1.232450088173659,0.0002425906393858,1.2161582806087052,1.0283291090142788,6.028120837330135,13.642658951750413,0.0,0.244929799062952,0.2832349884624432,13.502737634875842,0.4822632895862567,0.7851851851851849,0.0,1.1431558784658322,2.0469371097526867,5.573104530069267,9.53140013787187,78.05569062864136,0.0,0,26.3,26.3,5.026600000000005,0.0,5.1
7.533965066666666,1.1787211105660282,-0.0028462225175897,1.1827596597138943,1.5139984749457354,6.007310769506662,13.629818170795549,0.0,0.0,0.2884063919747705,22.33927550453184,0.496936198656182,0.7919540229885054,0.0175697865353037,1.167436723286701,2.0300418384428496,6.606881964512918,19.31711625624085,96.8152399206548,8.555235633133872,0,47.92,47.92,6.066000000000007,1.0,8.4
7.240404774193549,1.1808410741314332,-0.0003585806141363,1.1745320229089635,1.4049562328561698,2.1930946163953013,11.459724867510234,0.0,0.0,0.3901650429449553,11.46023226883346,0.4914213562373096,0.7000000000000001,0.0,0.8960382325345574,1.1216407621868585,0.0,0.0,65.21404738278933,0.0,0,0.0,0.0,4.147000000000004,0.0,0.0
8.355410133333333,1.6559028540909089,0.001320041012995,1.4901163993375548,0.7384246587689272,7.004114032309751,14.594733742003744,0.1314458557658021,0.2923526120554863,0.1400445300147148,0.0,0.4698377302757662,0.9090909090909092,0.0609090909090909,1.781937063546704,2.840223928941852,12.13273413692322,10.029838443658376,0.0,18.7519992441421,0,63.370000000000005,63.370000000000005,1.3003999999999998,0.0,14.7
7.689143250000001,1.2436840676364669,0.0010673565738135,1.3129551648440887,1.2855506865140451,6.021973361670934,14.543953491107011,0.1178511301977579,0.4439933355410872,0.2132052420379824,2.7685185185185186,0.4720757789486159,0.8666666666666668,0.0,1.4913146570363986,2.216917186688699,20.013250011515773,4.794537184071822,12.84164324585202,0.0,1,20.31,20.31,0.2385999999999999,0.0,8.5
7.466374000000001,1.0716292111401429,0.00076427034112,1.16674687429562,0.6809699996832124,6.021874983697656,13.636697981901664,0.0,0.1443375672974064,0.2638921234289714,0.6666666666666666,0.4540111220059324,0.8533333333333333,0.0,1.2389012566026305,1.854285871987246,6.4208216229260096,4.794537184071822,20.268296022307258,0.0,0,17.07,17.07,0.9854,0.0,4.7
7.745764258064517,1.0520599031962807,-0.0041579631307519,1.1075780729250575,1.459146425208791,6.006113796288985,13.62840684300937,0.0,0.1054092553389459,0.2492507091347398,4.330595395565634,0.4840050343742039,0.8461538461538461,0.0455128205128204,1.25866329959714,2.040293038892872,13.213763929025836,14.580253302440804,26.689117645233267,9.229614512471656,0,38.69,38.69,1.2005,1.0,10.2
7.573045684210524,1.5390784986804515,0.0017260733282366,1.334705650749057,0.4908071082850211,5.012270420350807,13.623228976515255,0.2041241452319315,0.6911448661597062,0.1890468217357505,0.0,0.4664863669730736,0.7366666666666667,0.0485185185185185,1.2363864108712896,2.720582776146013,0.0,5.106527394840706,11.126902983393991,8.9375,0,20.23,20.23,2.00904,0.0,12.9
8.506428869565218,1.2564051913939518,-0.0073055960938442,1.075132845006021,1.0593381046056305,6.011681846376792,13.638463484484229,0.4004655867958255,1.67645691894742,0.1579094823644857,-1.3450162719408745,0.4700420942560183,0.8688172043010751,0.1978494623655911,1.5100576869144593,2.512789620530343,0.0,55.062808020125786,0.0,76.48660504325187,0,189.53,189.53,-5.397199999999993,8.0,19.0
7.59465142857143,0.8919599313116799,-0.0017980623047644,1.070739076144221,1.7165777780420797,6.005000694956415,13.626533291378973,0.0,0.0,0.2604914714738524,1.6875,0.4828427124746189,0.8533333333333333,0.0,1.158938532350277,1.4256051990169438,13.213763929025836,4.736862953800049,13.847474399381248,0.0,0,9.23,9.23,1.0428000000000002,0.0,5.5
10.263175,1.6532815000000003,0.0083446421300726,6.447076914935996,0.1226977374674874,7.009058590354968,17.42773171417035,0.0,0.0,0.2619047619047619,0.0,0.4,1.4200000000000004,0.0,1.521928094887362,1.521928094887362,0.0,8.78083009534964,0.0,0.0,0,0.0,0.0,2.0143,0.0,0.0
7.620916325581396,1.72244732095063,-0.0010353620326045,1.4860242961543733,1.2833231168544026,6.021984800173443,14.54962513931974,0.4804432286704273,1.3232426579303391,0.1777428734627494,3.381455677303741,0.4878411604614033,0.7979296066252585,0.0,1.5169908184702647,3.3086949695628425,22.694292703047893,4.794537184071822,23.96854622924601,0.6602796674225249,0,32.67,32.67,3.934000000000003,0.0,6.8
7.571970181818181,1.5753061925,-0.0024231660332395,1.6085861117311555,1.3207878484167352,5.022414266219074,14.547831232539863,0.0,0.0,0.1707606441149306,0.0,0.5,0.7666666666666666,0.0,1.3485878960124222,1.971747257128181,12.393687143226153,0.0,0.0,0.0,0,12.89,12.89,1.0816,0.0,5.9
7.432392249999999,1.7188533297939603,-0.0012729854062144,1.5547555477526824,0.8625271316914179,5.088573063966727,14.563230724027544,0.0721687836487032,0.1950083285868333,0.1820489137958544,0.5147222222222221,0.4924279613975707,0.7444444444444446,0.0,1.271782221599798,2.4237949406953985,0.0,0.0,5.563451491696996,8.269688208616781,0,23.79,23.79,1.75268,0.0,3.8
7.8181730555555555,1.79931310983978,-0.0021977158015602,1.5066337920549615,1.2040318056641492,6.021996859008636,14.549676110770546,0.2317235070186409,1.3529297988218667,0.1579564253334263,0.0,0.4797803524033051,0.8190476190476189,0.0247165532879818,1.6725888313728632,3.3815804883091625,23.197208279812507,9.901064578912528,11.126902983393991,10.54018046107332,0,52.900000000000006,52.900000000000006,2.4722,1.0,8.2
7.67286662745098,1.6218783760872857,-0.0003963917014739,1.826575825651628,1.0377113895395949,7.00405730728046,17.42477169862439,0.4213123423891549,1.974852759083613,0.1884660743056886,4.955964760381247,0.4792363670096126,0.8234567901234564,0.0201329534662867,1.5681671733465294,3.353225274459425,30.096419240189483,14.291479626587348,41.60472665916985,11.548718608449065,0,40.540000000000006,40.540000000000006,4.425600000000004,0.0,10.8
7.945061454545455,0.9427872676613334,-0.0061661317129137,1.0572751289254696,1.5050288009941624,6.006168553513022,13.628463107813278,0.0,0.0,0.2189860940720642,2.423198696145125,0.4904681735970105,0.89,0.0655555555555554,1.3249692858267144,1.840285573001752,6.606881964512918,14.580253302440804,6.923737199690624,8.256965624212647,0,38.69,38.69,0.0317999999999998,1.0,12.2
7.640744999999999,1.45098263090188,-0.0029751074725896,1.347902661977483,1.524133184119672,6.007450417149755,13.627439369582415,0.0721687836487032,0.1466088018758157,0.1685751860907859,0.0,0.491481456572267,0.7958333333333334,0.0,1.271782221599798,2.2516144718101816,0.0,4.736862953800049,0.0,0.0,0,9.23,9.23,1.6952,0.0,5.1
7.8472442,1.388170112543625,-0.0002658684941528,1.4446697682706262,1.1567035488551938,6.028120397997714,14.54783555790926,0.0589255650988789,0.2309970087833507,0.1509361984606967,0.3965551776266063,0.4856850231910087,0.8757575757575757,0.0,1.595461844238322,3.2414460711655217,12.393687143226153,9.53140013787187,17.28172587545944,0.0,0,39.19,39.19,1.2583,0.0,8.6
7.6320055,1.58745001738188,0.0019291198198258,1.347902661977483,0.512198862304311,5.0122663497324575,13.623228433675358,0.1666666666666666,0.2785163863122623,0.1835549158936787,0.0,0.4734617125293379,0.7407407407407408,0.0550925925925925,1.271782221599798,2.702819531114783,0.0,5.106527394840706,5.563451491696996,8.756666666666668,0,20.23,20.23,1.7006199999999998,0.0,13.9
8.160196666666666,0.9885058573207368,0.0169454508743577,1.1711280774725317,0.668786932547072,6.033791364349984,13.647176691871014,0.0,0.0833333333333333,0.1550321886014798,0.0,0.4465568082408899,1.0285714285714287,0.0,1.5262349099495227,2.0458416408851736,13.847474399381248,14.325937321943693,13.847474399381248,0.0,0,43.370000000000005,43.370000000000005,0.096,0.0,10.2
9.782519636363638,0.883453416631579,-0.006797943270891,6.912636983496384,1.0211363366537731,7.017291264118786,17.43379774604359,0.0,0.380759592803126,0.0990507704215982,0.0,0.4154700538379251,1.3411255411255414,0.104112554112554,1.7295739585136225,2.125814583693911,0.0,31.449017680889625,0.0,7.472222222222222,0,20.23,20.23,1.4719,1.0,14.7
7.773154,1.59721489707075,0.0051804775418531,1.5821573073122488,0.4617634084720518,4.062810424955268,14.538891678871064,0.1666666666666666,0.2222222222222222,0.1666666666666666,0.0,0.4734617125293379,0.6333333333333333,0.1666666666666667,1.4056390622295665,2.25,11.374772549367124,0.0,0.0,0.0,0,52.04,52.04,0.8510000000000002,0.0,13.4
7.737109999999999,1.321609515495478,-9.312551096545946e-05,1.330322549559514,1.06241388694147,6.023340180460269,14.541411185561287,0.1355087549308569,0.997912618841877,0.1965508944751026,1.6918303671729416,0.4720252607538942,0.7987654320987653,0.0623456790123455,1.476120721149274,3.4625136005158805,24.69480513267011,19.4324647167844,50.89458072038333,15.766018602858498,0,87.66,87.66,2.3655,1.0,10.5
7.293833666666667,1.4648018585426663,-0.0001948078595152,1.328763500664686,1.0207952513774152,4.056469079056207,11.577841473590402,0.1178511301977579,0.5078677873714246,0.2103002801761894,2.285702947845805,0.4863703305156274,0.7000000000000001,0.0,0.9798687566511528,2.2841591278514217,0.0,0.0,24.97437738277524,0.0,0,0.0,0.0,2.811400000000001,0.0,0.6
7.619229925925925,1.422560887284652,-0.0021148666690298,1.3673266704201903,1.1665226015627972,5.006104164253891,14.540853658140511,0.0589255650988789,0.7321051096652298,0.1955247454501878,0.0,0.4794349048020045,0.7261904761904763,0.0710317460317458,1.3540489879782314,3.0060252447977795,6.041840829147961,5.106527394840706,18.591155079135923,12.739694822373394,0,32.26,32.26,1.3279,1.0,11.9
7.655611999999999,1.755069281173582,0.0011984699993508,1.3695462547836847,0.646723292335306,6.023226092785444,13.642956240881748,0.1551506099638165,1.0724346202311177,0.1622421424116431,0.0,0.4785381133092113,0.7949999999999997,0.0260526315789473,1.3456711978139104,2.951707754935374,11.126902983393991,14.69560176298435,34.326534905014825,8.997030199438209,0,54.37,54.37,3.105700000000001,0.0,7.8
7.4868424,1.1248474062376217,-0.0009314798786414,1.1169613566598673,0.8238370311217498,5.004036692072511,13.623186656815278,0.0,0.0,0.35685339390596,5.043055555555556,0.4877447946247278,0.7458333333333333,0.0636904761904761,1.115520093581932,1.7206166448818938,6.606881964512918,5.106527394840706,32.60702369139466,8.292882653061223,0,20.23,20.23,1.559,1.0,12.6
7.583854439024391,1.487053339194611,-0.0007049331727256,1.2727360169893376,0.8730700920012481,6.029090788964414,13.644203851766807,1.1166452579993966,6.100876850364083,0.2107607486270116,9.438303630340616,0.4732671849355072,0.8027027027027023,0.0287258687258686,1.2834489116825762,2.811395138723065,18.2566337152488,29.33352929569692,104.24189269711002,23.189252300158444,1,100.90000000000002,100.90000000000002,4.693000000000006,1.0,8.6
7.5977701,1.4421027999361506,-0.0009832460747822,1.360744589903301,1.3645264845817044,6.028124885619936,14.543899294831547,0.2065331532900194,1.754607031763836,0.1912260881043108,4.003339947089947,0.4826392123478493,0.8074074074074071,0.0,1.3663759416191268,2.9464462970962577,0.0,9.53140013787187,25.32883193723964,0.0,0,29.54,29.54,2.2131,0.0,7.2
8.067409428571429,1.6602251,-0.0038873740429954,1.5361286209245149,1.225969897125368,7.004113331800874,14.59473180660587,0.0589255650988789,0.2062863154730992,0.1490663881485233,0.0,0.4782811614044789,0.914814814814815,0.0,1.727396673574479,2.148834854280917,12.13273413692322,4.923311048817671,0.0,10.00648148148148,0,43.14,43.14,1.5948,0.0,4.1
7.4017373846153856,1.21955712246225,-0.0005956232646397,1.081888189124922,1.1529295011414216,2.147093899269063,12.974722071413227,0.0,0.0,0.4735000333690382,3.182098765432099,0.4828427124746189,0.837142857142857,0.0,1.198117421130403,1.6266888497018317,5.880003444970339,0.0,19.765380445542643,0.0,0,0.0,0.0,2.0253,0.0,2.0
8.05097694736842,1.8122811208797904,0.0021083751848899,1.6738750587320752,0.8552904378525243,6.022512830552194,14.551221968808566,0.3541274722489255,2.73551725519597,0.1830457058890952,0.0,0.4750242385307977,0.849333333333333,0.0477681159420289,1.8514815911054945,3.7697480026487926,18.80796704598726,18.318861563241462,5.563451491696996,12.83147904069035,0,99.6,99.6,1.5809999999999995,1.0,13.6
7.329073999999999,1.7139305518687085,-0.0007737932198267,1.3667281721122486,1.0486489848524927,4.0535804495228485,11.576698015020945,0.0721687836487032,0.1791524928550882,0.1794230830838767,0.0,0.491481456572267,0.7000000000000001,0.0,1.0,1.5306390622295665,0.0,0.0,5.563451491696996,0.0,0,0.0,0.0,2.3296,0.0,0.0
7.836440984615385,1.612433072527088,0.0036288808891261,1.6667291005652791,0.6036332628907427,7.004059119472964,17.42477236374205,1.2604023241496514,6.787373085301261,0.1932400624170629,-0.0611859767522795,0.4565525001129781,0.8513227513227509,0.0689153439153438,1.6104186736404864,3.711269294290663,16.747886984954953,43.06816285764796,46.45449809077592,22.823002377774056,1,141.36,141.36,2.0127000000000006,1.0,14.7
7.919961176470588,1.4553731331748845,-0.0071778733719287,1.3286472400668776,1.1558254943120934,6.007465187168909,13.62788515593424,0.1422588984322123,0.2542071737623221,0.1519862581074656,0.0,0.4825039172334551,0.8133333333333335,0.057037037037037,1.402081402756032,2.748940047005429,0.0,9.843390348640757,0.0,8.98550925925926,0,29.46,29.46,1.4008,0.0,13.3
7.726861904761904,1.0650456378247104,-0.0009747853857324,1.086651344512991,1.1515516535770949,6.007509084669672,13.627022838356623,0.0,0.4330127018922193,0.2982712162194569,0.5424305555555555,0.4450825214724777,0.825925925925926,0.0657407407407407,1.2406705316766884,1.9657678078192216,0.0,9.843390348640757,20.771211599071872,8.304583333333333,0,29.46,29.46,0.7938000000000001,1.0,10.8
8.205409866666667,1.65578472893617,0.005621930594267,3.679957414995741,0.6181054864023805,7.014085215143323,17.430696689777353,0.2076303192968933,0.7808231503592441,0.130276185281653,0.0,0.4688014331675818,0.9216450216450216,0.0621645021645019,1.9135006899214173,3.4815621344071017,11.884229846296638,23.07230972193699,15.921440167465814,11.541914997480474,0,62.22,62.22,3.542200000000001,0.0,11.7
7.783550374999999,1.7877950514739598,-0.0012800022882008,1.2906549210083074,0.8580570691183157,5.004055917678348,13.623189697211313,0.1422588984322123,0.4070052813934197,0.2019105312891144,0.0805246913580246,0.4806331669661653,0.8052380952380954,0.056137566137566,1.5435644431995963,2.875,5.022633313741326,5.106527394840706,5.563451491696996,9.286511715797433,0,20.23,20.23,1.8323,1.0,13.2
7.829532500000001,1.703605056237417,-0.0009351940709447,1.065138357562221,1.0753658753630446,3.206799682667792,12.97595243067399,0.0,0.0,0.3588589277636729,0.5034722222222223,0.4828427124746189,0.9742857142857144,0.0,1.5304930567574824,2.725480556997868,11.415205373848552,0.0,0.0,0.0,0,0.0,0.0,1.9777,0.0,2.9
7.5328272,0.9302102349352857,0.0009506457672916,1.5795380854344712,0.3765672109677259,5.08853970090294,14.56323420998604,0.0,0.0,0.2236067977499789,0.0,0.4714045207910317,0.8333333333333334,0.0,1.4591479170272448,1.7924812503605778,6.923737199690624,0.0,6.923737199690624,7.319444444444445,0,23.79,23.79,0.52988,0.0,6.1
7.654936862745099,1.5751609047612043,-0.0017599406981033,1.441226122768325,1.2391855605537017,6.007460577248752,14.548157796401654,0.6831323525096153,2.287499509519926,0.1788306066393812,4.335080941518531,0.4877933290857001,0.7773333333333331,0.0198888888888888,1.4083445441575106,3.6140591895934935,24.169665021138407,9.843390348640757,24.509061125297315,12.13080666834635,0,45.59,45.59,3.1732000000000014,1.0,11.97
7.674363885714285,1.163811752314167,0.0016226687478943,1.2921254103625348,1.4958176713572822,6.022073682976116,14.548304343480536,0.1314458557658021,1.0047055935306888,0.2080660203436631,5.334354213907785,0.4775050364430137,0.8404761904761904,0.0,1.4089163218195078,1.9364704202969405,39.26853843547545,4.794537184071822,13.847474399381248,0.0,0,26.790000000000006,26.790000000000006,0.6956,0.0,9.3
7.305580444444445,1.5269601629798666,-0.000525529904054,1.3498549848022208,1.0936765005680604,4.048930125737952,11.571216518556485,0.0721687836487032,0.2539338936857123,0.2043502166940847,1.1397222222222223,0.491481456572267,0.7000000000000001,0.0,0.9910760598382222,2.2349849223695104,0.0,0.0,12.48718869138762,0.0,0,0.0,0.0,2.249000000000001,0.0,0.0
7.797200645161291,1.367658966815614,0.0105241632532887,1.3412058043581256,0.4717363974007583,6.02451809414873,14.54451747278036,0.2123789490413836,1.4232720543763195,0.1798374284794709,2.613115315570673,0.4709143054782398,0.8352941176470589,0.0713725490196077,1.6001908764824528,2.565233200355587,0.0,14.383611552215466,39.53076089108528,4.30124149659864,0,75.27000000000001,75.27000000000001,0.9389999999999998,0.0,7.9
8.081472,1.904091036176096,0.0045436253181025,1.7634914869462113,0.765985202060037,6.0225152179672525,14.551225413881085,0.4134045443660245,3.173960796575228,0.2123302679290782,0.0,0.4704088841880739,0.8599999999999998,0.0486956521739129,1.9431590918088644,4.138830127032207,23.685114239688563,18.318861563241462,15.235135869470117,13.186689526119087,0,99.6,99.6,2.10752,1.0,5.0
7.841843733333333,1.3705804152558398,0.0019359224854241,1.316993492209528,1.067749569015526,6.030343629488443,13.644905873003465,0.0962250448649376,0.5053913347111422,0.1493262071448839,0.547605190224238,0.4813692039129874,0.8916666666666665,0.0,1.4294732983598406,2.866247897312731,0.0,19.06280027574374,34.56345175091888,0.0,0,52.60000000000001,52.60000000000001,2.04,0.0,4.5
