AATS1se,AATSC2c,AATSC1dv,AATSC0s,AATSC0are,AATSC0i,BCUTv-1l,BCUTi-1h,SsOH,AETA_alpha,ETA_shape_y,AETA_eta_RL,ETA_dEpsilon_D,IC0,PEOE_VSA6,PEOE_VSA8,SlogP_VSA2,VSA_EState3,SLogP,TopoPSA(NO),MaxAbsPartialCharge,FpDensityMorgan3,NHOHCount,MolLogP,sp_h
7.938457333333333,0.0051593854331404,0.5600000000000002,2.406913580246914,0.1454728888888888,1.648720064491759,14.70271053492066,14.547964089308676,0.0,0.4592592592592592,0.2419354838709677,0.4782811614044789,0.1043771043771043,1.70558726169826,0.0,12.393687143226153,10.891158250298714,0.0,0.1805000000000001,55.98,0.3655506403996573,2.7777777777777777,2.0,0.1805000000000001,13.1
7.54905911111111,-0.0019408493620471,0.8630287091825554,0.2717373438527284,0.0596023668639052,1.4855559434748982,15.58923770139086,14.54817378944094,0.0,0.4833333333333334,0.2413793103448275,0.4897508414759787,0.0,1.2957378005380122,6.06636706846161,18.43552797237412,23.47631664038745,0.0,1.8483,16.130000000000003,0.2993071487901655,3.083333333333333,0.0,1.8483,10.7
7.574895724137931,-0.0008864207434802,0.8081048731832433,1.9820615243342523,0.1135537190082643,1.2929440896220648,14.701789462593297,13.63835536031601,20.540037422521088,0.4733333333333334,0.3380281690140844,0.472341314233173,0.038716049382716,1.2823527363135774,19.42057892945052,12.338727669087405,34.490393034672515,20.540037422521088,2.6667000000000005,74.6,0.3927746595045805,2.72,2.0,2.6667000000000005,12.4
7.466374000000001,-0.0017491429290219,0.5187376725838265,2.4822485207100584,0.1207100591715975,1.16674687429562,14.702721421423911,13.63665018694574,0.0,0.4666666666666667,0.0,0.4828427124746189,0.0,1.2389012566026305,6.923737199690624,6.4208216229260096,6.286160523129555,0.0,0.9854,17.07,0.3034030972577946,2.4,0.0,0.9854,7.0
9.471168,0.0423350216612915,-3.555555555555556,,0.3755555555555555,8.542987755556074e-05,14.710226951490483,13.61805,0.0,0.3333333333333333,0.0,0.0,0.7777777777777778,0.9182958340544896,0.0,0.0,5.476191835881363,0.0,-0.8247,31.5,0.4115095219374226,1.0,2.0,-0.8247,42.4
7.314977866666665,-0.0005479836423806,0.6222222222222223,0.2320987654320987,0.0223999999999999,1.3606538246806383,20.273157093326606,11.571318412679826,0.0,0.5,0.1428571428571428,0.4848352643024788,0.0,0.9967916319816366,35.89528683400505,0.0,0.0,0.0,1.99502,0.0,0.0622490857819948,1.8571428571428568,0.0,1.99502,0.0
7.3198808695652176,-0.0003369414879039,0.6593604024434065,0.1565656565656565,0.0223140495867768,1.35543289796256,20.26647192171417,11.579512798587718,0.0,0.5,0.2,0.4966326495188785,0.0,0.9940302114769564,24.26546827384644,0.0,0.0,0.0,2.5654000000000003,0.0,0.0619744025679589,1.8,0.0,2.5654000000000003,2.9
8.143633,0.008791386065505,0.0625,3.817708333333333,0.2156249999999999,1.3529528869040612,14.701218113472097,13.642658634089637,17.13959183673469,0.45,0.3333333333333333,0.4698377302757662,0.1049999999999998,1.505240814944148,0.0,0.0,16.182360077633263,17.13959183673469,1.0903999999999998,57.53,0.507966178790397,2.1,2.0,1.0903999999999998,13.8
8.084744333333333,0.0003041684282533,2.351084812623274,5.2202498356344496,0.225992899408284,1.113161133676082,14.651598265187747,14.594722473449576,0.0,0.4277777777777778,0.3506493506493506,0.440455735015306,0.0,1.6691803368667308,0.0,18.77078544819892,10.965151877965631,9.50462962962963,0.6715,43.14,0.2642822299839815,1.8333333333333333,0.0,0.6715,4.1
7.720203238095238,-0.0014681858794114,-0.3333333333333333,1.9917355371900816,0.138181818181818,1.086651344512991,14.707202811627315,13.624285963736376,16.606173469387755,0.4583333333333333,0.0,0.4892766952966368,0.1183333333333334,1.2406705316766884,12.84164324585202,13.213763929025836,23.42681871870725,16.606173469387755,0.5313999999999999,40.46,0.3963765692958212,1.25,2.0,0.5313999999999999,17.8
7.756028142857143,0.0004596080768098,0.2845804988662131,0.6162862492962435,0.0654244897959183,1.4729561858886313,15.59610016418149,14.537816590365257,0.0,0.5142857142857142,0.2430555555555555,0.4755663065800389,0.1071428571428572,1.5916727785823277,23.733674027155736,0.0,0.0,0.6180555555555558,1.9222,26.02,0.3975229646084394,2.25,2.0,1.9222,9.2
7.453077578947369,-0.0007198949246511,0.3947658100186198,0.209582560669952,0.0275222222222222,1.2593893986221376,20.23524086592369,11.839043259225644,0.0,0.5757575757575757,0.2368421052631579,0.4888190997919768,0.0,1.2326602568158205,52.328146308719006,4.472719515832414,0.0,2.552662037037037,3.6023000000000014,0.0,0.0616284071061861,2.363636363636364,0.0,3.6023000000000014,4.1
7.873220774193548,0.0028822255451587,0.4126394973228902,1.7694516418567638,0.1177512222222221,1.3954390283000888,14.70144080492086,14.540246726732567,8.886722691134068,0.4997493734335839,0.3159478435305918,0.4776519684457583,0.0546604606754982,1.7283333718146277,47.46734805431147,5.687386274683562,11.075832682792557,12.941774656364606,4.364100000000001,49.33,0.4809852135804913,2.3157894736842106,2.0,4.364100000000001,8.2
7.6936055,0.0013281177192777,0.8011111111111111,0.4461728395061726,0.0998222222222221,1.363937760676648,14.705884795186112,13.629053223857431,0.0,0.4814814814814814,0.2307692307692307,0.494387749198131,0.0,1.272905595320056,48.53093654769288,12.13273413692322,0.0,0.0,7.063500000000005,27.69,0.4572400264504492,0.9629629629629628,0.0,7.063500000000005,5.1
7.924698875,0.0032705503511391,0.3975694444444442,0.9004718935756743,0.0852433593749999,1.545558096405964,15.59514486607193,14.538900253891455,0.0,0.5015873015873016,0.3322784810126582,0.4664863669730736,0.1738705738705737,1.6774212838293647,11.600939890232516,5.687386274683562,0.0,0.5455555555555558,1.5044,52.04,0.3986658356316869,2.333333333333333,4.0,1.5044,12.7
7.6137076,0.0013703567372411,0.3,1.2114496768236382,0.0850969529085872,1.3655012220955995,14.708163859888886,13.62323018195195,9.130243764172336,0.4848484848484848,0.28125,0.4872884859369215,0.039141414141414,1.2363864108712896,30.33183534230805,0.0,5.106527394840706,11.36431783824641,2.5454,20.23,0.507943524733119,2.363636363636364,1.0,2.5454,12.3
8.1367784,-0.0006028747242274,0.7739583333333333,3.285481770833333,0.2310937499999999,1.1799629293056084,14.701234067591008,13.642787780020726,8.099141156462585,0.4375,0.1428571428571428,0.4760075515613058,0.0763888888888888,1.4772170014624826,6.578935683598497,6.076020106833881,24.28959661181839,8.099141156462585,-0.2921000000000001,46.53,0.4601014173818816,2.875,1.0,-0.2921000000000001,13.4
7.4299895,-0.0002282486428222,1.3611111111111114,2.3765432098765427,0.0754222222222221,1.4633859229009865,15.579306338280608,14.56322870509085,0.0,0.475,0.0,0.4785533905932737,0.0,1.3516441151533922,6.923737199690624,6.4208216229260096,0.0,7.625,0.91998,23.79,0.1983584061194375,2.25,0.0,0.91998,5.5
8.2772678,0.0062015442318718,2.0524844403632283,3.0035666554559186,0.2269338842975205,1.0491081800873547,14.701470888125671,13.642809232864536,0.0,0.4801587301587302,0.1735537190082644,0.4616759350049437,0.0,1.789929075309999,0.0,11.600939890232516,12.0353690745091,0.0,1.3817000000000002,26.3,0.4539839500795262,2.5,0.0,1.3817000000000002,6.8
9.874223714285716,-0.0151480701173053,-0.0009920634920635,10.499215892203932,0.4770234374999997,6.624767959898433,13.30235121686329,17.42836661366242,0.0,0.5,0.0,0.40625,0.0,1.561278124459133,23.20187978046503,0.0,9.968834452973244,-4.22608024691358,2.9189,0.0,0.3829756476639305,1.0,0.0,2.9189,0.0
7.397113777777779,0.0004062999179239,0.9325946445060016,1.78962757771622,0.0907479224376731,1.1827596597138936,14.7027198082654,13.636699071764593,0.0,0.4761904761904761,0.3,0.4465568082408899,0.0,1.167436723286701,13.847474399381248,6.4208216229260096,5.783244946364939,0.0,1.6215,17.07,0.3000199627172533,2.0,0.0,1.6215,4.1
7.537377714285713,-0.0032181213229105,0.1428571428571428,2.2131519274376408,0.1067346938775509,1.3700282395869987,14.702720943036883,13.636653007621586,0.0,0.4791666666666666,0.1304347826086956,0.491481456572267,0.0,1.2958363892911635,30.33183534230805,5.563451491696996,6.286160523129555,0.0,1.4991,17.07,0.2978964116504968,2.125,0.0,1.4991,6.7
8.862809,-0.0008632474603918,0.765625,7.970486111111111,0.3342624999999999,2.8075508119363697,13.304121175255744,17.424769843839652,0.0,0.4168498168498168,0.4244288224956063,0.4630572698310446,0.0,2.10845859334435,0.0,6.06636706846161,9.846622097635342,20.287091836734696,1.6421,86.28,0.3111512752475339,2.230769230769231,0.0,1.6421,5.1
7.980815111111111,-0.0029836111430487,0.1066666666666667,3.7125,0.1774409999999999,1.360522847172249,14.70816481458779,14.563230056067592,7.84375,0.4466666666666666,0.0,0.4828427124746189,0.1055555555555555,1.6854752972273346,0.0,0.0,11.713409359353625,15.5,-0.10762,44.02,0.3953069555770814,2.4,1.0,-0.10762,17.6
7.910127600000001,-0.0004724141648833,1.4551020408163262,1.940035273368608,0.193469387755102,1.1194859055181214,14.701188065335892,13.642835241098563,0.0,0.4444444444444444,0.125,0.4744506233366291,0.0,1.3787834934861751,0.0,13.530619164203545,25.7899511814906,0.0,0.5860000000000001,35.53,0.463422548278865,2.555555555555556,0.0,0.5860000000000001,10.6
7.5690744,0.0007667684323602,1.3997633136094678,1.510190664036818,0.1207100591715975,1.1667468742956202,14.701469716592712,13.642649977289055,0.0,0.4666666666666667,0.3214285714285714,0.4536581260209188,0.0,1.2389012566026305,27.694948798762496,0.0,12.576187252464766,0.0,1.8416,26.3,0.4652133415325127,2.1,0.0,1.8416,5.9
7.527121647058824,-0.0008383004419483,0.0297748729121278,1.3196159122085047,0.0946913580246913,1.0981922834346531,14.708165485504356,13.62318616355862,8.236666666666666,0.4722222222222222,0.1764705882352941,0.4616759350049437,0.0753968253968254,1.134969974603941,13.847474399381248,6.606881964512918,11.713409359353625,8.236666666666666,1.0248,20.23,0.3963660786745106,2.0,1.0,1.0248,13.5
7.429741191489361,0.0002425906393858,0.748190011820331,0.9187885802469136,0.0766493055555555,1.2161582806087052,14.701467522858968,13.642658951750413,0.0,0.4814814814814815,0.1153846153846153,0.4822632895862567,0.0,1.1431558784658322,71.29006748962323,5.573104530069267,12.576187252464766,0.0,5.026600000000005,26.3,0.4623543746530575,1.7777777777777777,0.0,5.026600000000005,5.1
7.533965066666666,-0.0028462225175897,0.1697876269621422,0.5671745152354571,0.090747922437673,1.1827596597138943,14.705850280889855,13.629818170795549,8.555235633133872,0.4761904761904763,0.0,0.496936198656182,0.0175697865353037,1.167436723286701,76.86317201969248,6.606881964512918,51.354701146431125,8.555235633133872,6.066000000000007,47.92,0.3939803248745097,1.4642857142857142,1.0,6.066000000000007,8.4
7.240404774193549,-0.0003585806141363,0.0422127016129032,0.08984375,0.0193359374999999,1.1745320229089635,20.387287012585965,11.459724867510234,0.0,0.5,0.0,0.4914213562373096,0.0,0.8960382325345574,65.21404738278933,0.0,0.0,0.0,4.147000000000004,0.0,0.0653823832227926,1.1,0.0,4.147000000000004,0.0
8.355410133333333,0.001320041012995,0.3733333333333336,5.12888888888889,0.2326159999999999,1.4901163993375548,14.65157823748634,14.594733742003744,8.715850340136054,0.44,0.3181818181818181,0.4698377302757662,0.0609090909090909,1.781937063546704,0.0,12.13273413692322,10.029838443658376,18.7519992441421,1.3003999999999998,63.370000000000005,0.5079581647909615,2.2,1.0,1.3003999999999998,14.7
7.689143250000001,0.0010673565738135,1.3359375,2.0458984375,0.1284433593749999,1.3129551648440887,14.702713633259096,14.543953491107011,0.0,0.4619047619047619,0.2783505154639175,0.4720757789486159,0.0,1.4913146570363986,0.0,20.013250011515773,24.39951784879175,0.0,0.2385999999999999,20.31,0.3457489149497736,2.571428571428572,0.0,0.2385999999999999,8.5
7.466374000000001,0.00076427034112,1.2751479289940832,2.479289940828404,0.1207100591715975,1.16674687429562,14.702720111277582,13.636697981901664,0.0,0.4666666666666667,0.2142857142857142,0.4540111220059324,0.0,1.2389012566026305,6.923737199690624,6.4208216229260096,5.783244946364939,0.0,0.9854,17.07,0.3000423849594125,2.0,0.0,0.9854,4.7
7.745764258064517,-0.0041579631307519,0.4393901209677419,1.0551215277777777,0.1412109374999999,1.1075780729250575,14.705888573875187,13.62840684300937,9.229614512471656,0.4583333333333333,0.0909090909090909,0.4840050343742039,0.0455128205128204,1.25866329959714,13.344558822616634,13.213763929025836,37.63802164064068,9.229614512471656,1.2005,38.69,0.3883092452880516,2.4166666666666665,1.0,1.2005,10.2
7.573045684210524,0.0017260733282366,1.2049861495844874,1.250230840258541,0.0889196675900276,1.334705650749057,14.708164159809456,13.623228976515255,8.9375,0.4814814814814815,0.3461538461538461,0.4664863669730736,0.0485185185185185,1.2363864108712896,6.06636706846161,0.0,5.106527394840706,8.9375,2.00904,20.23,0.5079562241267914,2.2222222222222223,1.0,2.00904,12.9
8.506428869565218,-0.0073055960938442,-0.455029522275899,3.5701508916323728,0.2788839506172838,1.075132845006021,14.704358069986394,13.638463484484229,76.48660504325187,0.4202898550724637,0.5172413793103449,0.4700420942560183,0.1978494623655911,1.5100576869144593,0.0,0.0,115.47776764840836,76.48660504325187,-5.397199999999993,189.53,0.3935665150908041,1.826086956521739,8.0,-5.397199999999993,19.0
7.59465142857143,-0.0017980623047644,0.5828571428571429,0.4488888888888887,0.1088888888888888,1.070739076144221,14.706821675716917,13.626533291378973,0.0,0.4666666666666666,0.0,0.4828427124746189,0.0,1.158938532350277,0.0,13.213763929025836,13.213763929025836,0.0,1.0428000000000002,9.23,0.3820258357826421,1.6,0.0,1.0428000000000002,5.5
10.263175,0.0083446421300726,-0.0019753086419753,10.73053040695016,0.4715759999999998,6.447076914935996,13.30346226135212,17.42773171417035,0.0,0.5,0.0,0.4,0.0,1.521928094887362,0.0,0.0,4.840892812183238,0.0,2.0143,0.0,0.4008127222818907,1.2,0.0,2.0143,0.0
7.620916325581396,-0.0010353620326045,0.9320434969853576,0.9719970278920896,0.0778944374999999,1.4860242961543733,14.702710372667886,14.54962513931974,0.0,0.4933747412008282,0.3436844313890054,0.4878411604614033,0.0,1.5169908184702647,41.93277523254056,22.694292703047893,24.70837754394736,0.6602796674225249,3.934000000000003,32.67,0.3098548001904374,2.652173913043478,0.0,3.934000000000003,6.8
7.571970181818181,-0.0024231660332395,0.2148760330578513,0.4132231404958678,0.0632975206611569,1.6085861117311555,15.58950963690946,14.547831232539863,0.0,0.4833333333333333,0.0,0.5,0.0,1.3485878960124222,6.06636706846161,12.393687143226153,4.9839785209472085,0.0,1.0816,12.89,0.264736970888988,1.6666666666666667,0.0,1.0816,5.9
7.432392249999999,-0.0012729854062144,0.375,1.4322916666666667,0.0505371093749999,1.5547555477526824,15.579305526717684,14.563230724027544,0.0,0.4888888888888889,0.1136363636363636,0.4924279613975707,0.0,1.271782221599798,30.33183534230805,0.0,0.0,8.269688208616781,1.75268,23.79,0.1979745904989837,2.4444444444444446,0.0,1.75268,3.8
7.8181730555555555,-0.0021977158015602,0.8549086059018136,1.6283559821088125,0.1153900519031141,1.5066337920549615,14.702528589828315,14.549676110770546,9.989606481481482,0.4848072562358276,0.3830682881197381,0.4797803524033051,0.0247165532879818,1.6725888313728632,41.93277523254056,23.197208279812507,30.00096528037497,10.54018046107332,2.4722,52.900000000000006,0.364126283077864,2.619047619047619,1.0,2.4722,8.2
7.67286662745098,-0.0003963917014739,0.7921779949067056,2.0196583518489,0.1417601832569761,1.826575825651628,13.304120702346324,17.42477169862439,10.881489317143629,0.4833333333333333,0.2307692307692307,0.4792363670096126,0.0201329534662867,1.5681671733465294,23.733674027155736,30.096419240189483,35.42395128979385,11.548718608449065,4.425600000000004,40.540000000000006,0.3850687863737926,2.3076923076923075,1.0,4.425600000000004,10.8
7.945061454545455,-0.0061661317129137,0.2567451452139542,1.3837429111531188,0.1824952741020793,1.0572751289254696,14.705859617041613,13.628463107813278,8.256965624212647,0.4444444444444444,0.0,0.4904681735970105,0.0655555555555554,1.3249692858267144,0.0,6.606881964512918,38.140937217405295,8.256965624212647,0.0317999999999998,38.69,0.3939803248745099,2.333333333333333,1.0,0.0317999999999998,12.2
7.640744999999999,-0.0029751074725896,0.8515625,0.4651692708333333,0.0998437499999999,1.347902661977483,14.70646331742944,13.627439369582415,0.0,0.4791666666666666,0.1304347826086956,0.491481456572267,0.0,1.271782221599798,18.19910120538483,0.0,7.109797541277533,0.0,1.6952,9.23,0.4967685686134767,2.125,0.0,1.6952,5.1
7.8472442,-0.0002658684941528,1.5,1.8683333333333323,0.1567027499999998,1.4446697682706262,14.701468056981632,14.54783555790926,0.0,0.4606060606060606,0.1973684210526315,0.4856850231910087,0.0,1.595461844238322,0.0,12.393687143226153,17.560165773411974,0.0,1.2583,39.19,0.4623507306085107,3.090909090909091,0.0,1.2583,8.6
7.6320055,0.0019291198198258,0.75,1.428819444444444,0.0998437499999999,1.347902661977483,14.70816431761228,13.623228433675358,8.756666666666668,0.4791666666666667,0.2608695652173913,0.4734617125293379,0.0550925925925925,1.271782221599798,17.696185628620217,0.0,5.106527394840706,8.756666666666668,1.7006199999999998,20.23,0.5079666481555334,2.0,1.0,1.7006199999999998,13.9
8.160196666666666,0.0169454508743577,3.2544378698224854,4.359631821170281,0.2637869822485206,1.1711280774725317,14.701249125557036,13.647176691871014,0.0,0.4285714285714285,0.3333333333333333,0.4465568082408899,0.0,1.5262349099495227,0.0,13.847474399381248,11.9386105759037,0.0,0.096,43.370000000000005,0.3935616726354605,1.4285714285714286,0.0,0.096,10.2
9.782519636363638,-0.006797943270891,-0.0025252525252528,10.713927469135802,0.6838888888888887,6.912636983496384,13.29989149287408,17.43379774604359,7.472222222222222,0.3547619047619047,0.1409395973154362,0.4154700538379251,0.104112554112554,1.7295739585136225,0.0,0.0,23.56309081747596,7.472222222222222,1.4719,20.23,0.422901125659,1.0,1.0,1.4719,14.7
7.773154,0.0051804775418531,0.34375,0.9288194444444444,0.0794109374999999,1.5821573073122488,15.59514259860617,14.538891678871064,0.0,0.475,0.2631578947368421,0.4734617125293379,0.1666666666666667,1.4056390622295665,0.0,11.374772549367124,0.0,0.0,0.8510000000000002,52.04,0.3987267865528651,1.25,4.0,0.8510000000000002,13.4
7.737109999999999,-9.312551096545946e-05,1.2980769230769231,1.806901298487837,0.1339504437869822,1.330322549559514,14.701783743640677,14.541411185561287,9.89204185274032,0.4638888888888889,0.3143712574850299,0.4720252607538942,0.0623456790123455,1.476120721149274,20.771211599071872,24.69480513267011,42.09439765787891,15.766018602858498,2.3655,87.66,0.4900795740174568,2.583333333333333,3.0,2.3655,10.5
7.293833666666667,-0.0001948078595152,0.965277777777778,0.187307098765432,0.0218749999999999,1.328763500664686,20.267872953658674,11.577841473590402,0.0,0.5,0.2,0.4863703305156274,0.0,0.9798687566511528,38.112942673227685,0.0,0.0,0.0,2.811400000000001,0.0,0.0612941353776013,1.3,0.0,2.811400000000001,0.6
7.619229925925925,-0.0021148666690298,0.5555555555555558,0.9913885078494136,0.0872941015089162,1.3673266704201903,14.708163627600172,14.540853658140511,9.72652777777778,0.4777777777777778,0.2616279069767442,0.4794349048020045,0.0710317460317458,1.3540489879782314,30.33183534230805,6.041840829147961,18.196040206665856,12.739694822373394,1.3279,32.26,0.386793435239553,2.333333333333333,2.0,1.3279,11.9
7.655611999999999,0.0011984699993508,0.8387889591098148,2.44954596469748,0.1277685950413222,1.3695462547836847,14.700688916321113,13.642956240881748,8.997030199438209,0.4736842105263157,0.3333333333333333,0.4785381133092113,0.0260526315789473,1.3456711978139104,48.53093654769288,11.126902983393991,16.859077629157493,8.997030199438209,3.105700000000001,54.37,0.4807884998513802,2.210526315789474,1.0,3.105700000000001,7.8
7.4868424,-0.0009314798786414,-0.0766439909297051,1.1337868480725617,0.0843990929705215,1.1169613566598673,14.708165326394615,13.623186656815278,8.292882653061223,0.4761904761904762,0.0,0.4877447946247278,0.0636904761904761,1.115520093581932,26.186202068468653,6.606881964512918,11.713409359353625,8.292882653061223,1.559,20.23,0.396376569347818,2.2857142857142856,1.0,1.559,12.6
7.583854439024391,-0.0007049331727256,1.0757852282897125,1.8618098951378883,0.117769588207018,1.2727360169893376,14.700407362109576,13.644203851766807,23.189252300158444,0.4714285714285714,0.2424242424242424,0.4732671849355072,0.0287258687258686,1.2834489116825762,52.02760262084517,18.2566337152488,46.06074913360804,23.189252300158444,4.693000000000006,100.90000000000002,0.4575392406536734,2.571428571428572,2.0,4.693000000000006,8.6
7.5977701,-0.0009832460747822,1.1778270874424717,1.0663580246913589,0.0989271531886916,1.360744589903301,14.70146616929235,14.543899294831547,0.0,0.4759259259259259,0.1634241245136186,0.4826392123478493,0.0,1.3663759416191268,30.33183534230805,0.0,37.61328177781758,0.0,2.2131,29.54,0.4653135843285089,2.4444444444444446,0.0,2.2131,7.2
8.067409428571429,-0.0038873740429954,0.6938775510204083,4.585034013605442,0.1923658163265306,1.5361286209245149,14.651597572982087,14.59473180660587,0.0,0.4518518518518518,0.2213114754098361,0.4782811614044789,0.0,1.727396673574479,18.19910120538483,12.13273413692322,4.923311048817671,10.00648148148148,1.5948,43.14,0.2689216270439583,2.111111111111111,0.0,1.5948,4.1
