AATS3se,GATS1pe,BCUTd-1l,BCUTp-1l,AETA_eta_FL,IC1,SIC0,PEOE_VSA3,PEOE_VSA6,SLogP,MaxPartialCharge,sp_p
8.585300444444444,1.0615154944463094,0.9872002546480432,0.7675007178600463,0.1506370369563323,2.512789620530343,0.2749632337987452,0.0,0.0,-5.397199999999993,0.1867323035692516,28.7
7.411824992700729,0.7613966874289836,0.9777011231882614,0.7518425539978206,0.2225262891531956,2.892975182376928,0.2268476172424586,0.0,55.4546737473835,4.136700000000004,0.2264592638901245,4.5
9.060099999999998,0.5684367061156208,0.9865813897322364,1.5541045737496149,-0.2436391815949584,1.5,0.5,0.0,63.719775591797394,3.2182000000000004,0.0919794054196059,51.0
8.002807413333333,0.8960703877638152,0.987139760763968,0.7759731540795088,0.128597744959076,2.079419004580984,0.2514034078507232,0.0,0.0,0.8238000000000001,0.0781421822060881,5.5
7.242984320000001,1.1656424315336495,0.9871319480826688,0.7879627927914155,0.0281569581548998,1.8165365037609147,0.2190038024377395,0.0,27.694948798762496,2.4395000000000007,0.0544718109140119,3.1
8.35610819047619,1.1577278464432856,0.9871432637704548,0.7841815509524303,0.1448481355185407,2.199687794731328,0.3100275721012118,0.0,0.0,-3.5854000000000004,0.1105786065313125,10.7
10.116640444444446,0.639654599800731,0.9865813897322364,1.533205039591852,0.0734890440324615,1.5,0.5,0.0,0.0,2.5938,0.1373436125313979,5.1
7.439904000000001,1.0781853124643723,0.9773363066878588,0.788093355242889,0.1200403363278784,1.8799649487271108,0.3862534428571301,0.0,0.0,-0.0014,0.0402205817490864,8.8
7.452082266666667,1.0577370902951622,0.9872142771136608,0.788112216547996,0.1655369248913525,2.015740432493068,0.3372309195840103,0.0,0.0,-0.4597000000000001,0.0557735214677395,9.2
7.603571932773108,0.727822711446416,0.9723637184784134,0.7403908714089711,0.116687728790991,3.068623894282399,0.2176709779830527,0.0,25.841400552376523,3.367600000000002,0.3057202910165649,3.5
8.185386666666666,1.1328449500013844,0.9872569003884858,0.7850698206279183,0.1553857739076944,2.155968102145908,0.3713337982794685,0.0,0.0,-1.6681,0.1000470260172347,12.1
