ATS4pe,AATS0s,AATS3Z,AATS3se,AATSC2c,AATSC0s,AATSC0pe,GATS1s,GATS1Z,GATS1pe,BCUTdv-1h,BCUTd-1l,BCUTse-1h,BCUTp-1l,BCUTi-1h,Xc-5dv,Mse,AETA_eta,AETA_eta_L,AETA_eta_FL,ETA_epsilon_2,ETA_dEpsilon_A,IC0,IC1,SIC0,BIC0,BIC1,MIC0,PEOE_VSA3,EState_VSA8,MID_N,AMID_O,SLogP,TopoPSA(NO),TopoPSA,MinAbsEStateIndex,MaxPartialCharge,BCUT2D_MWLOW,Kappa2,MolLogP,fr_lactone,sp_p
924.8248,8.200617283950617,20.0,8.585300444444444,-0.0073055960938442,3.5701508916323728,0.2513562469135801,1.1952295261400137,0.9045795757972694,1.0615154944463094,6.011681846376792,0.9872002546480432,3.694993153380058,0.7675007178600463,13.638463484484229,0.1645362144364284,1.0534110220927413,1.151230659947525,0.3194050572996859,0.1506370369563323,1.0666666666666662,0.2545384190160307,1.5100576869144593,2.512789620530343,0.2749632337987452,0.2733847649266546,0.4549219580627451,14.56495016562571,0.0,0.0,0.0,0.8766246535522074,-5.397199999999993,189.53,189.53,0.6673665175946919,0.1867323035692516,9.968734427281914,7.630403592249655,-5.397199999999993,0.0,28.7
853.3326,2.9219077568134173,13.489051094890511,7.411824992700729,0.0002470491933928,0.7652584945215776,0.0663357066571733,0.5510407097360809,0.9401081953666244,0.7613966874289836,6.021984026691234,0.9777011231882614,3.7019351952223407,0.7518425539978206,14.54452610815108,0.0724253351764901,0.9827673872115876,0.902467505675166,0.268481240665951,0.2225262891531956,0.7626666666666663,0.0773939232881564,1.299365106872002,2.892975182376928,0.2268476172424586,0.218226783118539,0.4858716494332308,11.042623236582266,0.0,47.36447921008175,4.481186384034021,0.0701321276576529,4.136700000000004,23.550000000000004,23.550000000000004,0.2304958853376062,0.2264592638901245,10.006481944305964,8.816460640135487,4.136700000000004,0.0,4.5
0.0,1.2613597393689988,560.1111111111111,9.060099999999998,-0.0018922411724976,0.0164823388203017,0.1008687499999999,1.9362808842652792,0.8494650410549889,0.5684367061156208,3.1086572573535034,0.9865813897322364,3.278920395230775,1.5541045737496149,11.865569967691862,4.959183673469388,1.0721048798252002,2.035401634174656,0.6840949166102644,-0.2436391815949584,0.7444444444444445,0.2133333333333333,1.5,1.5,0.5,0.5343107806620333,0.5343107806620333,46.4615,0.0,63.719775591797394,0.0,0.0,3.2182000000000004,0.0,0.0,0.3101851851851851,0.0919794054196059,10.982039260355936,3.8663320069380673,3.2182000000000004,0.0,51.0
470.6375000000001,3.4120370370370368,12.213333333333331,8.002807413333333,-0.004611546798473,1.0779320987654324,0.1496472222222221,1.1037938439513242,1.0866425992779782,0.8960703877638152,6.007931416589511,0.987139760763968,3.681951720144473,0.7759731540795088,13.630101903257144,0.0,1.0024682366270137,1.0040704440435375,0.3398129200598072,0.128597744959076,0.919047619047619,0.1134680134680133,1.2997367636952522,2.079419004580984,0.2514034078507232,0.2533954081694216,0.4054014952404592,12.238370280436149,0.0,0.0,0.0,0.5329649800270584,0.8238000000000001,47.92,47.92,0.003616780045351,0.0781421822060881,10.3608275798556,8.173359972682558,0.8238000000000001,0.0,5.5
469.0565,2.7277777777777783,8.226666666666667,7.242984320000001,3.754419047552789e-05,0.8599999999999998,0.0665898888888888,1.2015503875968996,1.435823060188543,1.1656424315336495,5.006062685426332,0.9871319480826688,3.667527026548425,0.7879627927914155,13.623201519094104,0.0,0.973634377276038,1.150951566426335,0.4238174926254583,0.0281569581548998,0.7766666666666667,0.0338888888888889,1.07462769858425,1.8165365037609147,0.2190038024377395,0.2212087078278143,0.3739282853479364,9.26874768058173,0.0,27.694948798762496,0.0,0.1731713550966377,2.4395000000000007,20.23,20.23,0.0833333333333337,0.0544718109140119,9.9821800349248,4.7262102402898405,2.4395000000000007,0.0,3.1
441.2114,9.292735042735044,16.555555555555557,8.35610819047619,-0.0081479448885113,4.259040105193952,0.2484674556213016,1.2602655140475454,1.058805031446541,1.1577278464432856,5.011544430515995,0.9871432637704548,3.6765070969985647,0.7841815509524303,13.629069010392168,0.0766553276174039,1.0461090257157264,0.8765475006539183,0.3168277994864029,0.1448481355185407,1.0833333333333333,0.2352226720647771,1.4572659136233872,2.199687794731328,0.3100275721012118,0.3138051339384994,0.4736769841354703,14.15885822315095,0.0,0.0,0.0,0.8572273262670826,-3.5854000000000004,121.38,121.38,0.7258182161753588,0.1105786065313125,10.042293650034011,5.413461330448892,-3.5854000000000004,0.0,10.7
0.0,1.5998704465782654,136.11111111111111,10.116640444444446,-0.0036967810758804,0.0219002438652644,0.16936875,0.6359286646367985,0.6854942233632862,0.639654599800731,3.110576877637852,0.9865813897322364,3.5148427411751584,1.533205039591852,12.985789738883945,0.5510204081632653,1.1187181354697744,0.8999870735113037,0.3669666909828444,0.0734890440324615,1.1571428571428573,0.5228571428571429,1.5,1.5,0.5,0.5343107806620333,0.5343107806620333,24.236,0.0,0.0,0.0,0.0,2.5938,0.0,0.0,0.6728395061728392,0.1373436125313979,10.929604932572383,3.199293405324428,2.5938,0.0,5.1
14.52,5.361111111111111,3.1666666666666665,7.439904000000001,-0.0012302731393274,2.3950617283950617,0.1516024691358024,1.13659793814433,1.3305647840531565,1.0781853124643723,5.004034236786819,0.9773363066878588,3.667352785408424,0.788093355242889,13.623186744814705,0.0,0.9993525936716032,0.4624752955742643,0.3513641844631532,0.1200403363278784,0.9555555555555554,0.1094276094276094,1.224394445405986,1.8799649487271108,0.3862534428571301,0.4081314818019954,0.626654982909037,11.81993574300937,0.0,0.0,0.0,0.5345177968644246,-0.0014,20.23,20.23,0.25,0.0402205817490864,10.908168035086373,1.96,-0.0014,0.0,8.8
191.652,3.735294117647059,8.866666666666667,7.452082266666667,-0.0049265035779144,1.3961937716262975,0.118871972318339,1.1059479553903346,1.265077821011673,1.0577370902951622,5.009647010157966,0.9872142771136608,3.667337916701584,0.788112216547996,14.544526549584669,0.0,0.9927595218713852,0.6134741411137876,0.2961390101135912,0.1655369248913525,0.8944444444444445,0.0898039215686276,1.3784188527203236,2.015740432493068,0.3372309195840103,0.3446047131800809,0.5039351081232669,13.523652056230729,0.0,0.0,1.9557052706862263,0.2809720338119912,-0.4597000000000001,23.47,23.47,0.2569444444444444,0.0557735214677395,10.641927289416314,3.123252032520325,-0.4597000000000001,0.0,9.2
1799.3026,5.568256578947367,15.327731092436975,7.603571932773108,0.0005138052360073,2.5325617016774395,0.1396576177285318,0.6789963405644466,0.8967191290993851,0.727822711446416,6.029739816969486,0.9723637184784134,3.718569341777897,0.7403908714089711,13.646874276539934,1.0672218014719006,1.0052899911833482,1.5280824296467646,0.3533176467756567,0.116687728790991,0.8703703703703698,0.1289989680082554,1.3599924922184878,3.068623894282399,0.2176709779830527,0.2127542176444821,0.4800487352751732,12.335804235798616,0.0,6.923737199690624,0.0,0.3956060288012418,3.367600000000002,138.2,138.2,7.575701296880233e-05,0.3057202910165649,9.451035941658056,10.010054377607725,3.367600000000002,0.0,3.5
