AATS3se,AATSC0pe,GATS1s,BCUTdv-1h,BCUTd-1l,BCUTv-1l,IC0,SLogP,MaxPartialCharge,sp_p
8.585300444444444,0.2513562469135801,1.1952295261400137,6.011681846376792,0.9872002546480432,14.704358069986394,1.5100576869144593,-5.397199999999993,0.1867323035692516,28.7
7.411824992700729,0.0663357066571733,0.5510407097360809,6.021984026691234,0.9777011231882614,14.70271013169842,1.299365106872002,4.136700000000004,0.2264592638901245,4.5
9.060099999999998,0.1008687499999999,1.9362808842652792,3.1086572573535034,0.9865813897322364,20.47559558880652,1.5,3.2182000000000004,0.0919794054196059,51.0
8.002807413333333,0.1496472222222221,1.1037938439513242,6.007931416589511,0.987139760763968,14.705626707343988,1.2997367636952522,0.8238000000000001,0.0781421822060881,5.5
7.242984320000001,0.0665898888888888,1.2015503875968996,5.006062685426332,0.9871319480826688,14.708164870933274,1.07462769858425,2.4395000000000007,0.0544718109140119,3.1
8.35610819047619,0.2484674556213016,1.2602655140475454,5.011544430515995,0.9871432637704548,14.70714000056758,1.4572659136233872,-3.5854000000000004,0.1105786065313125,10.7
10.116640444444446,0.16936875,0.6359286646367985,3.110576877637852,0.9865813897322364,20.467529916646416,1.5,2.5938,0.1373436125313979,5.1
7.439904000000001,0.1516024691358024,1.13659793814433,5.004034236786819,0.9773363066878588,14.708165908556165,1.224394445405986,-0.0014,0.0402205817490864,8.8
7.452082266666667,0.118871972318339,1.1059479553903346,5.009647010157966,0.9872142771136608,14.708164602180211,1.3784188527203236,-0.4597000000000001,0.0557735214677395,9.2
7.603571932773108,0.1396576177285318,0.6789963405644466,6.029739816969486,0.9723637184784134,14.699771165203837,1.3599924922184878,3.367600000000002,0.3057202910165649,3.5
8.185386666666666,0.2396494897959182,1.2239685658153237,5.007478038349133,0.9872569003884858,14.7071566411118,1.41379956460568,-1.6681,0.1000470260172347,12.1
7.100506222222222,0.0260946745562129,2.284569673499366,4.017046867492002,0.987175620925078,20.35323705510688,0.8904916402194913,3.0786000000000016,-0.0380182182521641,0.0
6.919365555555555,0.025432525951557,1.9710144927536235,2.1475539422987806,0.9872569003884856,20.40112102553673,0.8739810481273578,2.1965000000000003,-0.0538313154318367,0.0
7.125316280701756,0.0504209999999999,1.5236567762630309,3.119608251170504,0.9939236223702252,15.596101909112845,1.1411535278793057,1.2778,0.003877844068942,3.1
7.3434032,0.0673315101070154,0.9053173241852488,6.005012306405725,1.7341689578933053,14.706820219822932,1.1819141738305752,3.403400000000002,0.0720966410806407,3.7
7.561612695652175,0.1088059171597632,1.0425531914893622,5.012264812820412,0.9938538479446204,14.708164475920867,1.3143204867061788,1.3922,0.1150748194752798,5.9
8.270735125,0.1979459876543209,0.8333333333333336,6.028089953059583,0.9776810048978262,14.701212612662031,1.4152689500270954,-0.0697,0.3341476893029562,7.6
7.658950666666667,0.1268027055150884,0.750461533034398,6.022111406939726,0.972804006062044,14.701156743767248,1.361911622652153,3.036500000000001,0.3101857253232449,6.2
7.877415555555554,0.1910899408284022,1.075260804769001,6.004920047967377,0.9872569003884856,14.706019564882975,1.3346791410515946,-0.3748999999999999,0.0693426521286368,9.2
7.906499703703705,0.1640187499999999,1.1157514823408097,6.00492143248534,0.9872142771136608,14.706019264095852,1.2987949406953985,0.0136000000000001,0.0744976771578301,6.3
7.865425862068966,0.1039734374999999,1.640948410093048,4.179011292781076,0.9925207658823776,15.59514486607193,1.6774212838293647,1.5044,0.0636454405303365,5.2
7.832462867924529,0.1721168367346937,0.6550501412820657,6.0302978870261486,0.9566942645393928,14.699769829573023,1.4315602842833155,1.225,0.3296378939776522,9.1
7.645439124999999,0.147235294117647,1.0951456310679613,5.0124305327244265,0.9878688244886064,14.707201794983764,1.402081402756032,0.8845000000000001,0.1150977389478482,7.0
7.0615064,0.0665898888888888,1.064189189189189,5.004037846943666,0.987143609141766,14.708164851268656,1.07462769858425,2.7293000000000016,0.043052407228889,2.9000000000000004
7.101831710526317,0.069707525510204,0.7098232357306704,6.022000106295732,0.9728796881220462,14.701441780261556,1.107784384952517,6.332500000000007,0.3028395565321837,3.3
7.282779428571429,0.1147289940828402,0.810810810810811,6.005001362290643,1.8388146351137609,14.70682177192102,1.2389012566026305,0.7968,0.0466381698498417,5.7
7.793865677419355,0.1576408304498269,0.909412061569518,6.022031653582992,0.9729561045512524,14.70144294084174,1.6578764348499595,0.967,0.3351808337675886,14.3
,0.0446239999999999,2.4935063267758832,2.013035422805764,0.9773363066878588,20.57749922628289,1.521928094887362,1.8139,0.0516225232223701,3.9
7.188147789473685,0.0302469135802468,0.932926829268293,4.189345369479043,1.7457761940988596,20.23541270609346,0.9910760598382222,2.839800000000001,-0.0184042506724422,4.0
7.404736279069767,0.065947922437673,0.92735198781583,5.03341462140386,0.988600849123198,15.58919547242044,1.3871216514586349,3.818600000000002,0.0478343538507698,5.1
9.0072,0.1573555555555555,1.7802580084070152,4.029192010961083,0.9680684490343202,20.363752094304733,1.584962500721156,1.9352,0.0991840388726836,6.3
7.933058222222223,0.1218247658688865,0.7732922160758319,6.021931705907591,0.9778875896387764,14.7025287990752,1.7071928671888734,2.4479,0.275713559409008,16.2
7.778847733333333,0.094153168044077,0.5525953136955849,6.021983506503104,0.9778875709112737,14.702710811751423,1.58664513948469,3.153800000000002,0.2479172797428263,13.3
7.861556224299065,0.1325947654320987,1.104951783397675,6.00804244432862,0.989343302718407,14.70588381261899,1.69408189954511,0.5024999999999997,0.270459241021681,6.2
7.857153241379311,0.1228308593749999,1.055092878960827,5.012426799912823,0.9925207658823784,14.708164180261578,1.5435644431995963,2.3540200000000007,0.1180847484676806,6.5
7.410946274509804,0.0449984877126653,0.873933236574746,5.044725966219189,1.750883572132959,15.58950342920759,1.191603636543317,3.3880000000000017,0.0709227123296695,5.4
9.176976000000002,0.2570187499999999,0.8885976408912188,6.021993293342152,0.9680684490343208,14.701445684259197,1.5,0.0908999999999999,0.2996845531582142,8.0
7.142286666666667,0.0306249999999999,0.8987801235957636,4.051034493777977,1.734072122034906,20.2713328309487,1.0,3.4718000000000018,-0.0238242843866094,0.6
7.322053672727273,0.0967577594123048,0.5787727330001262,6.030359172857096,0.9772333610467158,14.699769766424184,1.234388884083241,6.433000000000007,0.3385161286350641,7.0
7.183142666666666,0.0302469135802468,1.2911392405063291,4.05555209037067,0.9929205024247652,20.267067522649327,0.9910760598382222,2.30344,-0.0397741940817219,1.0
,0.207136,0.6387656519775384,7.004040117139141,0.9869366140699168,13.304125144836291,1.3709505944546687,2.2836,0.3332652876584487,2.0
7.525753892473118,0.1298884353741496,0.5612434051048054,6.03034857698704,0.9772333562871498,14.699769766457528,1.3421389558735095,3.600400000000003,0.3385059645525906,8.6
8.12007,0.3026592152199762,0.692544301269878,7.014085215143323,0.9727766683470488,13.302789218792364,1.9135006899214173,3.542200000000001,0.4159855115665516,12.1
7.971478260869565,0.1362994082840236,1.0502915065588978,5.012266327840924,0.9929205024247652,14.708164355859871,1.6143308351592656,2.0456,0.1151797599888271,7.5
7.591051130434783,0.1127977599999999,0.6633948214587916,6.028121345766096,0.9721410024764624,14.70146890766264,1.3209242772281589,2.3059000000000003,0.3329408148703918,4.1
7.063995999999999,0.0306249999999999,0.9166666666666669,3.3030000000000035,1.7009999999999978,20.28052627611552,1.0,1.6866,-0.0622685707820924,0.0
7.252551428571429,0.1223409722222221,1.104089219330855,5.004035521873796,0.9860010787499066,14.708165800774925,1.188721875540867,0.3887,0.0427892799205337,6.8
7.103297500000001,0.0829229024943309,1.0710000000000006,5.004036692072511,0.9871447154965188,14.708165326394615,1.115520093581932,1.559,0.043052405838714,4.0
7.388853578947368,0.0872930747922437,1.0362898265469307,5.012266818438341,0.9878688244886064,14.708164159061418,1.2363864108712896,1.9546,0.1150948373492234,4.2
7.312001714285715,0.0775676776822091,1.016941107743985,6.007537886960334,0.98781876800524,14.70630470294173,1.1696355299995802,4.567000000000004,0.1189348273630096,10.2
7.971478260869565,0.1362994082840236,1.0502915065588978,5.01226851482994,0.9930113506961598,14.708164356201952,1.6143308351592656,2.0456,0.1165618883049529,7.5
8.87275252173913,0.1585668639053254,1.056721067478929,5.012590836710393,0.992374528131296,14.70816408954605,1.7758589482446403,3.3523999999999994,0.1523601196325953,8.7
7.316416592592593,0.0669262222222221,0.9021902031998232,4.048929156392875,0.9879882510263543,20.274436714572424,1.2866926683547546,2.4254000000000007,0.0473563162626888,7.2
7.9479576,0.2308959999999998,1.19140625,5.005240956321778,0.9860010787499066,14.707168693693664,1.3709505944546687,-1.029,0.0662266396468172,11.0
8.056422625,0.1783427499999998,0.6765540540540543,6.028233195971524,0.9721424035939944,14.701190827240946,1.4406454496153462,0.5045,0.3326995917583886,8.5
8.0083108,0.1777940828402366,1.0277632268203252,6.018703907057465,0.9879888566693102,14.702401943869564,1.4604846813131116,0.7719,0.128644014219363,7.6
6.962540000000001,0.0264681440443212,1.7909836065573776,2.1984854683639616,0.9871436101971676,20.385483182657552,0.8997437586982626,4.9272000000000045,-0.0533059741710883,0.0
6.932934666666666,0.0257249999999999,1.9318181818181808,2.166217256932577,0.9871324231766964,20.396034016930905,0.8812908992306927,2.5866000000000007,-0.0535787022523684,0.0
7.110762909090909,0.0708554183813442,1.0985634808602511,5.004041209621634,0.987144312922842,14.70816499986671,1.0860486123130382,2.1951000000000005,0.0458662459549641,3.3
7.917992666666667,0.1913025147928993,1.0377716873197678,6.017583547984371,0.9848766930612368,14.7043273728564,1.542242258969757,2.204,0.4742480477050508,11.4
8.094816000000002,0.2302583333333332,0.818181818181818,6.014653471986216,0.9474230297841664,14.702713274248037,1.7924812503605778,-0.8985000000000001,0.2040307925574561,26.2
7.485561866666666,0.1298512396694214,1.0535714285714286,6.005003077248262,0.9871435010114092,14.706306167996546,1.2406705316766884,0.7953999999999999,0.0697193624932535,5.1
7.946919682539683,0.1325124023437499,1.0891240318533872,6.00859877419683,0.987139953717608,14.705631272162918,1.25866329959714,1.4645,0.0707102071319752,7.2
7.96211175,0.1766005540166204,0.7828532469746039,6.028100216179016,0.9776791856897984,14.701165916876434,1.4713544870139297,1.1787999999999998,0.3411321188257538,8.0
7.204751406451614,0.0676249353634012,0.6273562107298214,6.028284657784813,0.9778412873879876,14.701467015717494,1.1007469770519367,6.419300000000007,0.3055337242115604,3.9
7.453627333333333,0.0803999999999999,0.5811808118081181,5.088694543958807,0.910359656288494,15.579306292136382,1.448815635725185,0.6959799999999999,0.0905313753738046,12.8
7.1371209655172425,0.0306249999999999,1.2499999999999998,4.0535804495228485,0.9575068268564944,20.2687465669995,1.0,2.3296,-0.0262557893778424,1.0
7.90393362962963,0.1567928888888888,0.7660699464515796,6.0220314312556456,0.9729561045512533,14.701444559509556,1.6894822670191825,2.1473000000000004,0.3351795626680709,3.7
12.075625000000002,0.06976875,2.0,4.111105576803709,0.9867651470618468,20.46158557745272,0.8112781244591328,3.7268,0.2363914383604266,7.300000000000001
7.599532470588235,0.1540812130177514,1.0088862559241707,6.006066407946509,0.987143609141766,14.705684681216662,1.300194642888527,0.4219,0.0487502413188919,5.7
7.823692800000002,0.1041973333333332,1.2380446333687571,5.0120822514755945,0.9869366140699168,14.708165524994188,1.158938532350277,0.7771999999999999,0.0563258534106586,5.1
