ATS4pe,AATS3Z,AATS3se,AATSC0s,BCUTd-1l,BCUTse-1h,AETA_eta_L,IC1,BIC1,PEOE_VSA3,MID_N,SLogP,TopoPSA,MaxPartialCharge,fr_lactone,sp_p
236.6475,5.62962963,6.941980741,0.103024575,0.987144715,2.937366476,0.487744795,1.149229762,0.257707677,0.0,0.0,2.9767,0.0,-0.053326092,0,0.0
995.271,8.573684211,7.289803768,0.567174515,0.98714361,3.68117102,0.411497091,2.030041838,0.324914435,0.0,0.0,6.066,47.92,0.070114394,0,3.1
1371.124,13.34594595,7.320466162,1.0793618,0.972847586,3.701538109,0.407466173,2.663698252,0.450947619,0.0,0.0,4.5153,37.3,0.132960182,0,3.2
400.2945,26.30434783,8.17307,2.559992284,0.97725093,3.709254934,0.195400287,2.916666667,0.600386595,9.778515705,8.359750241,-1.0293,61.82,0.331703433,0,13.7
83.6,9.481481481,7.958920741,0.714285714,1.801,3.679535337,0.332094931,1.378783493,0.362136843,0.0,0.0,0.0332,18.46,0.070114395,0,1.8
20.064,6.666666667,7.249341667,2.37654321,0.910904966,3.356214162,0.265416203,1.879964949,0.56592584,0.0,1.655330086,0.91998,23.79,0.061834241,0,14.3
320.1915,10.45833333,7.895711167,0.5144,0.98714049,3.679834519,0.335291195,1.73366069,0.378118837,0.0,0.0,1.4479,18.46,0.07069305,0,5.1
663.856,9.016949153,7.189619966,0.91878858,0.972104852,3.713958727,0.39725327,2.04693711,0.364566855,4.794537184,0.0,5.0266,26.3,0.332602812,0,2.2
1310.0055,8.756756757,7.086056595,1.066355552,0.97281252,3.713738117,0.456014916,1.414068776,0.224320742,0.0,0.0,7.9745,40.13,0.04757251,0,3.7
69.5401,16.5,9.300176,4.359631821,0.97159453,3.723116874,0.200462065,2.045841641,0.537339356,0.0,0.0,0.096,43.37,0.30976819,0,11.7
472.206,18.28767123,7.600588055,2.449545965,0.97267775,3.714027802,0.199185845,2.951707755,0.547391321,0.0,0.0,3.1057,54.37,0.310185738,0,5.5
190.3472,17.4,7.832784686,1.868333333,0.977999774,3.713945884,0.208332116,3.241446071,0.7069733,4.794537184,1.997668853,1.2583,39.19,0.339187321,0,3.9
66.998,6.857142857,7.137,1.894097222,0.911039987,3.356205003,0.312332963,1.947338796,0.526245242,0.0,1.681218434,1.31008,23.79,0.062113743,0,12.4
171.2305,19.72413793,8.009845931,3.817708333,0.972956105,3.713768341,0.166895629,2.75,0.636290086,4.794537184,0.0,1.0904,57.53,0.33518286,0,14.5
229.7085,12.68181818,7.521948182,2.446837994,0.972968368,3.713650365,0.218840978,2.810446901,0.605196799,0.0,0.0,1.7038,37.3,0.303177763,0,3.3
508.659,10.29333333,7.914942347,0.42733564,0.987127243,3.678936558,0.35576303,1.569307823,0.311099368,0.0,0.0,2.6166,18.46,0.07073767,0,4.1
224.3035,15.64102564,7.861410154,2.728541667,0.972906889,3.702093261,0.189515595,3.321928095,0.724526775,0.0,1.697789866,0.42,63.32,0.221339043,0,5.8
333.2525,6.0,6.953288333,0.09334126,0.987143621,2.943230251,0.490468174,1.130738017,0.235210014,0.0,0.0,3.7569,0.0,-0.053306317,0,0.0
76.044,42.38095238,7.99892481,0.175261224,0.992524757,3.497854589,0.185441022,1.918295834,0.491003213,0.0,0.0,2.9934,0.0,0.059180344,0,6.3
81.9625,6.5,7.541672333,0.448888889,0.9872569,3.675897198,0.372239172,1.425605199,0.374434543,0.0,0.0,1.0428,9.23,0.043708413,0,2.9
1378.168,15.6,7.493872044,2.529740131,0.957481316,3.705004709,0.358453691,3.140840919,0.52958692,0.0,0.0,1.8457,91.67,0.161743665,0,5.4
171.3965,11.21212121,7.983493455,1.5525,0.987143501,3.680194641,0.312620549,1.919240705,0.451806369,0.0,0.0,-0.3583,38.69,0.07009702,0,7.8
1666.9051,16.25352113,7.671063005,2.594487397,0.972361983,3.716159307,0.340711672,3.329062167,0.532826631,0.0,1.68966142,1.598,143.99,0.306245105,0,4.3
0.0,289.0,12.075625,0.022896239,0.985901483,3.520865667,0.293384135,0.918295834,0.355245321,0.0,0.0,3.0682,0.0,0.136441793,0,6.5
121.255,14.64,8.1878912,3.285481771,0.957147472,3.714022638,0.240136193,3.077819531,0.752990217,4.794537184,0.0,-0.2921,46.53,0.32972219,0,13.2
67.982,31.52380952,7.382750857,0.225929617,0.993853848,3.249646764,0.201672735,1.650022422,0.42233648,0.0,0.0,2.4491,0.0,0.017475283,0,5.5
0.0,,,4.5,0.919380176,3.743427481,0.085533373,0.918295834,0.459147917,0.0,0.0,-0.5835,34.14,0.372928819,0,6.3
730.723,7.179310345,7.03501589,0.49785124,0.98714361,3.667352339,0.449108641,1.863458696,0.322321874,0.0,0.0,6.0162,20.23,0.043052407,0,2.7
147.1748,31.28,8.19459512,4.551450438,0.972962659,3.756791081,0.164213034,2.664497779,0.638979785,0.0,2.007227871,2.2482,43.14,0.287370894,0,10.7
127.192,18.2,8.02472448,2.721088435,0.992524757,3.671561915,0.163574918,2.235926351,0.547020594,0.0,0.0,1.0978,40.46,0.156883181,0,11.3
164.611,19.03571429,7.957742,1.522491349,0.987882363,3.67946767,0.178049119,2.748940047,0.636044836,0.0,0.0,1.4008,29.46,0.159973721,0,8.2
876.1655,15.84732824,7.500124763,0.769278067,0.9574759,3.67869918,0.275926618,3.61405919,0.619600092,0.0,4.309871093,3.1732,45.59,0.119124446,0,5.53
194.376,10.43137255,7.229259451,0.051064112,0.993923622,3.491948787,0.468224211,1.410847875,0.338338909,0.0,0.0,2.5579,0.0,0.033563603,0,5.5
0.0,12.33333333,7.260192,0.118515036,0.977336307,3.244613237,0.62060244,1.548794941,0.551691889,0.0,0.0,1.4012,0.0,0.000280511,0,8.0
251.8635,12.04,8.16450168,1.642857143,0.972888273,3.71427398,0.302065395,2.035582048,0.423430781,0.0,0.0,0.6026,44.76,0.302207301,0,5.1
158.2285,16.44117647,7.385038588,0.329873126,1.745776194,3.291495801,0.167852722,2.019153461,0.446363614,0.0,2.034494683,2.2348,12.89,0.070143484,0,7.0
275.075,11.0,7.101616,0.156565657,1.751756967,3.065212799,0.298598633,2.368522528,0.503893821,0.0,0.0,2.5654,0.0,-0.027602667,0,2.0
42.1056,14.2,8.5624632,4.898071625,0.977280025,3.723054757,0.240261142,2.186704346,0.590930947,0.0,0.0,-0.15,43.37,0.313522183,2,19.2
224.1235,10.21052632,7.719630211,1.880277778,0.97280568,3.713982814,0.314951067,2.070950594,0.479172848,0.0,0.0,1.2055,26.3,0.302132686,0,3.7
1161.045,9.971014493,7.191581478,0.685248496,0.984805241,3.723347216,0.438120644,1.589215533,0.251381463,4.565048285,0.0,9.2258,54.57,0.474277756,0,5.9
0.0,153.0,10.5414125,0.097431794,0.985399312,3.513111719,0.289862574,1.79248125,0.693426404,0.0,0.0,2.5017,0.0,0.117603187,0,3.1
1733.7641,15.06956522,7.538642,1.994670149,0.977184806,3.715512253,0.371570482,2.905313264,0.459561264,0.0,0.0,3.9128,100.9,0.305720288,0,3.4
79.684,4.666666667,7.050430833,0.659763314,0.986001079,3.220879254,0.404050148,2.034940914,0.567632413,0.0,1.655330086,0.3551,26.02,-0.007990569,0,4.9
665.9206,20.4057971,8.076590319,8.755099826,0.987165684,4.034206688,0.336613734,1.987516816,0.433485948,0.0,0.0,4.0615,0.0,0.402680283,0,0.0
96.6082,27.71428571,9.329223429,6.3125,0.9771979,4.009966995,0.165486732,3.084962501,0.789620908,4.794537184,3.931632227,-0.7977,65.72,0.325347136,0,13.3
237.2587,9.0,7.604209167,2.056710775,0.987143621,3.676442389,0.35871258,2.044451086,0.45845553,0.0,0.0,-0.2322,49.69,0.048740906,0,10.6
369.2461,10.1884058,7.686342725,1.055121528,0.98714361,3.678746138,0.375984769,2.040293039,0.411831286,0.0,0.0,1.2005,38.69,0.100594391,0,6.5
746.7577,14.47058824,7.781122319,1.806901298,0.972588996,3.703729812,0.277551565,3.462513601,0.593618874,0.0,3.953623072,2.3655,87.66,0.223858453,0,4.3
253.3346,41.73913043,7.828569304,0.168368118,0.992383159,3.50116617,0.188062012,2.149761441,0.442521583,0.0,0.0,5.3138,0.0,0.078431175,0,5.3
569.628,14.46987952,7.535631952,0.996420484,0.977822537,3.701887946,0.262097691,2.911852859,0.536621966,0.0,4.113921022,2.58374,32.34,0.238066132,0,5.0
276.6546,10.76190476,8.015182571,2.643663194,0.972749802,3.701512149,0.301370587,2.319240705,0.53662177,0.0,0.0,0.7364,37.3,0.132180991,0,8.2
56.5025,13.71428571,8.674201429,2.853973765,0.957305845,3.71409385,0.199334163,2.79248125,0.754634979,0.0,0.0,0.693,26.3,0.306915205,0,7.2
0.0,17.0,9.0072,0.09589558,0.986936614,3.524691919,0.3349554,1.811278124,0.645190286,0.0,0.0,2.3765,0.0,0.187382185,0,4.3
559.3058,23.13043478,8.03479171,0.847176565,0.987194186,3.684309328,0.191194801,3.411727916,0.617668081,4.983978521,7.516906164,1.2576,105.51,0.221431636,0,12.7
229.9755,7.708333333,7.309099583,1.55785124,0.972892765,3.701427161,0.378457428,1.820438145,0.408222011,0.0,0.0,2.1557,17.07,0.129339949,0,5.7
0.0,,,,0.0,3.654,0.0,0.918295834,0.918295834,0.0,0.0,-0.8247,31.5,-0.411509522,0,16.0
212.5495,20.625,7.957000875,2.708679594,0.977674903,3.714521511,0.180004938,3.155565013,0.697584126,4.794537184,0.0,1.1788,46.53,0.337346052,0,5.6
222.6676,17.14285714,8.485684857,0.371285168,0.987165684,3.678113866,0.342595885,1.772338851,0.410080596,0.0,0.0,2.9528,9.23,0.138065347,0,8.2
1320.414,13.75141243,7.323102554,1.305382501,0.972705425,3.703036753,0.392622949,2.57422024,0.437595859,0.0,0.0,4.7235,34.14,0.15519729,0,3.8
29.04,3.8,7.2664128,0.987654321,0.977336307,3.315331695,0.32261488,2.113283334,0.704427778,0.0,3.310660172,-0.9205,38.05,-0.001724682,0,8.7
619.5466,12.37373737,7.548899677,0.81797997,0.957291862,3.677194126,0.275682726,3.369592343,0.610039748,0.0,1.935791419,1.1266,46.07,0.1365341,0,4.3
153.658,8.6,7.6396946,1.569011918,0.987990087,3.676767389,0.376427929,2.173973135,0.531863706,0.0,0.0,0.1577,29.46,0.080611793,0,8.2
101.64,6.375,7.553088,0.75,0.9839941,3.327188814,0.282574186,1.959147917,0.566320752,0.0,3.488033872,-0.5783,29.26,0.0010518,0,5.9
326.1347,18.01886792,7.621688528,1.441015089,0.97804559,3.713970073,0.179594802,2.896339003,0.564667419,4.794537184,2.000680787,2.4386,39.19,0.339535368,0,3.0
43.56,7.0,8.2944,3.279890261,0.968068449,3.714350977,0.301910287,1.570950594,0.472903251,0.0,0.0,-0.0053,36.28,0.014804214,0,16.4
482.1757,18.83823529,7.580171941,1.673094582,0.972896451,3.713735141,0.193433635,3.201583698,0.597583317,4.794537184,2.063824217,3.74524,49.33,0.337309746,0,2.5
44.946,7.076923077,7.338768923,2.3025,0.957102227,3.66733629,0.25663498,2.646439345,0.796657624,0.0,0.0,0.1647,20.23,0.060931221,0,7.1
284.202,15.75,7.6888,1.721111111,0.977506256,3.702459063,0.22819082,1.670950594,0.386621563,4.794537184,3.919895132,0.2296,23.55,0.318454675,0,8.2
581.415,13.09090909,7.41453097,1.161300244,0.984807863,3.723266522,0.394441098,1.864967981,0.341604788,4.565048285,0.0,4.5446,54.57,0.474277752,0,6.3
133.898,18.48,7.79625616,4.585034014,0.973020142,3.756765423,0.15549305,2.148834854,0.515317387,0.0,2.00767729,1.5948,43.14,0.268921627,0,8.6
269.668,15.72727273,7.700404091,3.081267218,0.972892407,3.713722866,0.211933906,3.186704346,0.677958773,0.0,0.0,0.806,57.53,0.307314762,0,5.0
245.8875,8.2,7.246592533,0.153409091,0.9872569,3.256310153,0.385338085,1.363380076,0.310401081,0.0,2.045385138,1.3481,3.24,-0.004743854,0,0.4
1830.3691,14.49193548,7.49861879,1.861809895,0.977184806,3.71552642,0.378909312,2.811395139,0.437485109,0.0,0.0,4.693,100.9,0.305720289,0,3.1
157.259,18.63157895,7.907323789,2.425432099,0.972138685,3.714429463,0.226142324,2.739572262,0.684893065,4.794537184,0.0,0.7355,26.3,0.332326985,0,6.5
227.868,13.13513514,7.306608541,0.234444444,0.988936677,3.265283313,0.191874483,2.285475297,0.505237978,0.0,2.00767729,1.7526,3.24,0.036048726,0,6.3
541.1935,9.594059406,7.139943406,0.675277778,0.987819299,3.668022814,0.350269843,2.412875415,0.444665995,0.0,0.0,4.6853,20.23,0.118261864,0,4.1
101.002,27.47826087,8.012249826,1.633536524,0.992524757,3.668066904,0.17450797,2.469670487,0.617417622,0.0,0.0,2.0456,20.23,0.133666613,0,5.5
111.0025,5.533333333,7.165177867,0.217773438,0.9872569,3.23720343,0.383621666,1.673794941,0.428421247,0.0,1.853553391,0.6158,12.03,-0.007751361,0,2.3
129.734,6.733333333,7.461525333,1.551358025,0.986400586,3.667547617,0.395188412,1.871602261,0.491575464,0.0,0.0,0.7772,20.23,0.050903904,0,5.7
14.52,5.0,7.436683636,0.617283951,1.757912936,3.702647411,0.171344621,1.836591668,0.530894052,0.0,0.0,1.2796,13.14,0.090202355,0,1.8
163.108,7.2,7.257444,1.551358025,0.986400586,3.667333152,0.388297186,1.871602261,0.491575464,0.0,0.0,0.6347,20.23,0.045348804,0,5.7
230.419,30.96551724,8.874079862,7.970486111,0.971529332,4.009949679,0.149239683,2.905639062,0.661527568,0.0,4.025821505,1.6421,86.28,0.311151275,0,12.9
121.234,24.56,7.7279948,0.616286249,0.992524757,3.492979752,0.176757633,2.521640636,0.616920749,0.0,1.744569848,1.9222,26.02,0.063491408,0,5.4
406.3565,8.909090909,7.290317818,1.276218821,0.977811114,3.701335365,0.383156813,1.698117421,0.353233212,0.0,0.0,2.6477,17.07,0.132921628,0,3.7
405.463,6.666666667,7.05354619,0.754820937,0.98714361,3.667337214,0.461450673,1.522010305,0.304402061,0.0,0.0,3.1194,20.23,0.043052407,0,2.6
0.0,,,0.041024234,0.977336307,3.507768194,0.375624113,1.521928095,0.760964047,0.0,0.0,1.4215,0.0,0.09670639,0,6.3
56.364,13.63636364,8.704936727,3.032598714,0.972632812,3.714479684,0.217303481,2.049452073,0.592424507,0.0,0.0,0.1793,26.3,0.301847167,0,7.2
528.9632,18.375,7.8321805,0.44617284,1.734199459,3.680856895,0.173454873,1.705587262,0.288745362,0.0,0.0,7.0635,27.69,0.13065076,0,3.1
0.0,4.5,8.094816,4.12244898,0.94742303,3.700858439,0.19684114,2.128085279,0.758039271,0.0,0.0,0.2052,17.07,0.116405283,0,8.0
740.314,9.381294964,7.367391223,1.384778912,0.977186186,3.71669174,0.390306979,1.911051037,0.327633649,0.0,0.0,4.7938,52.6,0.305277514,0,3.9
170.7925,24.34482759,7.85620269,1.400471894,0.992520766,3.66800994,0.19430547,3.108458593,0.73175886,0.0,0.0,2.35402,20.23,0.115444834,0,6.5
2870.9711,15.56430446,7.790731076,1.499234435,0.97770267,3.716484708,0.375896371,2.833065082,0.405378867,4.794537184,0.0,3.2473,182.83,0.330661,1,3.0
611.7496,12.70408163,7.641639959,0.848987029,0.987139824,3.679537449,0.286790078,3.170553829,0.570799012,0.0,1.9356365,1.6132,50.72,0.118956222,0,7.0
602.4029,28.37974684,8.130012861,3.008866246,0.971410073,3.768348025,0.185716072,3.769748003,0.674981793,13.40177551,6.168543101,1.7376,107.98,0.264599301,0,21.4
1588.8811,16.12807882,7.611985025,2.234413995,0.977102689,3.715492203,0.35872753,3.059230061,0.497456237,0.0,0.0,2.7425,100.9,0.305439186,0,3.9
0.0,8.0,9.471168,7.959183673,0.968068449,3.756952965,0.15252674,2.128085279,0.758039271,0.0,1.866025404,-0.1071,43.14,0.193997324,0,18.8
33.264,23.0,8.117993846,0.523419067,0.987991453,3.67825977,0.368691103,2.160964047,0.650514998,0.0,0.0,0.624,12.53,0.094437047,0,7.6
189.413,31.68421053,7.366842789,0.209582561,0.993879565,3.250494838,0.197517891,1.875315618,0.409014385,0.0,0.0,3.6023,0.0,0.025322314,0,3.1
115.648,5.866666667,7.172949333,1.533333333,0.9872569,3.667326517,0.41519148,1.871602261,0.491575464,0.0,0.0,0.7788,20.23,0.043042283,0,5.7
118.7125,14.56,7.37164208,2.213151927,0.957506827,3.700812651,0.162569993,1.870253816,0.448510181,0.0,0.0,1.4991,17.07,0.149548029,0,7.4
934.953,11.19393939,7.290753406,1.206203449,0.977233356,3.716911857,0.349621757,2.34752614,0.381727264,9.589074368,0.0,6.7212,52.6,0.338505966,0,7.0
249.4825,15.65909091,7.216437,0.217687075,0.993879565,3.101487169,0.192202317,2.199086165,0.462489631,0.0,0.0,3.14822,0.0,-0.015473598,0,0.8
57.232,16.4,8.201523733,2.812213039,0.957507304,3.706942733,0.164674351,2.55034071,0.669845802,0.0,0.0,1.0921,30.21,0.184800866,0,14.9
557.5005,12.85542169,7.525630602,1.055192744,0.977955889,3.702459122,0.318403005,1.93647042,0.374564509,4.794537184,6.395812289,0.6956,26.79,0.319568613,0,8.1
291.5977,14.09433962,7.548247094,1.536982249,0.977982978,3.713947913,0.254886009,3.141619525,0.640246499,4.794537184,1.99957571,2.0385,39.19,0.339197413,0,3.1
100.05,12.2173913,8.043589217,2.791255753,0.977969497,3.725589317,0.272501965,2.353533949,0.618154597,4.794537184,0.0,0.5417,35.53,0.508289939,2,18.0
210.207,16.7,7.4680698,1.211449677,0.9938533,3.66800701,0.17394922,2.074087045,0.446630335,0.0,0.0,2.5454,20.23,0.115716525,0,6.3
496.6035,20.94285714,7.8771924,3.058197913,0.977291016,3.707009431,0.223639221,3.286125515,0.63562344,4.794537184,3.970289311,0.7004,75.27,0.327651019,0,4.3
228.134,7.425925926,7.268238889,1.217451524,0.993923622,3.667520756,0.444611038,1.634064972,0.38467346,0.0,0.0,1.3114,20.23,0.053984775,0,4.1
1111.5381,15.78823529,7.553141365,1.970409563,0.977765707,4.011231283,0.248252635,3.266264249,0.52120241,13.57536728,6.551884665,5.857,41.03,0.326214802,0,5.4
122.7825,10.4,8.029372267,2.640138408,0.987144715,3.677376209,0.319936977,1.969815782,0.492453946,0.0,0.0,-1.0124,49.69,0.069837709,0,12.0
253.8835,7.962264151,7.31593434,2.334488553,0.972891504,3.713639608,0.374646992,2.084182985,0.460739348,0.0,0.0,2.0414,37.3,0.302839557,0,3.0
173.184,10.33333333,7.95779103,2.637152778,0.98658139,3.670264102,0.344575983,2.0,0.51191605,0.0,0.0,-0.252,40.46,0.076783694,0,7.8
157.3505,13.86206897,7.526447862,1.428819444,0.992920502,3.667996257,0.188326089,2.702819531,0.636267809,0.0,0.0,1.70062,20.23,0.115094489,0,4.9
164.8175,10.44444444,7.088979444,0.213391632,0.987988251,3.056916519,0.243705174,2.234984922,0.508839573,0.0,0.0,2.249,0.0,-0.030744083,0,0.6
190.659,10.23809524,7.919106095,1.383742911,0.987143621,3.679139238,0.338518016,1.840285573,0.412672675,0.0,0.0,0.0318,38.69,0.070111804,0,9.2
0.0,1.0,6.718464,3.333333333,0.89,3.667135955,0.272165527,1.79248125,0.771979655,0.0,0.0,-0.3915,20.23,0.031940684,0,12.3
438.6305,12.10169492,7.400667051,1.452244888,0.977888901,3.701365367,0.331859144,2.413890987,0.513545781,0.0,0.0,2.3218,17.07,0.155678092,0,8.2
182.5545,13.87096774,7.344645161,0.574394464,0.992524757,3.227450985,0.190738906,2.748940047,0.636044836,0.0,1.744569848,1.57722,26.02,0.03432088,0,5.8
224.897,8.615384615,7.444792,1.789627578,0.9728264,3.70142607,0.34050021,1.878477513,0.44221035,0.0,0.0,1.6215,17.07,0.129595121,0,6.1
202.0955,10.65,7.5166599,1.866717057,0.957147044,3.713906822,0.305974767,2.712116827,0.608175449,4.794537184,0.0,1.5157,26.3,0.329637876,0,6.2
146.6615,13.6,7.2956,1.432291667,0.911044843,3.356276964,0.177454738,2.423794941,0.551825997,0.0,1.716667152,1.75268,23.79,0.066921452,0,12.3
0.0,,,0.151464716,0.89,3.491236457,0.398409536,1.370950594,0.685475297,0.0,0.0,0.855,0.0,0.010839186,0,6.1
205.581,8.136363636,7.383173182,2.634444444,0.972892765,3.713636316,0.358977866,2.18149633,0.504750723,0.0,0.0,1.6513,37.3,0.302839555,0,3.4
1406.5636,16.74576271,7.59524974,2.528275511,0.977149513,3.705467902,0.353813694,3.095513803,0.521944174,0.0,0.0,1.9898,91.67,0.189641824,0,5.4
261.7155,11.1875,8.00560225,2.069943289,0.987140937,3.67760797,0.341474714,2.21836413,0.497454456,0.0,0.0,-0.2354,49.69,0.077851146,0,20.3
108.5956,37.2173913,8.422115391,1.598432192,0.992520766,3.668080135,0.181877672,2.661226256,0.665306564,0.0,0.0,2.699,20.23,0.133773408,0,8.3
49.896,9.777777778,7.240530556,0.101753915,0.986001079,3.491584795,0.442883444,1.672933032,0.503603023,0.0,0.0,1.6352,0.0,0.022033046,0,7.8
649.17,22.3125,7.748304875,1.092739704,0.98502778,3.723720721,0.198467241,2.71229151,0.461066818,0.0,0.0,6.25676,54.57,0.646578436,0,12.3
157.476,10.4,7.567721029,2.045898438,0.977929346,3.701884595,0.3043213,2.216917187,0.542369992,0.0,2.060717982,0.2386,20.31,0.221873564,0,12.3
155.6975,15.03225806,7.577523226,1.907727797,0.973020142,3.701470721,0.185191752,2.441923521,0.555953335,0.0,0.0,1.8892,17.07,0.159298497,0,8.6
85.404,8.476190476,7.72295619,2.479289941,0.972632812,3.701422026,0.305531884,1.854285872,0.501098792,0.0,0.0,0.9854,17.07,0.129065033,0,9.0
98.412,8.888888889,7.156090741,0.092219524,0.9872569,3.491586505,0.454306755,1.62668885,0.439593393,0.0,0.0,2.0253,0.0,0.022285485,0,5.5
14.52,5.166666667,6.988248,0.107987528,0.977336307,3.012223658,0.53999257,1.879964949,0.626654983,0.0,0.0,0.9361,38.8,-0.012640479,0,6.5
157.976,13.86206897,7.522030207,0.928819444,0.992920502,3.231603246,0.167842044,2.25,0.529670055,0.0,3.495163216,0.851,52.04,0.031499428,0,0.8
0.0,4.5,8.094816,6.64,0.94742303,3.712948476,0.143100122,2.321928095,1.0,0.0,0.0,-0.2992,37.3,0.290128828,0,11.9
2357.1493,17.56028369,7.870507915,2.465286428,0.977698567,3.715467987,0.360241091,3.152592413,0.483262431,4.794537184,0.0,-1.515,206.6,0.330661,1,4.2
0.0,40.11111111,8.330920111,0.047675183,0.986001079,3.49498503,0.4086067,1.5,0.534310781,0.0,0.0,1.464,0.0,0.035889203,0,7.4
163.416,21.18518519,8.16591037,5.128888889,0.972956105,3.756809553,0.155280832,2.840223929,0.668614029,0.0,2.008966712,1.3004,63.37,0.269194956,0,11.9
550.3705,6.774774775,7.037410631,0.608843537,0.98714361,3.66734263,0.469711243,1.429562414,0.266831272,0.0,0.0,4.2897,20.23,0.043052407,0,3.1
237.7355,14.10638298,7.550704936,1.517777778,0.977952327,3.713930062,0.219806809,2.607351814,0.531365386,4.794537184,0.0,2.2629,26.3,0.330250828,0,8.2
350.269,13.98113208,7.362157283,1.013333333,0.988435448,3.668015516,0.259645976,2.774693952,0.577176846,0.0,0.0,2.82402,20.23,0.118789021,0,3.2
2816.8019,16.94879518,7.98067806,1.732776042,0.977235265,3.716927738,0.347258901,2.774862129,0.400370407,0.0,2.01358274,1.7856,193.91,0.31118842,1,3.35
258.465,12.92307692,7.215220615,0.204081633,0.993011351,3.070151948,0.228857058,2.128085279,0.464144533,0.0,0.0,2.61186,0.0,-0.039754683,0,0.0
168.159,11.38461538,7.640672308,1.960784314,0.972837403,3.701454403,0.265336095,2.129567987,0.510696952,0.0,0.0,1.5416,17.07,0.152047426,0,6.1
1654.3951,16.37914692,7.682442749,2.814800376,0.972361983,3.718584697,0.339982887,3.225400633,0.517818995,0.0,0.0,2.1973,138.2,0.306313207,0,3.9
30.272,11.14285714,8.092630286,3.34,0.978009866,3.725530283,0.246849276,2.121928095,0.613374776,4.794537184,0.0,0.1532,35.53,0.508008823,2,21.7
251.2055,9.155555556,7.541891644,1.285123967,0.987140551,3.676589129,0.367221341,1.965767808,0.447546846,0.0,0.0,0.6513,29.46,0.069733144,0,4.9
634.832,15.72727273,7.661512273,2.781195934,0.977291016,3.706990988,0.315882086,2.609090415,0.500837656,4.794537184,3.96210627,1.185,75.27,0.327631869,0,6.5
1645.4041,18.53266332,7.653826392,0.943555612,0.987180875,3.681740204,0.33265891,3.463280518,0.561316469,0.0,2.176582835,3.1636,62.16,0.165272332,0,3.5
75.2905,10.5,8.2450738,2.515873016,0.972910767,3.713978146,0.272035859,2.093069208,0.549743654,0.0,0.0,0.5694,26.3,0.302112778,0,5.3
284.95,5.841269841,6.948442222,0.097633136,0.987143501,2.940615354,0.489276695,1.140115679,0.245510548,0.0,0.0,3.3668,0.0,-0.053316205,0,0.0
542.9695,16.32911392,7.708014835,2.998135623,0.977291016,3.706984041,0.313218088,2.5652332,0.504226425,4.794537184,3.961471909,0.939,75.27,0.327631869,0,7.0
1542.5806,16.34020619,7.641463134,2.327783003,0.972459041,3.715581724,0.350531806,3.143837922,0.5164447,0.0,0.0,2.3524,100.9,0.302565672,0,4.3
157.2785,8.4,7.484992,3.022875817,0.972892041,3.713633033,0.338831847,2.291620193,0.560646123,0.0,0.0,1.2612,37.3,0.302839376,0,4.0
43.56,7.0,8.2944,3.093333333,0.968068449,3.701517213,0.233858703,1.570950594,0.472903251,0.0,0.0,0.5953,17.07,0.126267944,0,10.4
207.822,6.923076923,7.191497128,1.319615912,0.987214277,3.667328848,0.405299908,1.94471679,0.475776017,0.0,0.0,1.0248,20.23,0.043296311,0,4.6
40.722,14.0,8.3271096,4.72702332,0.956872802,3.713661153,0.175022456,2.641604168,0.795202091,4.794537184,0.0,0.257,37.3,0.327198112,0,6.4
583.07,16.59139785,7.567607613,1.707199087,0.977233359,3.716889243,0.232582952,2.981790387,0.523080768,9.589074368,0.0,4.0005,52.6,0.338843925,0,11.2
682.052,14.97959184,7.47954902,1.066358025,0.977973739,3.713958094,0.282590056,2.946446297,0.539698361,0.0,2.113906764,2.2131,29.54,0.316145295,0,4.0
197.585,12.81818182,7.183861333,0.216735254,0.992524757,3.064811283,0.213424099,2.197159723,0.500227901,0.0,0.0,2.30344,0.0,-0.039511492,0,1.0
0.0,,,0.013600823,0.9839941,3.287977011,0.707106781,1.370950594,0.685475297,0.0,0.0,2.4547,0.0,0.124221039,0,8.2
388.2027,12.32394366,7.40601262,1.303385417,0.97798171,3.713955287,0.287567875,2.934196365,0.56755105,4.794537184,2.000052424,2.8187,39.19,0.339197414,0,2.6
110.338,11.76,7.32965584,0.648526077,0.993853848,3.227081192,0.167338311,2.005977711,0.490763535,0.0,1.745348264,1.2688,26.02,0.031347593,0,5.1
360.2845,11.17857143,7.523556786,1.510190664,0.977632119,3.713898311,0.351456249,1.931208949,0.410857082,0.0,0.0,1.8416,26.3,0.307870976,0,2.9
676.0215,23.40625,7.75341575,1.092739704,0.985028396,3.7237341,0.198617844,2.71229151,0.461066818,0.0,0.0,6.25676,54.57,0.646607513,0,12.3
308.179,24.07692308,7.943115487,2.701195988,0.977117082,3.717333694,0.189591714,2.855388542,0.587772687,9.589074368,0.0,1.2598,52.6,0.338230175,0,10.8
85.068,6.666666667,7.253306667,2.482248521,0.957333958,3.700766411,0.334548023,2.188787068,0.591493778,0.0,0.0,0.9854,17.07,0.119479781,0,5.3
323.378,6.939393939,7.202808485,0.917771681,0.987139753,3.667554584,0.44177134,1.677239029,0.356825984,0.0,0.0,2.3376,20.23,0.051166683,0,4.9
156.288,12.95454545,7.900474182,2.190617284,0.972646359,3.701983959,0.228556209,1.871602261,0.479051618,0.0,1.936467026,0.0945,20.31,0.218425131,0,11.5
