AATS0s,AATS3Z,AATS3se,AATSC0pe,GATS1s,GATS1Z,GATS1pe,BCUTdv-1h,BCUTd-1l,BCUTv-1l,Xc-5dv,IC0,SIC0,EState_VSA8,SLogP,TopoPSA,MaxPartialCharge,Kappa2,TPSA,MolLogP,sp_p
8.200617283950617,20.0,8.585300444444444,0.2513562469135801,1.1952295261400137,0.9045795757972694,1.0615154944463094,6.011681846376792,0.9872002546480432,14.704358069986394,0.1645362144364284,1.5100576869144593,0.2749632337987452,0.0,-5.397199999999993,189.53,0.1867323035692516,7.630403592249655,189.53,-5.397199999999993,28.7
2.9219077568134173,13.489051094890511,7.411824992700729,0.0663357066571733,0.5510407097360809,0.9401081953666244,0.7613966874289836,6.021984026691234,0.9777011231882614,14.70271013169842,0.0724253351764901,1.299365106872002,0.2268476172424586,47.36447921008175,4.136700000000004,23.550000000000004,0.2264592638901245,8.816460640135487,23.550000000000004,4.136700000000004,4.5
1.2613597393689988,560.1111111111111,9.060099999999998,0.1008687499999999,1.9362808842652792,0.8494650410549889,0.5684367061156208,3.1086572573535034,0.9865813897322364,20.47559558880652,4.959183673469388,1.5,0.5,63.719775591797394,3.2182000000000004,0.0,0.0919794054196059,3.8663320069380673,0.0,3.2182000000000004,51.0
3.4120370370370368,12.213333333333331,8.002807413333333,0.1496472222222221,1.1037938439513242,1.0866425992779782,0.8960703877638152,6.007931416589511,0.987139760763968,14.705626707343988,0.0,1.2997367636952522,0.2514034078507232,0.0,0.8238000000000001,47.92,0.0781421822060881,8.173359972682558,47.92,0.8238000000000001,5.5
2.7277777777777783,8.226666666666667,7.242984320000001,0.0665898888888888,1.2015503875968996,1.435823060188543,1.1656424315336495,5.006062685426332,0.9871319480826688,14.708164870933274,0.0,1.07462769858425,0.2190038024377395,27.694948798762496,2.4395000000000007,20.23,0.0544718109140119,4.7262102402898405,20.23,2.4395000000000007,3.1
9.292735042735044,16.555555555555557,8.35610819047619,0.2484674556213016,1.2602655140475454,1.058805031446541,1.1577278464432856,5.011544430515995,0.9871432637704548,14.70714000056758,0.0766553276174039,1.4572659136233872,0.3100275721012118,0.0,-3.5854000000000004,121.38,0.1105786065313125,5.413461330448892,121.38,-3.5854000000000004,10.7
1.5998704465782654,136.11111111111111,10.116640444444446,0.16936875,0.6359286646367985,0.6854942233632862,0.639654599800731,3.110576877637852,0.9865813897322364,20.467529916646416,0.5510204081632653,1.5,0.5,0.0,2.5938,0.0,0.1373436125313979,3.199293405324428,0.0,2.5938,5.1
5.361111111111111,3.1666666666666665,7.439904000000001,0.1516024691358024,1.13659793814433,1.3305647840531565,1.0781853124643723,5.004034236786819,0.9773363066878588,14.708165908556165,0.0,1.224394445405986,0.3862534428571301,0.0,-0.0014,20.23,0.0402205817490864,1.96,20.23,-0.0014,8.8
3.735294117647059,8.866666666666667,7.452082266666667,0.118871972318339,1.1059479553903346,1.265077821011673,1.0577370902951622,5.009647010157966,0.9872142771136608,14.708164602180211,0.0,1.3784188527203236,0.3372309195840103,0.0,-0.4597000000000001,23.47,0.0557735214677395,3.123252032520325,23.47,-0.4597000000000001,9.2
5.568256578947367,15.327731092436975,7.603571932773108,0.1396576177285318,0.6789963405644466,0.8967191290993851,0.727822711446416,6.029739816969486,0.9723637184784134,14.699771165203837,1.0672218014719006,1.3599924922184878,0.2176709779830527,6.923737199690624,3.367600000000002,138.2,0.3057202910165649,10.010054377607725,138.2,3.367600000000002,3.5
