ETA_psi_1,MINtsC,GATS5p,MATS2pe,GATS5dv,GATS2c,GATS5m,AATS6v,BalabanJ,AATS5se,AATS0p,BCUTare-1h,ATSC0c,RotRatio,Mp,MDEC-33,MATS2dv,C2SP3,MATS1v,ETA_dEpsilon_D,AATS1v,IC2,GATS2dv,GATS6are,ETA_dAlpha_B,VSA_EState3,AATS3are,AATS0v,GATS5Z,AATS8v,SlogP_VSA1,EState_VSA4,SssCH2,VSA_EState5,GATS1se,AATSC0dv,GATS8c,Td5
0.6488549618320615,2.4298005923613344,0.7067850058956138,0.0159606104213678,0.9839410542225584,1.4175006509571253,0.8855388645371508,175.7397549780012,1.8145383811956235,7.464920363636364,2.115196831206836,3.525302962857744,1.3282946732478818,0.25,0.7420907131192164,0.9128361498274138,-0.0263395283311524,0.0,0.0715879737548995,0.0,300.69943856445,3.826636531627806,1.1621733106618808,1.637039321045686,0.0,0.0,6.182941176470587,256.870211599427,0.8704107733975323,200.1523338380911,18.9474518152002,0.0,0.9882184521847364,13.667299913215206,0.9855583255875724,3.88833792470156,0.8603320582726622,438.0
0.5822454308093986,3.061280085300907,0.9325336478111316,0.133774448867114,1.1841347974873042,0.8029561402283848,1.0863042018723132,232.8826339380819,0.5365304430185142,7.9025853333333345,1.829164632379838,3.5602812584101287,2.6290948120175672,0.1111111111111111,0.7585827139837971,0.0,0.054521819196091,0.0,0.0084718152348922,0.0,315.9739108953731,3.738221063563856,0.7025979808525754,0.9465999542918402,0.025531914893617,0.0,6.451930599369086,278.74839425739566,1.0906538055079051,218.86426617740685,38.54709073860211,30.7265419067959,0.0,11.37175982400026,0.6546446594964757,3.8414792387543257,1.1939603627215891,540.0
0.6400449943757035,2.724215170528149,0.9577512107168612,0.0130031022914651,0.9117680371503,1.3226046848780408,0.9247424979023858,180.36036152752,1.26586361533576,7.298458128440367,1.6616854368908691,3.52221467792557,0.9764165725920656,0.0909090909090909,0.7138574156035754,8.333425874336802,-0.0575742642736106,0.0,0.0044207356768318,0.0,283.4953168336268,4.415586139196525,1.1696061140505585,0.9621228955933367,0.0136752136752136,0.0,6.031880952380952,241.6668665873409,0.9232649716297776,194.07381528815432,19.27354536930105,47.09021201115407,2.512547045204863,7.314331543180375,0.8842267443037675,3.4706994328922494,1.0742981158165312,365.0
0.5822454308093986,3.061697142770157,0.9090592105361514,0.133774448867114,1.2300940012615518,0.8270281312104287,1.0901373174626845,238.8086184374888,0.5588153614345199,7.923070198083066,1.829164632379838,3.560336473073201,2.6568573913266897,0.1111111111111111,0.7585827139837971,0.0,0.0760355702702665,0.0,0.0084718152348922,0.0,315.9739108953731,3.869414285026504,0.6812424191245335,1.0469562876033962,0.025531914893617,0.0,6.45439116719243,278.74839425739566,1.0963106578041275,213.606110282676,38.54709073860211,30.7265419067959,0.0,10.58113152833557,0.6546446594964757,3.8414792387543257,1.204253899702431,521.0
0.6400449943757034,2.724215170528149,0.9577512107168612,0.0130031022914651,0.9117680371503002,1.3226046848780408,0.9247424979023858,180.36036152752,1.2658636153357596,7.298458128440366,1.6616854368908691,3.5222146779255823,0.9764165725920656,0.0909090909090909,0.7138574156035754,8.333425874336802,-0.0575742642736107,0.0,0.0044207356768318,0.0,283.4953168336268,4.386600631950148,1.1696061140505585,0.9621228955933367,0.0136752136752137,0.0,6.031880952380952,241.6668665873409,0.9232649716297776,194.07381528815432,19.27354536930105,47.09021201115407,2.512547045204863,7.314331543180375,0.8842267443037678,3.470699432892249,1.0742981158165312,458.0
0.7980456026058635,2.621413424399813,2.077100997110275,0.3825160751240636,1.171426687621775,1.0435111913658934,1.4137232641439603,236.38411644655795,2.235649698099192,7.044598,2.539756576348307,2.8689823067126463,0.206861391180504,0.0,0.8128157224013514,1.2034259748353635,0.1714343617471588,0.0,0.1252373999214866,0.0,337.485990300962,3.5543823469564297,0.8036400529618828,1.4623082119214057,0.0,0.0,5.705897435897435,290.24515301708453,1.4653190830235447,184.696825943792,0.0,22.253805966787983,0.0,11.642408607429005,1.740350975119645,3.016111882208748,0.5133172094415608,612.0
0.5892514395393466,3.0594970421998227,0.9087741329187388,0.1533447437967453,1.2521735718583022,0.7742164502990245,1.1090376682122125,243.6266967543272,0.6232001909719279,7.902318758620691,1.8465171805182408,3.5586044452216576,2.139647930230844,0.0909090909090909,0.7629811377245508,0.0,0.0690073564358097,0.0,0.0138841966049442,0.0,318.3112237355763,3.80152679010314,0.6751351724112223,0.9805118484633226,0.024031007751938,0.0,6.380931506849316,280.73841674884994,1.1189086585234027,227.5880288158109,29.07336483100201,30.7265419067959,0.0,9.47406118770394,0.6081816496592745,3.7723725286160255,1.1867432323330602,493.0
0.7851239669421491,2.6435864878783417,2.1495778074070424,-0.2223660032759653,0.9310204627799736,1.0852618645757552,1.4081374446205783,271.7714913634208,1.9642192874126072,7.047946666666666,2.5629327087810228,2.870970927729214,0.2498384328156067,0.0344827586206896,0.8302282133407605,2.019847727718784,-0.1901362570719986,0.0,0.0211976840823364,0.0132936507936507,340.97230849940183,3.4793959916725394,1.0852944809346663,1.220316887284397,0.0,1.1932489816914422,5.632482758620689,302.6425249921771,1.4657987992054895,231.2104511669671,5.186725645687458,22.253805966787983,0.0,11.803366601355073,1.4721574181534456,2.919055345231657,0.5599190083903701,755.0
0.4963514093575611,3.008482858967356,0.9175060104026508,0.3736129101881573,1.016234993504512,0.7590994572541806,0.9826921937555494,249.11295294188628,0.5364369930240542,8.2627101302682,1.7699746449347615,4.144100601569801,4.550193457643589,0.0975609756097561,0.7393089030061704,0.0,0.1938929259149258,0.0,0.0161909757730482,0.0,320.94631051588846,4.291802871464177,0.5166155394985555,0.9515327176148924,0.0443021346469621,1.1785378066408905,6.683094420600859,280.08295836820656,0.99170305920267,234.3264588573516,43.28395369240215,133.46007550615548,0.0,-4.169203140453762,0.5731907371009539,4.795743255430441,1.1084436261881274,576.0
0.6075949367088596,3.186414654716532,0.9685159064365014,0.1311797873446933,1.1545899673870736,0.8393990371689154,1.0364221548067485,233.0309915200862,0.4807350258344187,7.771879688311689,1.84489660944518,3.5610725267833985,2.7532086229742583,0.1079136690647482,0.7615487923030342,0.0,0.0685250172235617,0.0,0.0227997757826687,0.0,316.5527738602207,3.9499177476001823,0.7105265027557698,1.2036611415620455,0.0199999999999999,2.592140881957902,6.297772093023256,277.6323650302431,1.0405342875651662,219.09935091839927,38.54709073860211,42.82607385741853,0.0,12.55871582969384,0.6358895355799998,3.664941295290999,1.0864297486128895,548.0
