Ratio_PSA,SMILES_PSA,Ratio_PI,SMILES_PI,Td5
1.0,C#CC1=CC=C(OC2=C(C3=CC=CC=C3)C=C(C4=NN=C(C5=CC=C(OC6=CC=C(C#C[Si](C)(C#CC7=CC=C(OC8=C(C9=CC=CC=C9)C=C(C%10=NN=C(C%11=CC=C(OC%12=CC=C(C#C)C=C%12)C(C%13=CC=CC=C%13)=C%11)O%10)C=C8)C=C7)C)C=C6)C(C%14=CC=CC=C%14)=C5)O4)C=C2)C=C1,0.0,C#CC1=CC=C(OC2=C(C3=CC=CC=C3)C=C(C4=NN=C(C5=CC=C(OC6=CC=C(C#C[Si](C)(C#CC7=CC=C(OC8=C(C9=CC=CC=C9)C=C(C%10=NN=C(C%11=CC=C(OC%12=CC=C(C#C)C=C%12)C(C%13=CC=CC=C%13)=C%11)O%10)C=C8)C=C7)C)C=C6)C(C%14=CC=CC=C%14)=C5)O4)C=C2)C=C1,466.0
1.0,C#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C#Cc2ccc(C#C)cc2)cc1,0.0,C#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C#Cc2ccc(C#C)cc2)cc1,497.0
1.0,C#CC1=CC=CC(C#CC(C#CC2=CC(C=C)=CC=C2)(C#CC3=CC(C#C)=CC=C3)C#CC4=CC(C#C)=CC=C4)=C1,0.0,C#CC1=CC=CC(C#CC(C#CC2=CC(C=C)=CC=C2)(C#CC3=CC(C#C)=CC=C3)C#CC4=CC(C#C)=CC=C4)=C1,654.0
1.0,O=C1c2ccc(-c3ccc4c(c3)C(=O)N(c3cccc(Oc5cccc(Oc6cccc(N7C(=O)c8cccc9c(C#Cc%10cccc%11ccccc%10%11)ccc(c89)C7=O)c6)c5)c3)C4=O)cc2C(=O)N1c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5cccc6c(C#Cc7cccc8ccccc78)ccc(c56)C4=O)c3)c2)c1,0.0,O=C1c2ccc(-c3ccc4c(c3)C(=O)N(c3cccc(Oc5cccc(Oc6cccc(N7C(=O)c8cccc9c(C#Cc%10cccc%11ccccc%10%11)ccc(c89)C7=O)c6)c5)c3)C4=O)cc2C(=O)N1c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5cccc6c(C#Cc7cccc8ccccc78)ccc(c56)C4=O)c3)c2)c1,531.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1cccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4cccc(N6C(=O)c7ccc(C#Cc8ccccc8)cc7C6=O)c4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1cccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4cccc(N6C(=O)c7ccc(C#Cc8ccccc8)cc7C6=O)c4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)c1,577.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(Oc2cccc(N3C(=O)c4cccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)c7)cc5)C6=O)c4C3=O)c2)cc1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(Oc2cccc(N3C(=O)c4cccc(Oc5ccc6c(c5)C(=O)N(c5ccc(Oc7cccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)c7)cc5)C6=O)c4C3=O)c2)cc1,544.0
1.0,C#Cc1cccc(N2COc3ccc(C(c4ccc5c(c4)CN(c4cccc(C#C)c4)CO5)(C(F)(F)F)C(F)(F)F)cc3C2)c1,0.0,C#Cc1cccc(N2COc3ccc(C(c4ccc5c(c4)CN(c4cccc(C#C)c4)CO5)(C(F)(F)F)C(F)(F)F)cc3C2)c1,494.0
1.0,C#Cc1ccc(C(=C(c2ccccc2)c2ccc(C(=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C(\c3ccc(Cl)cc3)c3ccc(C(=C(c4ccccc4)c4ccc(C#C)cc4)c4ccccc4)cc3)c3ccc(Cl)cc3)cc2)c2ccccc2)cc1,0.0,C#Cc1ccc(C(=C(c2ccccc2)c2ccc(C(=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)/C=C(\c3ccc(Cl)cc3)c3ccc(C(=C(c4ccccc4)c4ccc(C#C)cc4)c4ccccc4)cc3)c3ccc(Cl)cc3)cc2)c2ccccc2)cc1,347.0
1.0,C#Cc1cccc(C#C[SiH](C)C#Cc2cccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C#Cc3cccc(C#C[SiH](C)C#Cc4cccc(C#C)c4)c3)c2)c1,0.0,C#Cc1cccc(C#C[SiH](C)C#Cc2cccc(C#C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C#Cc3cccc(C#C[SiH](C)C#Cc4cccc(C#C)c4)c3)c2)c1,591.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1cccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(c5ccc(Oc7cccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)c7)cc5)C6=O)cc4C3=O)cc2)c1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1cccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(c5ccc(Oc7cccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)c7)cc5)C6=O)cc4C3=O)cc2)c1,555.0
1.0,C#Cc1cccc(C#C[Si](C)(C)C#Cc2cccc(C#C)c2)c1,0.0,C#Cc1cccc(C#C[Si](C)(C)C#Cc2cccc(C#C)c2)c1,529.0
1.0,C#CCOc1ccc(Oc2cc(C)cc(C)c2)cc1,0.0,C#CCOc1ccc(Oc2cc(C)cc(C)c2)cc1,471.0
1.0,C#Cc1cccc(C#C[Si](C)(C)C#Cc2cccc(C#C)c2)c1,0.0,C#Cc1cccc(C#C[Si](C)(C)C#Cc2cccc(C#C)c2)c1,547.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(C2(c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(C8(c9ccc(N%10C(=O)c%11ccc(C#Cc%12ccccc%12)cc%11C%10=O)cc9)c9ccccc9-c9ccccc98)cc6)C7=O)cc5C4=O)cc3)c3ccccc3-c3ccccc32)cc1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(C2(c3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(c6ccc(C8(c9ccc(N%10C(=O)c%11ccc(C#Cc%12ccccc%12)cc%11C%10=O)cc9)c9ccccc9-c9ccccc98)cc6)C7=O)cc5C4=O)cc3)c3ccccc3-c3ccccc32)cc1,563.0
1.0,C#Cc1cccc(C#C[Si](C)(C#Cc2cccc(C#C)c2)C=C)c1,0.0,C#Cc1cccc(C#C[Si](C)(C#Cc2cccc(C#C)c2)C=C)c1,639.0
1.0,C#CCOc1ccc(N2COC3C=CC=CC3C2)cc1,0.0,C#CCOc1ccc(N2COC3C=CC=CC3C2)cc1,601.0
1.0,C#Cc1cccc(N2COc3ccc(-c4ccc5c(c4)CN(c4cccc(C#C)c4)CO5)cc3C2)c1,0.0,C#Cc1cccc(N2COc3ccc(-c4ccc5c(c4)CN(c4cccc(C#C)c4)CO5)cc3C2)c1,462.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)cc7-c7ccccc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2-c2ccccc2)cc1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)cc7-c7ccccc7)cc5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2-c2ccccc2)cc1,555.0
1.0,C#Cc1ccc(S(=O)(=O)c2cccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9cccc(S(=O)(=O)c%10ccc(C#C)cc%10)c9)cc8)cc7)cc6)cc5)cc4)cc3)c2)cc1,0.0,C#Cc1ccc(S(=O)(=O)c2cccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(S(=O)(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9cccc(S(=O)(=O)c%10ccc(C#C)cc%10)c9)cc8)cc7)cc6)cc5)cc4)cc3)c2)cc1,470.0
1.0,O=C(c1ccc(Oc2cccc(N3C(=O)c4ccc(C#Cc5ccccc5)cc4C3=O)c2)cc1)c1ccc(Oc2cccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(c5cccc(Oc7ccc(C(=O)c8ccc(Oc9cccc(N%10C(=O)c%11ccc(C#Cc%12ccccc%12)cc%11C%10=O)c9)cc8)cc7)c5)C6=O)cc4C3=O)c2)cc1,0.0,O=C(c1ccc(Oc2cccc(N3C(=O)c4ccc(C#Cc5ccccc5)cc4C3=O)c2)cc1)c1ccc(Oc2cccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(c5cccc(Oc7ccc(C(=O)c8ccc(Oc9cccc(N%10C(=O)c%11ccc(C#Cc%12ccccc%12)cc%11C%10=O)c9)cc8)cc7)c5)C6=O)cc4C3=O)c2)cc1,470.0
1.0,C#CCOc1ccc(Oc2ccc(OCC#C)cc2)cc1,0.0,C#CCOc1ccc(Oc2ccc(OCC#C)cc2)cc1,384.0
1.0,C#CC1=CC(C2=NC3=C(C=CC(S(C4=CC(N=C(C5=CC=CC(C#C)=C5)O6)=C6C=C4)(=O)=O)=C3)O2)=CC=C1,0.0,C#CC1=CC(C2=NC3=C(C=CC(S(C4=CC(N=C(C5=CC=CC(C#C)=C5)O6)=C6C=C4)(=O)=O)=C3)O2)=CC=C1,524.0
1.0,C#Cc1cccc(N2COc3ccc(Oc4ccc(P(c5ccccc5)c5ccc(Oc6ccc7c(c6)CN(c6cccc(C#C)c6)CO7)cc5)cc4)cc3C2)c1,0.0,C#Cc1cccc(N2COc3ccc(Oc4ccc(P(c5ccccc5)c5ccc(Oc6ccc7c(c6)CN(c6cccc(C#C)c6)CO7)cc5)cc4)cc3C2)c1,403.0
1.0,C#Cc1cccc(N2COc3c(cccc3NC(=O)c3ccccc3)C2)c1,0.0,C#Cc1cccc(N2COc3c(cccc3NC(=O)c3ccccc3)C2)c1,337.0
1.0,C#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)C#Cc2ccc(C#C)cc2)cc1,0.0,C#Cc1ccc(C#C[Si](C)(C)O[Si](C)(C)C#Cc2ccc(C#C)cc2)cc1,546.0
1.0,C#Cc1cccc(N2COc3ccc(C(C)(C)c4ccc5c(c4)CN(c4cccc(C#C)c4)CO5)cc3C2)c1,0.0,C#Cc1cccc(N2COc3ccc(C(C)(C)c4ccc5c(c4)CN(c4cccc(C#C)c4)CO5)cc3C2)c1,458.0
1.0,C(#C[Si](C#Cc1ccc(Oc2ccc(C#C[Si](C#Cc3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1)(c1ccccc1)c1ccccc1)c1ccccc1,0.0,C(#C[Si](C#Cc1ccc(Oc2ccc(C#C[Si](C#Cc3ccccc3)(c3ccccc3)c3ccccc3)cc2)cc1)(c1ccccc1)c1ccccc1)c1ccccc1,625.0
1.0,C#CCOc1ccc2c(c1)CN(c1ccccc1)CO2,0.0,C#CCOc1ccc2c(c1)CN(c1ccccc1)CO2,372.0
1.0,C#Cc1ccc(C#C[Si](C)(C)C#Cc2ccc(C#C)cc2)cc1,0.0,C#Cc1ccc(C#C[Si](C)(C)C#Cc2ccc(C#C)cc2)cc1,612.0
1.0,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(C#Cc7ccccc7)cc6C5=O)cc4)cc2)C3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(C#Cc7ccccc7)cc6C5=O)cc4)cc2)C3=O)cc1,0.0,CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(C#Cc7ccccc7)cc6C5=O)cc4)cc2)C3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(C#Cc7ccccc7)cc6C5=O)cc4)cc2)C3=O)cc1,547.5
1.0,C#Cc1cccc(C#C[Si](C)(C)C#Cc2cccc(C#C)c2)c1,0.0,C#Cc1cccc(C#C[Si](C)(C)C#Cc2cccc(C#C)c2)c1,524.0
1.0,CC[Si](C)(C)C#Cc1cccc(C#C[Si](C)(C)CC)c1,0.0,CC[Si](C)(C)C#Cc1cccc(C#C[Si](C)(C)CC)c1,589.0
1.0,C[Si](C)(C#Cc1ccccc1)C#Cc1cccc(C#C[Si](C)(C)C#Cc2ccccc2)c1,0.0,C[Si](C)(C#Cc1ccccc1)C#Cc1cccc(C#C[Si](C)(C)C#Cc2ccccc2)c1,520.0
1.0,C#Cc1cccc(C#CB2NB(C#Cc3cccc(C#C)c3)NB(C#Cc3cccc(C#C)c3)N2)c1,0.0,C#Cc1cccc(C#CB2NB(C#Cc3cccc(C#C)c3)NB(C#Cc3cccc(C#C)c3)N2)c1,496.7
1.0,C#CCN(CC#C)c1ccc(Cc2ccc(N(CC#C)CC#C)cc2)cc1,0.0,C#CCN(CC#C)c1ccc(Cc2ccc(N(CC#C)CC#C)cc2)cc1,651.1
1.0,C[Si](C#Cc1ccccc1)(C#Cc1ccccc1)C#Cc1ccccc1,0.0,C[Si](C#Cc1ccccc1)(C#Cc1ccccc1)C#Cc1ccccc1,695.0
1.0,O=C1c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(C#Cc5ccccc5)c3)C4=O)cc2C(=O)N1c1cccc(C#Cc2ccccc2)c1,0.0,O=C1c2ccc(Oc3ccc4c(c3)C(=O)N(c3cccc(C#Cc5ccccc5)c3)C4=O)cc2C(=O)N1c1cccc(C#Cc2ccccc2)c1,532.0
1.0,C[SiH](C#CB(F)F)C#CB(F)F,0.0,C[SiH](C#CB(F)F)C#CB(F)F,624.0
1.0,C#Cc1cccc(N2COc3ccc(N4C(=O)C=CC4=O)cc3C2)c1,0.0,C#Cc1cccc(N2COc3ccc(N4C(=O)C=CC4=O)cc3C2)c1,412.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)cc7C(F)(F)F)c(C(F)(F)F)c5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(c5ccc(-c7ccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)cc7C(F)(F)F)c(C(F)(F)F)c5)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,578.0
1.0,C#Cc1ccc(-c2cc(-c3ccc(C#C)cc3)cc(-c3ccc(C#C[Si](C)(C#C)C#C)cc3)c2)cc1,0.0,C#Cc1ccc(-c2cc(-c3ccc(C#C)cc3)cc(-c3ccc(C#C[Si](C)(C#C)C#C)cc3)c2)cc1,615.0
1.0,O=C(C#Cc1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccc(C(=O)C#Cc7ccccc7)cc6C5=O)cc4)c3)cc1)C2=O,0.0,O=C(C#Cc1ccccc1)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc(Oc4ccc(N5C(=O)c6ccc(C(=O)C#Cc7ccccc7)cc6C5=O)cc4)c3)cc1)C2=O,322.0
1.0,C#CCOC1=NC(OCC#C)=NC(OCC#C)=N1,0.0,C#CCOC1=NC(OCC#C)=NC(OCC#C)=N1,344.0
1.0,C#C[SiH](C)C#C[SiH](C)C#Cc1cccc(C#C[SiH2]C)c1,0.0,C#C[SiH](C)C#C[SiH](C)C#Cc1cccc(C#C[SiH2]C)c1,644.0
1.0,C#Cc1cccc(N2COc3c(ccc4c5c(ccc34)CN(c3cccc(C#C)c3)CO5)C2)c1,0.0,C#Cc1cccc(N2COc3c(ccc4c5c(ccc34)CN(c3cccc(C#C)c3)CO5)C2)c1,380.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5ccc(Oc6cccc7c6C(=O)N(c6ccc(Oc8ccc(N9C(=O)c%10ccc(C#Cc%11ccccc%11)cc%10C9=O)cc8-c8ccccc8)cc6)C7=O)cc5)c4C3=O)cc2-c2ccccc2)cc1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(Oc2ccc(N3C(=O)c4cccc(Oc5ccc(Oc6cccc7c6C(=O)N(c6ccc(Oc8ccc(N9C(=O)c%10ccc(C#Cc%11ccccc%11)cc%10C9=O)cc8-c8ccccc8)cc6)C7=O)cc5)c4C3=O)cc2-c2ccccc2)cc1,525.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(N6C(=O)c7ccc(C#Cc8ccccc8)cc7C6=O)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(c4ccc(N6C(=O)c7ccc(C#Cc8ccccc8)cc7C6=O)cc4)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,518.0
1.0,C#Cc1cccc(N2COc3ccc(C(c4ccc5c(c4)CN(c4cccc(C#C)c4)CO5)(C(F)(F)F)C(F)(F)F)cc3C2)c1,0.0,C#Cc1cccc(N2COc3ccc(C(c4ccc5c(c4)CN(c4cccc(C#C)c4)CO5)(C(F)(F)F)C(F)(F)F)cc3C2)c1,494.0
1.0,C#Cc1cccc(C#C[Si](C)(C)O[Si](C)(C)C#Cc2cccc(C#C)c2)c1,0.0,C#Cc1cccc(C#C[Si](C)(C)O[Si](C)(C)C#Cc2cccc(C#C)c2)c1,604.0
1.0,C#Cc1ccc(C(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc(C(=O)c%10ccc(C#C)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,0.0,C#Cc1ccc(C(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(Oc5ccc(C(=O)c6ccc(Oc7ccc(C(C)(C)c8ccc(Oc9ccc(C(=O)c%10ccc(C#C)cc%10)cc9)cc8)cc7)cc6)cc5)cc4)cc3)cc2)cc1,480.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(c6ccc(Oc8cccc(Oc9ccc(N%10C(=O)c%11ccc(C#Cc%12ccccc%12)cc%11C%10=O)cc9)c8)cc6)C7=O)cc5C4=O)cc3)c2)cc1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(c6ccc(Oc8cccc(Oc9ccc(N%10C(=O)c%11ccc(C#Cc%12ccccc%12)cc%11C%10=O)cc9)c8)cc6)C7=O)cc5C4=O)cc3)c2)cc1,551.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(c6ccc(Oc8cccc(Oc9ccc(N%10C(=O)c%11ccc(C#Cc%12ccccc%12)cc%11C%10=O)cc9)c8)cc6)C7=O)cc5C4=O)cc3)c2)cc1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(-c6cccc7c6C(=O)N(c6ccc(Oc8cccc(Oc9ccc(N%10C(=O)c%11ccc(C#Cc%12ccccc%12)cc%11C%10=O)cc9)c8)cc6)C7=O)cc5C4=O)cc3)c2)cc1,568.9
1.0,Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)OC6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)c1,0.0,Nc1cccc(C#Cc2cccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)OC6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c2)c1,506.0
1.0,C#Cc1cccc(N2COc3ccc(C(C)(CC)c4ccc5c(c4)CN(c4cccc(C#C)c4)CO5)cc3C2)c1,0.0,C#Cc1cccc(N2COc3ccc(C(C)(CC)c4ccc5c(c4)CN(c4cccc(C#C)c4)CO5)cc3C2)c1,400.0
1.0,C#CCOc1ccc(N2COc3ccc(C(C)(C)c4ccc5c(c4)CN(c4ccc(OCC#C)cc4)CO5)cc3C2)cc1,0.0,C#CCOc1ccc(N2COc3ccc(C(C)(C)c4ccc5c(c4)CN(c4ccc(OCC#C)cc4)CO5)cc3C2)cc1,367.0
1.0,C#CC1=CC=C(OC2=C(C#CC3=CC=CC=C3)C=C(C4=NN=C(C5=CC=C(OC6=CC=C(C#C[Si](C)(C#CC7=CC=C(OC8=C(C#CC9=CC=CC=C9)C=C(C%10=NN=C(C%11=CC=C(OC%12=CC=C(C#C)C=C%12)C(C#CC%13=CC=CC=C%13)=C%11)O%10)C=C8)C=C7)C)C=C6)C(C#CC%14=CC=CC=C%14)=C5)O4)C=C2)C=C1,0.0,C#CC1=CC=C(OC2=C(C#CC3=CC=CC=C3)C=C(C4=NN=C(C5=CC=C(OC6=CC=C(C#C[Si](C)(C#CC7=CC=C(OC8=C(C#CC9=CC=CC=C9)C=C(C%10=NN=C(C%11=CC=C(OC%12=CC=C(C#C)C=C%12)C(C#CC%13=CC=CC=C%13)=C%11)O%10)C=C8)C=C7)C)C=C6)C(C#CC%14=CC=CC=C%14)=C5)O4)C=C2)C=C1,485.0
1.0,O=C1c2ccc(C#Cc3cccc4ccccc34)cc2C(=O)N1c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(c6cccc(Oc8cccc(Oc9cccc(N%10C(=O)c%11ccc(C#Cc%12cccc%13ccccc%12%13)cc%11C%10=O)c9)c8)c6)C7=O)cc5C4=O)c3)c2)c1,0.0,O=C1c2ccc(C#Cc3cccc4ccccc34)cc2C(=O)N1c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(c6cccc(Oc8cccc(Oc9cccc(N%10C(=O)c%11ccc(C#Cc%12cccc%13ccccc%12%13)cc%11C%10=O)c9)c8)c6)C7=O)cc5C4=O)c3)c2)c1,519.0
1.0,C#Cc1ccc([Si](C)(C=C)c2ccc(-c3cn(-c4ccc(-n5cc(-c6ccc([Si](C)(C=C)c7ccc(C#C)cc7)cc6)nn5)cc4)nn3)cc2)cc1,0.0,C#Cc1ccc([Si](C)(C=C)c2ccc(-c3cn(-c4ccc(-n5cc(-c6ccc([Si](C)(C=C)c7ccc(C#C)cc7)cc6)nn5)cc4)nn3)cc2)cc1,325.0
1.0,C#C[Si](C)(C)C#CB(F)F,0.0,C#C[Si](C)(C)C#CB(F)F,485.0
1.0,C[Si](C)(C#Cc1ccccc1)C#Cc1ccc(C#C[Si](C)(C)C#Cc2ccccc2)cc1,0.0,C[Si](C)(C#Cc1ccccc1)C#Cc1ccc(C#C[Si](C)(C)C#Cc2ccccc2)cc1,623.7
0.92,C#Cc1cccc(C#C[Si](C)(C#Cc2cccc(C#C)c2)C=C)c1,0.08,C#CC1=CC=CC(N2C(C(C=CC(OC3=CC=CC(C(N4C5=CC=C(OC6=CC(OC7=CC=C(N8C(C(C(OC9=CC=C(C(N(C%10=CC=CC(C#C)=C%10)C%11=O)=O)C%11=C9)=CC=C%12)=C%12C8=O)=O)C=C7)=CC=C6)C=C5)=O)=C3C4=O)=C%13)=C%13C2=O)=O)=C1,610.2
1.0,C#Cc1cccc(N2COc3c(cc(C=O)cc3OC)C2)c1,0.0,C#Cc1cccc(N2COc3c(cc(C=O)cc3OC)C2)c1,393.0
1.0,C#CCOc1ccc(Nc2nc(Nc3ccc(OCC#C)cc3)nc(Nc3ccc(OCC#C)cc3)n2)cc1,0.0,C#CCOc1ccc(Nc2nc(Nc3ccc(OCC#C)cc3)nc(Nc3ccc(OCC#C)cc3)n2)cc1,443.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1cccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(c5ccc(Oc7cccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)c7)cc5)C6=O)cc4C3=O)cc2)c1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1cccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(c5ccc(Oc7cccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)c7)cc5)C6=O)cc4C3=O)cc2)c1,557.0
1.0,C#Cc1ccc(S(=O)c2ccc(C#C[Si](C)(C#Cc3ccc(S(=O)c4ccc(C#C)cc4)cc3)c3ccccc3)cc2)cc1,0.0,C#Cc1ccc(S(=O)c2ccc(C#C[Si](C)(C#Cc3ccc(S(=O)c4ccc(C#C)cc4)cc3)c3ccccc3)cc2)cc1,449.0
1.0,BB(B)B(B)B(B(B)B)B1CC1c1cccc(C#C[Si](C)(C)C#Cc2cccc(C#C[SiH](C)C)c2)c1,0.0,BB(B)B(B)B(B(B)B)B1CC1c1cccc(C#C[Si](C)(C)C#Cc2cccc(C#C[SiH](C)C)c2)c1,552.0
1.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1cccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(c5ccc(Oc7cccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)c7)cc5)C6=O)cc4C3=O)cc2)c1,0.0,O=C1c2ccc(C#Cc3ccccc3)cc2C(=O)N1c1cccc(Oc2ccc(N3C(=O)c4ccc(Oc5cccc6c5C(=O)N(c5ccc(Oc7cccc(N8C(=O)c9ccc(C#Cc%10ccccc%10)cc9C8=O)c7)cc5)C6=O)cc4C3=O)cc2)c1,552.0
