MATS2pe,EState_VSA9,AATS0p,BCUTare-1l,RotRatio,MATS1v,NsssSiH,GATS2dv,MATS2i,BCUTi-1l,ETA_dAlpha_B,AATS0v,GATS5Z,SlogP_VSA1,EState_VSA4,SssCH2,VSA_EState5,GATS1se,Td5
0.0159606104213678,31.79415160644072,2.115196831206836,1.6824045321937662,0.25,0.0715879737548995,0.0,1.1621733106618808,-0.0888692864514617,8.137485439734048,0.0,256.870211599427,0.8704107733975323,18.9474518152002,0.0,0.9882184521847364,13.667299913215206,0.9855583255875724,438.0
0.133774448867114,18.9474518152002,1.829164632379838,2.144633713650065,0.1111111111111111,0.0084718152348922,0.0,0.7025979808525754,-0.1232830387596302,10.904990104949295,0.025531914893617,278.74839425739566,1.0906538055079051,38.54709073860211,30.7265419067959,0.0,11.37175982400026,0.6546446594964757,540.0
0.0130031022914651,22.320425698840616,1.6616854368908691,2.156489666943443,0.0909090909090909,0.0044207356768318,0.0,1.1696061140505585,0.220910478239246,10.91705990678272,0.0136752136752136,241.6668665873409,0.9232649716297776,19.27354536930105,47.09021201115407,2.512547045204863,7.314331543180375,0.8842267443037675,365.0
0.133774448867114,18.9474518152002,1.829164632379838,2.144633713650072,0.1111111111111111,0.0084718152348922,0.0,0.6812424191245335,-0.1232830387596302,10.904990104949285,0.025531914893617,278.74839425739566,1.0963106578041275,38.54709073860211,30.7265419067959,0.0,10.58113152833557,0.6546446594964757,521.0
0.0130031022914651,22.320425698840616,1.6616854368908691,2.15648966694344,0.0909090909090909,0.0044207356768318,0.0,1.1696061140505585,0.220910478239246,10.917059906782727,0.0136752136752137,241.6668665873409,0.9232649716297776,19.27354536930105,47.09021201115407,2.512547045204863,7.314331543180375,0.8842267443037678,458.0
0.3825160751240636,12.846699791240518,2.539756576348307,1.6824049625978066,0.0,0.1252373999214866,0.0,0.8036400529618828,-0.1409698265125167,8.137486896356956,0.0,290.24515301708453,1.4653190830235447,0.0,22.253805966787983,0.0,11.642408607429005,1.740350975119645,612.0
0.1533447437967453,9.473725907600098,1.8465171805182408,2.144633713624797,0.0909090909090909,0.0138841966049442,0.0,0.6751351724112223,-0.0856273767751888,10.904990104948748,0.024031007751938,280.73841674884994,1.1189086585234027,29.07336483100201,30.7265419067959,0.0,9.47406118770394,0.6081816496592745,493.0
-0.2223660032759653,12.846699791240518,2.5629327087810228,1.697825715156001,0.0344827586206896,0.0211976840823364,1.0,1.0852944809346663,-0.0419581726503134,8.142001995792715,0.0,302.6425249921771,1.4657987992054895,5.186725645687458,22.253805966787983,0.0,11.803366601355073,1.4721574181534456,755.0
0.3736129101881573,23.684314769000245,1.7699746449347615,2.134252657551184,0.0975609756097561,0.0161909757730482,0.0,0.5166155394985555,0.325649837421102,10.89482346100188,0.0443021346469621,280.08295836820656,0.99170305920267,43.28395369240215,133.46007550615548,0.0,-4.169203140453762,0.5731907371009539,576.0
0.1311797873446933,18.9474518152002,1.84489660944518,2.134252869782039,0.1079136690647482,0.0227997757826687,0.0,0.7105265027557698,-0.0991742990664587,10.894823470731202,0.0199999999999999,277.6323650302431,1.0405342875651662,38.54709073860211,42.82607385741853,0.0,12.55871582969384,0.6358895355799998,548.0
0.0603481585336209,22.320425698840616,1.638665047658636,2.1564893759798225,0.1111111111111111,0.0150213786627935,0.0,1.164147004147004,0.2259744914074302,10.917059892737802,0.0111111111111111,236.33526539295235,0.9171264484187864,19.27354536930105,47.09021201115407,2.503685621100221,7.360047440662061,0.8807667296831413,371.0
0.8540416163168848,33.422435283432776,3.3303192541916182,1.6873350036222292,0.2272727272727272,0.1215945184546078,0.0,0.7838933084161387,-0.0960924517136099,8.13663827941721,0.0,281.94878982404566,1.161128723138252,0.0,22.253805966787983,0.0,11.769651929976815,2.042643278232521,489.0
