ETA_psi_1,MINtsC,GATS5p,MATS2pe,GATS5dv,AXp-3d,fr_Ar_NH,SPS,GATS2c,GATS5m,AATS6v,EState_VSA9,BalabanJ,AATS5se,GATS5c,GATS6i,GATS3d,AATS0p,BCUTare-1h,ATSC0c,BCUTare-1l,RotRatio,Mp,BCUTi-1h,MDEC-33,MATS2dv,AATS6p,AETA_beta_ns_d,C2SP3,MATS1v,NsssSiH,GATS5d,ETA_epsilon_5,AATS6i,ETA_dEpsilon_D,AETA_beta_ns,AATS1v,IC2,nRot,GATS2dv,AATS4are,MATS2i,GATS6are,GATS2Z,BCUTi-1l,ETA_dAlpha_B,GATS1p,VSA_EState3,AATS3are,AATS0v,MATS5c,GATS5Z,GATS5v,AATS8v,IC3,SlogP_VSA1,EState_VSA4,GATS1c,AATS3d,BCUT2D_MRLOW,SssCH2,VSA_EState5,AATS5v,GATS1se,AATSC0dv,BCUTs-1l,BCUTv-1l,ETA_epsilon_4,GATS8c,Td5
0.6488549618320615,2.4298005923613344,0.7067850058956138,0.0159606104213678,0.9839410542225584,0.2078755995743814,0.0,9.548387096774194,1.4175006509571253,0.8855388645371508,175.7397549780012,31.79415160644072,1.8145383811956235,7.464920363636364,0.9451907031811648,0.6287001412934657,1.0899653979238757,2.115196831206836,3.525302962857744,1.3282946732478818,1.6824045321937662,0.25,0.7420907131192164,13.630202012357222,0.9128361498274138,-0.0263395283311524,1.4269541790884177,0.064516129032258,0.0,0.0715879737548995,0.0,0.8482620320855615,0.7747311827956984,160.61630280963277,0.0,0.7096774193548387,300.69943856445,3.826636531627806,8.0,1.1621733106618808,5.887981481481482,-0.0888692864514617,1.637039321045686,1.3853445681613,8.137485439734048,0.0,1.3584665314601323,0.0,6.182941176470587,256.870211599427,-0.0239416481497323,0.8704107733975323,0.961648116784122,200.1523338380911,4.263000167991443,18.9474518152002,0.0,1.433287511302257,2.92156862745098,0.3513121689778298,0.9882184521847364,13.667299913215206,191.1333083915625,0.9855583255875724,3.88833792470156,0.2762295259944575,14.705885394182069,0.4773092369477903,0.8603320582726622,438.0
0.5822454308093986,3.061280085300907,0.9325336478111316,0.133774448867114,1.1841347974873042,0.1710102258983315,0.0,13.4468085106383,0.8029561402283848,1.0863042018723132,232.8826339380819,18.9474518152002,0.5365304430185142,7.9025853333333345,0.7335129602284808,1.0753406795037217,1.1734686599917703,1.829164632379838,3.5602812584101287,2.6290948120175672,2.144633713650065,0.1111111111111111,0.7585827139837971,14.547286073293916,0.0,0.054521819196091,1.6349424370435384,0.0212765957446808,0.0,0.0084718152348922,0.0,1.0488476150274375,0.8148936170212779,148.52802310532178,0.0,0.8936170212765957,315.9739108953731,3.738221063563856,12.0,0.7025979808525754,6.500137499999999,-0.1232830387596302,0.9465999542918402,0.7213247605140634,10.904990104949295,0.025531914893617,0.8589046043027914,0.0,6.451930599369086,278.74839425739566,0.2291639069147452,1.0906538055079051,0.9809960910672098,218.86426617740685,5.23710445528163,38.54709073860211,30.7265419067959,1.4928156642938133,3.864353312302839,0.0909960550135829,0.0,11.37175982400026,242.0424875097129,0.6546446594964757,3.8414792387543257,1.425990967947154,14.701764209759688,0.5304761904761894,1.1939603627215891,540.0
0.6400449943757035,2.724215170528149,0.9577512107168612,0.0130031022914651,0.9117680371503,0.1766633220238006,0.0,14.256410256410255,1.3226046848780408,0.9247424979023858,180.36036152752,22.320425698840616,1.26586361533576,7.298458128440367,0.8379309729178833,1.0921107521046824,1.3735362997658076,1.6616854368908691,3.52221467792557,0.9764165725920656,2.156489666943443,0.0909090909090909,0.7138574156035754,14.544520130372655,8.333425874336802,-0.0575742642736106,1.3654329488467114,0.0,0.0,0.0044207356768318,0.0,1.0232215370732438,0.7598290598290594,155.23620844760703,0.0,0.717948717948718,283.4953168336268,4.415586139196525,4.0,1.1696061140505585,5.8654354066985634,0.220910478239246,0.9621228955933367,0.8856145536690581,10.91705990678272,0.0136752136752136,0.973443423897944,0.0,6.031880952380952,241.6668665873409,-0.0202903238172574,0.9232649716297776,0.9519301094748605,194.07381528815432,5.1591074277299525,19.27354536930105,47.09021201115407,1.4451315784142438,3.583333333333333,0.2884733904244219,2.512547045204863,7.314331543180375,170.97752950587292,0.8842267443037675,3.4706994328922494,1.175120909546427,14.705883804163154,0.4775577557755758,1.0742981158165312,365.0
0.5822454308093986,3.061697142770157,0.9090592105361514,0.133774448867114,1.2300940012615518,0.1693959146700078,0.0,13.4468085106383,0.8270281312104287,1.0901373174626845,238.8086184374888,18.9474518152002,0.5588153614345199,7.923070198083066,0.8066655767323249,1.1074489065200406,1.1684323138115484,1.829164632379838,3.560336473073201,2.6568573913266897,2.144633713650072,0.1111111111111111,0.7585827139837971,14.547286096627577,0.0,0.0760355702702665,1.6592886147193375,0.0212765957446808,0.0,0.0084718152348922,0.0,1.1221558549798585,0.8148936170212779,147.98466446831466,0.0,0.8936170212765957,315.9739108953731,3.869414285026504,12.0,0.6812424191245335,6.5582062500000005,-0.1232830387596302,1.0469562876033962,0.7213247605140634,10.904990104949285,0.025531914893617,0.8589046043027914,0.0,6.45439116719243,278.74839425739566,0.1968560384982669,1.0963106578041275,0.9538822972802626,213.606110282676,5.432481911694282,38.54709073860211,30.7265419067959,1.4784230847395756,3.914826498422713,0.0909253424994979,0.0,10.58113152833557,246.29586519086,0.6546446594964757,3.8414792387543257,1.4025180612100692,14.70176420949658,0.5304761904761894,1.204253899702431,521.0
0.6400449943757034,2.724215170528149,0.9577512107168612,0.0130031022914651,0.9117680371503002,0.1766633220238005,0.0,14.256410256410255,1.3226046848780408,0.9247424979023858,180.36036152752,22.320425698840616,1.2658636153357596,7.298458128440366,0.8379309729178832,1.0921107521046824,1.3735362997658076,1.6616854368908691,3.5222146779255823,0.9764165725920656,2.15648966694344,0.0909090909090909,0.7138574156035754,14.544520130372618,8.333425874336802,-0.0575742642736107,1.3654329488467114,0.0,0.0,0.0044207356768318,0.0,1.0232215370732438,0.7598290598290594,155.23620844760703,0.0,0.717948717948718,283.4953168336268,4.386600631950148,4.0,1.1696061140505585,5.8654354066985634,0.220910478239246,0.9621228955933367,0.8856145536690581,10.917059906782727,0.0136752136752137,0.973443423897944,0.0,6.031880952380952,241.6668665873409,-0.0202903238172574,0.9232649716297776,0.95193010947486,194.07381528815432,5.130121920483576,19.27354536930105,47.09021201115407,1.4451315784142436,3.583333333333333,0.288473390424421,2.512547045204863,7.314331543180375,170.97752950587287,0.8842267443037678,3.470699432892249,1.1751209095464306,14.705883804163166,0.4775577557755758,1.0742981158165312,458.0
0.7980456026058635,2.621413424399813,2.077100997110275,0.3825160751240636,1.171426687621775,0.2054513533503216,0.0,9.391304347826088,1.0435111913658934,1.4137232641439603,236.38411644655795,12.846699791240518,2.235649698099192,7.044598,1.0190797273091277,1.352849333515727,0.7845982142857143,2.539756576348307,2.8689823067126463,0.206861391180504,1.6824049625978066,0.0,0.8128157224013514,11.627416970868028,1.2034259748353635,0.1714343617471588,2.073090225770394,0.0,0.0,0.1252373999214866,0.0,1.7091517857142862,0.6673913043478258,142.32650605648703,0.0,0.8695652173913043,337.485990300962,3.5543823469564297,0.0,0.8036400529618828,5.516447368421052,-0.1409698265125167,1.4623082119214057,1.4735879601870734,8.137486896356956,0.0,1.3224052009813985,0.0,5.705897435897435,290.24515301708453,0.3546945919193527,1.4653190830235447,1.320783345122557,184.696825943792,4.169766962341044,0.0,22.253805966787983,1.5143671869486937,2.923076923076923,1.5996088276691496,0.0,11.642408607429005,271.9330405574505,1.740350975119645,3.016111882208748,0.2762324344875714,20.23009165096524,0.426119402985075,0.5133172094415608,612.0
0.5892514395393466,3.0594970421998227,0.9087741329187388,0.1533447437967453,1.2521735718583022,0.1685768186304521,0.0,13.72093023255814,0.7742164502990245,1.1090376682122125,243.6266967543272,9.473725907600098,0.6232001909719279,7.902318758620691,1.1543635440284843,1.094583240045405,1.170110474631751,1.8465171805182408,3.5586044452216576,2.139647930230844,2.144633713624797,0.0909090909090909,0.7629811377245508,14.547262482651725,0.0,0.0690073564358097,1.6792344694937082,0.0116279069767441,0.0,0.0138841966049442,0.0,1.086723291382132,0.8077519379844973,147.99475030316523,0.0,0.8953488372093024,318.3112237355763,3.80152679010314,9.0,0.6751351724112223,6.4597533333333335,-0.0856273767751888,0.9805118484633226,0.7135892004857521,10.904990104948748,0.024031007751938,0.830976872842383,0.0,6.380931506849316,280.73841674884994,-0.0847747582050729,1.1189086585234027,0.9316807459966604,227.5880288158109,5.400735096813563,29.07336483100201,30.7265419067959,1.5119392812052344,3.9315068493150687,0.0909933157997547,0.0,9.47406118770394,244.25214705449008,0.6081816496592745,3.7723725286160255,1.4185977022602667,14.701764209759824,0.5274305555555545,1.1867432323330602,493.0
0.7851239669421491,2.6435864878783417,2.1495778074070424,-0.2223660032759653,0.9310204627799736,0.1988137333365597,0.0,9.148148148148149,1.0852618645757552,1.4081374446205783,271.7714913634208,12.846699791240518,1.9642192874126072,7.047946666666666,1.1924935316348573,1.0952290192022738,1.0402687169928553,2.5629327087810228,2.870970927729214,0.2498384328156067,1.697825715156001,0.0344827586206896,0.8302282133407605,11.629192522479968,2.019847727718784,-0.1901362570719986,2.2459979196380977,0.0,0.0,0.0211976840823364,1.0,0.9180274024024028,0.6589285714285712,141.02775115348922,0.0132936507936507,0.9629629629629628,340.97230849940183,3.4793959916725394,1.0,1.0852944809346663,5.538987951807229,-0.0419581726503134,1.220316887284397,0.927077026639475,8.142001995792715,0.0,1.4136917475612012,1.1932489816914422,5.632482758620689,302.6425249921771,0.2369371909186562,1.4657987992054895,1.3042318628111988,231.2104511669671,4.505110325064033,5.186725645687458,22.253805966787983,1.320282921109993,3.1954022988505746,1.601227723757801,0.0,11.803366601355073,268.2282478212124,1.4721574181534456,2.919055345231657,0.3653631152982361,20.230091633689018,0.4305194805194807,0.5599190083903701,755.0
0.4963514093575611,3.008482858967356,0.9175060104026508,0.3736129101881573,1.016234993504512,0.1641169833003279,0.0,13.66896551724138,0.7590994572541806,0.9826921937555494,249.11295294188628,23.684314769000245,0.5364369930240542,8.2627101302682,0.7908758331614676,0.9923268303263568,1.0775821341216667,1.7699746449347615,4.144100601569801,4.550193457643589,2.134252657551184,0.0975609756097561,0.7393089030061704,17.446668534272384,0.0,0.1938929259149258,1.6073606639506823,0.0172413793103448,0.0,0.0161909757730482,0.0,1.0282382419256386,0.9180952380952396,154.77005711613626,0.0,0.7620689655172413,320.94631051588846,4.291802871464177,16.0,0.5166155394985555,7.01127027027027,0.325649837421102,0.9515327176148924,0.5846207860545644,10.89482346100188,0.0443021346469621,0.8634921489607873,1.1785378066408905,6.683094420600859,280.08295836820656,0.2178040575282876,0.99170305920267,0.9770629247117386,234.3264588573516,5.7247834213335365,43.28395369240215,133.46007550615548,1.6509842822614669,4.296137339055794,-0.1389763762069302,0.0,-4.169203140453762,253.41716579081844,0.5731907371009539,4.795743255430441,1.2168545749853072,13.299890586625184,0.6017636684303417,1.1084436261881274,576.0
0.6075949367088596,3.186414654716532,0.9685159064365014,0.1311797873446933,1.1545899673870736,0.1672293399222161,0.0,13.1,0.8393990371689154,1.0364221548067485,233.0309915200862,18.9474518152002,0.4807350258344187,7.771879688311689,0.881988468370011,1.044274386811,1.1664054911147936,1.84489660944518,3.5610725267833985,2.7532086229742583,2.134252869782039,0.1079136690647482,0.7615487923030342,14.547333567961571,0.0,0.0685250172235617,1.6376410390156275,0.0166666666666666,0.0,0.0227997757826687,0.0,1.0995784007147644,0.7900000000000016,148.79065371134595,0.0,0.9166666666666666,316.5527738602207,3.9499177476001823,15.0,0.7105265027557698,6.36692,-0.0991742990664587,1.2036611415620455,0.7481628562945367,10.894823470731202,0.0199999999999999,0.8247114166922017,2.592140881957902,6.297772093023256,277.6323650302431,0.2047639100888028,1.0405342875651662,0.9714181696242852,219.09935091839927,5.702881569082707,38.54709073860211,42.82607385741853,1.4716363533134198,4.04186046511628,0.0877420963814561,0.0,12.55871582969384,244.31542297705303,0.6358895355799998,3.664941295290999,1.355162340214067,14.701764154443463,0.5115107913669079,1.0864297486128895,548.0
