MINtsC,GATS5p,MATS2pe,AATS5se,AATS0p,Mp,C2SP3,MATS1v,GATS2dv,VSA_EState3,AATS0v,EState_VSA4,SssCH2,GATS1se,Td5
2.4298005923613344,0.7067850058956138,0.0159606104213678,7.464920363636364,2.115196831206836,0.7420907131192164,0.0,0.0715879737548995,1.1621733106618808,0.0,256.870211599427,0.0,0.9882184521847364,0.9855583255875724,438.0
3.061280085300907,0.9325336478111316,0.133774448867114,7.9025853333333345,1.829164632379838,0.7585827139837971,0.0,0.0084718152348922,0.7025979808525754,0.0,278.74839425739566,30.7265419067959,0.0,0.6546446594964757,540.0
2.724215170528149,0.9577512107168612,0.0130031022914651,7.298458128440367,1.6616854368908691,0.7138574156035754,0.0,0.0044207356768318,1.1696061140505585,0.0,241.6668665873409,47.09021201115407,2.512547045204863,0.8842267443037675,365.0
3.061697142770157,0.9090592105361514,0.133774448867114,7.923070198083066,1.829164632379838,0.7585827139837971,0.0,0.0084718152348922,0.6812424191245335,0.0,278.74839425739566,30.7265419067959,0.0,0.6546446594964757,521.0
2.724215170528149,0.9577512107168612,0.0130031022914651,7.298458128440366,1.6616854368908691,0.7138574156035754,0.0,0.0044207356768318,1.1696061140505585,0.0,241.6668665873409,47.09021201115407,2.512547045204863,0.8842267443037678,458.0
2.621413424399813,2.077100997110275,0.3825160751240636,7.044598,2.539756576348307,0.8128157224013514,0.0,0.1252373999214866,0.8036400529618828,0.0,290.24515301708453,22.253805966787983,0.0,1.740350975119645,612.0
3.0594970421998227,0.9087741329187388,0.1533447437967453,7.902318758620691,1.8465171805182408,0.7629811377245508,0.0,0.0138841966049442,0.6751351724112223,0.0,280.73841674884994,30.7265419067959,0.0,0.6081816496592745,493.0
2.6435864878783417,2.1495778074070424,-0.2223660032759653,7.047946666666666,2.5629327087810228,0.8302282133407605,0.0,0.0211976840823364,1.0852944809346663,1.1932489816914422,302.6425249921771,22.253805966787983,0.0,1.4721574181534456,755.0
3.008482858967356,0.9175060104026508,0.3736129101881573,8.2627101302682,1.7699746449347615,0.7393089030061704,0.0,0.0161909757730482,0.5166155394985555,1.1785378066408905,280.08295836820656,133.46007550615548,0.0,0.5731907371009539,576.0
3.186414654716532,0.9685159064365014,0.1311797873446933,7.771879688311689,1.84489660944518,0.7615487923030342,0.0,0.0227997757826687,0.7105265027557698,2.592140881957902,277.6323650302431,42.82607385741853,0.0,0.6358895355799998,548.0
2.7425284326922665,0.9537463084861254,0.0603481585336209,7.242709808580858,1.638665047658636,0.7073742514970058,0.0,0.0150213786627935,1.164147004147004,0.0,236.33526539295235,47.09021201115407,2.503685621100221,0.8807667296831413,371.0
2.628765418065261,0.9309063780843444,0.8540416163168848,7.498481511111112,3.3303192541916182,0.8161372401264884,0.0,0.1215945184546078,0.7838933084161387,0.0,281.94878982404566,22.253805966787983,0.0,2.042643278232521,489.0
2.603767764493408,1.77686143629977,0.1774348033827111,7.132333135933954,2.4739234446808696,0.8115846163535,0.0,0.108313179475928,0.8347154902307758,0.0,292.3045183054432,21.988389262449378,0.0,1.6166931005153746,601.9
2.950168814597068,0.9259765848935548,0.3525704152862475,8.378659374149661,1.8097857040132432,0.7518573124022226,0.0,0.0156475851779128,0.5132548644090394,0.0,282.7092259984699,9.799819461700956,0.0,0.5310835599306096,527.4
2.6317864247789906,1.2135703018227917,0.5818615847443905,7.164588862745097,2.8269405695240417,0.8140223145545643,0.0,0.1169215584867406,0.7888953017238868,0.0,287.2313721020622,22.253805966787983,0.0,1.949013172751224,446.0
2.6382367760005745,1.260171543192973,0.2832215280311914,7.225343368421052,2.4312779577106665,0.7782549567531605,0.0,-0.0157157411519237,0.998667810425866,0.0,269.1279112600837,22.50167553276112,0.0,1.9682787912234456,632.4
3.08343253094126,0.971443772668665,0.1171405365496104,7.696567424,1.8683448342775573,0.7670598917549516,0.0,0.0329703102670139,0.7194477085781434,0.0,279.8064252628806,64.7707926178244,0.0,0.5133198200523897,547.0
2.4887990599667864,0.7275150846485571,0.0721219814091452,7.18575077142857,1.8863256324016773,0.7182853132444788,0.0,0.0649861414885049,1.1608882789705983,0.0,240.5681801943551,22.99804733313562,1.1370500886445245,0.9581826388184302,422.0
2.5938925309370875,1.6866217561822792,0.1796529607146727,7.215893157033249,2.40824681527104,0.8072685034591014,0.0,0.09843740421722,0.8085963012582831,0.0,291.6854411231739,21.72297255811077,0.0,1.4950895229201533,613.0
1.97019211388259,0.7177486532808794,0.1972612188092969,7.442641750000001,2.899852901720612,0.8446730345760095,0.0,0.1076532179954023,0.7094737631700339,1.6978703703703708,317.93936049110533,10.373451291374916,0.0,0.9283867157686244,595.0
2.621413424399813,2.077100997110275,0.3825160751240636,7.044598,2.539756576348307,0.8128157224013514,0.0,0.1252373999214866,0.8036400529618828,0.0,290.24515301708453,22.253805966787983,0.0,1.740350975119645,640.0
3.0853079110792923,0.9301015737740532,0.1560260831893742,7.728394727272726,1.8968435124507603,0.7740939208539446,0.0,0.0351696135581022,0.7020369347812748,0.0,282.6266335346867,22.253805966787983,0.0,0.5214875261072514,587.0
1.6404793398841018,1.028783767778903,0.4634450905377547,8.271688461538462,3.662356496268105,0.8773639457926253,0.0,0.0703871678517635,0.2384375771033802,0.0,352.5585145149951,0.0,0.0,1.0112884750887248,485.0
2.673078122841831,0.992284267893226,-0.0641583476312066,7.609405076923075,1.5886203140983572,0.6953673652694612,0.0,-0.0228249179157717,1.1276835944398194,0.0,231.8339263410635,40.42152082225493,1.2276397549760647,0.8852168801844108,395.0
3.526781534224092,2.131380696500743,0.0918113354034651,7.382558564593301,2.5055809263920352,0.8066547486422504,0.0,0.085216487613285,0.9799891964261136,4.134151383796045,289.4323238941517,37.33660882655866,0.0,1.7287793154140692,625.0
2.9776587418651044,0.922247584498889,0.3981229246254032,8.414011408934707,1.7476585124495023,0.7325112779319409,0.0,0.0191777306433745,0.4779462558717879,0.9820040204906146,279.4769110288449,66.73003775307771,0.0,0.5677420157033062,546.0
2.658110985134795,0.8628914665281616,-0.0612010748493326,7.3884892941176465,1.6856636052592586,0.7203073015259807,0.0,-0.0098207227602222,1.1923480083857445,0.0,246.45367921862604,23.54510600557704,1.4119406651549506,0.8813087053804902,384.0
2.5744370274707324,1.5316334381660777,0.1653552101913246,7.410551257420126,2.2943305006457377,0.7971108560942631,0.0,0.0777019713596483,0.77885625178225,0.0,289.6733710219983,24.7547843131982,0.0,1.350755034431068,549.0
2.5621812861718567,0.8756658692526252,0.1871322289349284,7.931371703703705,1.9657287259921503,0.7804393627838664,0.0,0.0122446820264803,0.7187929452264316,0.0,285.8833142347588,22.253805966787983,0.0,0.6170034547764386,535.0
2.498658992256761,0.895069794943789,0.1332231701294365,8.116532903553301,1.826971843957136,0.7592539772068765,0.0,-0.0017282668127062,0.6402483949057993,0.0,282.4238732685556,29.399458385102868,0.0,0.6612193034700183,522.0
3.512633743120756,1.811441697144566,0.5215093231537228,6.364956874371859,3.6866326889295338,0.9324371656686627,0.0,0.0231454424787766,1.0004184220000218,0.0,352.3382434011327,11.126902983393991,0.0,1.2072056608302697,762.0
2.84307153969132,0.9554123071940124,0.3878474959663983,8.45526877094972,1.7883337982582663,0.7447015391439343,0.0,0.0158638206694852,0.48725713578905,0.0,283.62543405446235,54.59730361615449,0.0,0.5491557947096265,545.0
2.452516302151771,0.9194248480946784,-0.1073541760986232,7.368334481012658,1.616482902078143,0.7030948674080412,0.0,-0.0286176910796576,1.2540983606557377,0.0,238.34683495294163,23.73116634716395,1.696282547352172,0.8866435690823209,348.0
2.7412144904258,1.0356322064597845,-0.0019297560963879,6.822732784313726,3.5774792227275003,0.8948907185628744,0.0,0.0398183017796078,0.8984927232319787,0.0,327.38871646676006,5.462803260414833,0.0,2.064897676463095,650.0
2.621413424399813,2.077100997110275,0.3825160751240636,7.044598,2.539756576348307,0.8128157224013514,0.0,0.1252373999214866,0.8036400529618828,0.0,290.24515301708453,22.253805966787983,0.0,1.740350975119645,593.0
3.164800820415911,0.9644411534012012,0.1505433858289125,7.855440277456648,1.8607189853210149,0.7662262504402958,0.0,0.0201144669449533,0.6647028743253617,2.5032212332900423,281.79436668070406,30.7265419067959,0.0,0.6003999494378656,532.0
3.18990662005543,2.563039958623882,0.0565759793766977,6.9223184,2.631774395871438,0.8094143338323354,0.0,0.0375031013929276,0.9592072821603432,0.0,285.61903031430575,11.126902983393991,0.0,1.6470843362531946,679.0
