SpMAD_A,ATS2dv,ATS0Z,ATS3v,AATS1d,AATS2d,AATS3d,AATS1v,AATS2v,AATS1p,AATS2p,AATS3p,AATS0i,AATS2i,AATS3i,GATS2Z,GATS1m,GATS2m,GATS1v,GATS1p,GATS1i,VE2_Dzi,Xch-6d,Xc-5dv,Xp-3dv,Mp,NaasC,ETA_alpha,ETA_shape_p,ETA_shape_y,AETA_beta,AETA_beta_s,AETA_beta_ns,AETA_eta_F,AETA_eta_FL,fMF,IC1,IC2,SIC3,SIC4,CIC3,MIC1,PEOE_VSA10,VSA_EState6,MID_C,piPC4,piPC8,piPC9,piPC10,RotRatio,BCUT2D_MRHI,SMR_VSA10,sp_d
1.118033988749895,4.0,154.0,2068.2229763494,1.6923076923076923,1.5,1.2222222222222223,185.99360530409044,112.5840161722234,1.5001648538461536,1.0301801491163334,0.7791907250957038,168.310996043035,161.526899848108,170.9889728002587,1.3270833333333332,1.7499999999999998,1.3270833333333332,1.75,1.75,1.7500000000000009,0.4935437288187483,0.0,0.0,0.5,0.5709123182207013,0,2.0,0.5,0.0,0.375,0.375,0.0,0.0,0.0,0.0,1.1488348542809166,1.8423709931771088,0.4838978847239801,0.4838978847239801,1.964983928880496,9.983547306657968,0.0,0.0,6.871320343559642,0.0,0.0,0.0,0.0,0.3333333333333333,4.122205166699432,0.0,14.1
1.092820323027551,8.0,192.0,3075.0213213045254,1.875,1.6333333333333333,1.3333333333333333,191.9316877152214,120.51878332652322,1.5323832325,1.0804004574547,0.8349910676938888,167.822564984764,160.0282598440147,169.32381724015502,1.36,1.7000000000000002,1.36,1.7,1.7,1.7000000000000002,0.4407225226103045,0.0,0.0,0.7071067811865476,0.5759604085945755,0,2.5,0.4,0.0,0.4,0.4,0.0,0.0,0.0,0.0,1.1595547523787308,2.027489311329524,0.5753186792590907,0.5753186792590907,1.7358691179015835,10.024580662461451,0.0,0.0,8.849873734152917,0.6931471805599453,0.0,0.0,0.0,0.5,4.236962415414642,0.0,14.5
1.0452503719011013,8.0,192.0,3576.938552942056,1.875,1.8,1.3333333333333333,191.9316877152214,128.02303044116397,1.5323832325000002,1.1139479336163334,0.9464796352190556,167.822564984764,160.210490266963,164.0246331882635,1.208888888888889,1.7000000000000002,1.208888888888889,1.7,1.7,1.7000000000000002,0.4403917411876771,0.0,0.0,0.816496580927726,0.5759604085945755,0,2.5,0.6,0.2,0.4,0.4,0.0,0.0,0.0,0.0,1.2772018112022605,2.1739731346044096,0.6508021860865488,0.6508021860865488,1.4273330886170823,11.437639485990864,0.0,0.0,8.696801932082174,0.0,0.0,0.0,0.0,0.25,4.323050049794361,0.0,13.7
1.164653069144978,12.0,230.0,4081.819666259651,2.0,1.7222222222222223,1.4222222222222225,195.99458620704783,125.8086280960564,1.5544273863157896,1.113880663013611,0.8684712732528,167.4806632439743,159.02916650795248,168.3247239040928,1.3822751322751323,1.6666666666666672,1.3822751322751323,1.666666666666667,1.6666666666666667,1.6666666666666674,0.4019661741155279,0.0,0.0,0.9571067811865476,0.5794940718562873,0,3.0,0.3333333333333333,0.0,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.0,1.1567796494470397,2.046439344671016,0.5660527641737118,0.5660527641737118,1.875488750216347,9.93078633505631,0.0,0.0,10.839150429449552,1.0986122886681098,0.0,0.0,0.0,0.6,4.307622205179771,0.0,14.9
1.1506684263216709,16.0,268.0,5088.618011214776,2.090909090909091,1.7857142857142858,1.4814814814814814,198.9494214738308,129.587088645723,1.570459498181818,1.1377950955556906,0.8907914102920742,167.22795326165146,158.31552841076524,167.65866168005135,1.3983843537414964,1.6428571428571423,1.3983843537414966,1.6428571428571428,1.6428571428571432,1.642857142857142,0.3719488949815753,0.0,0.0,1.2071067811865477,0.5821059099192918,0,3.5,0.2857142857142857,0.0,0.4285714285714285,0.4285714285714285,0.0,0.0,0.0,0.0,1.149229761516282,2.0242600666933592,0.56729414595819,0.6202514033800706,1.9573717395066903,9.795918872531844,0.0,0.0,12.83378877709787,1.3862943611198906,0.0,0.0,0.0,0.6666666666666666,4.354233382977567,0.0,15.3
1.1896926207859084,20.0,306.0,6095.416356169901,2.16,1.8333333333333333,1.5238095238095235,201.19509627658576,132.42093405797291,1.5826439032,1.15573091996225,0.9067343653201272,167.03356096755698,157.78029983787476,167.18290294859315,1.410590277777778,1.6250000000000009,1.410590277777778,1.6249999999999998,1.6250000000000002,1.625,0.3478050876711578,0.0,0.0,1.4571067811865477,0.584115016121603,0,4.0,0.25,0.0,0.4375,0.4375,0.0,0.0,0.0,0.0,1.1401156785146092,1.987773371487984,0.5457890166997817,0.6112493408700472,2.134991346320266,9.652753964598196,0.0,0.0,14.83110795092203,1.6094379124341005,0.0,0.0,0.0,0.7142857142857143,4.386659234682541,0.0,15.6
0.9230807650441132,26.0,306.0,8103.085282720021,2.16,2.375,1.4761904761904765,201.19509627658576,151.18155184457478,1.5826439032,1.2395996103663334,1.1615653768062222,167.03356096755698,158.2358758952455,155.07048225855544,1.0344328703703705,1.6250000000000009,1.0344328703703705,1.6249999999999998,1.6250000000000002,1.6250000000000002,0.3484790786513634,0.0,0.0,1.0206207261596576,0.584115016121603,0,4.0,0.625,0.125,0.4375,0.4375,0.0,0.0,0.0,0.0,1.367043929664229,2.1097379321298906,0.5680110578418074,0.5680110578418074,2.0305379815181235,12.378389189156284,0.0,0.0,14.279080744360847,1.9459101490553128,0.0,0.0,0.0,0.1428571428571428,4.620951578734183,0.0,14.3
1.180833669927787,24.0,344.0,7102.214701125027,2.2142857142857144,1.8703703703703705,1.5555555555555556,202.9595550501789,134.62503604527842,1.592217364285714,1.1696810056117963,0.9186915815911666,166.8793877687924,157.36401094784884,166.8260838999995,1.4201646090534978,1.6111111111111116,1.4201646090534987,1.6111111111111116,1.6111111111111112,1.611111111111111,0.3278353502230429,0.0,0.0,1.7071067811865477,0.5857084451786084,0,4.5,0.2222222222222222,0.0,0.4444444444444444,0.4444444444444444,0.0,0.0,0.0,0.0,1.1307380174672108,1.9468642921079096,0.5209877240611809,0.6094620657696597,2.3270325329435875,9.513577044113823,0.0,0.0,16.829767537834112,1.791759469228055,0.6931471805599453,0.0,0.0,0.75,4.410192972620589,0.0,15.8
1.205334836666454,28.0,382.0,8109.013046080152,2.2580645161290325,1.9,1.5802469135802468,204.3825056740444,136.38831763512283,1.5999378974193543,1.1808410741314332,0.927991638690864,166.7541220447962,157.0309798358281,166.54855797331558,1.427878787878788,1.6000000000000003,1.4278787878787882,1.6000000000000003,1.6,1.6,0.3109586709532336,0.0,0.0,1.957106781186548,0.5870031062874252,0,5.0,0.2,0.0,0.45,0.45,0.0,0.0,0.0,0.0,1.1216407621868585,1.9056390622295665,0.4966917186688699,0.5905639062229566,2.51654140665565,9.382863888284351,0.0,0.0,18.82909733129015,1.9459101490553128,1.0986122886681098,0.6931471805599453,0.0,0.7777777777777778,4.427876276700977,0.0,15.8
1.2160383017597922,36.0,458.0,10122.609735990402,2.324324324324324,1.9444444444444444,1.616161616161616,206.53616067232733,139.03324001988943,1.6116230286486486,1.1975811769108888,0.9415189944722424,166.56292699238088,156.531433167797,166.14488389813894,1.4395477207977212,1.5833333333333337,1.4395477207977208,1.5833333333333333,1.5833333333333337,1.5833333333333337,0.2838017777008604,0.0,0.0,2.457106781186548,0.5889791679798301,0,6.0,0.1666666666666666,0.0,0.4583333333333333,0.4583333333333333,0.0,0.0,0.0,0.0,1.1050139971135322,1.828234437073212,0.4533202832557829,0.5460397171772127,2.8689355265435226,9.150633290263617,0.0,0.0,22.82859467638218,2.19722457733622,1.6094379124341005,1.3862943611198906,1.0986122886681098,0.8181818181818182,4.452404810851859,0.0,16.0
