SpMAD_A,ATS2dv,ATS3dv,ATS0Z,ATS3v,AATS1d,AATS2d,AATS3d,AATS1v,AATS2v,AATS1p,AATS2p,AATS3p,AATS0i,AATS2i,AATS3i,GATS2m,GATS1v,GATS1i,VE2_Dzi,Xch-6d,Xc-5dv,Mp,NaasC,ETA_shape_p,ETA_shape_y,AETA_beta,AETA_beta_s,AETA_beta_ns,AETA_eta_FL,fMF,IC1,IC2,SIC3,SIC4,CIC3,MIC1,PEOE_VSA7,PEOE_VSA10,SMR_VSA7,VSA_EState6,MID_C,piPC4,piPC9,piPC10,RotRatio,BCUT2D_LOGPHI,BCUT2D_MRHI,Chi3v,SMR_VSA10,sp_d
1.2442449923113263,76.88888888888889,42.938271604938265,798.0,4883.971687468753,3.9166666666666665,3.333333333333333,2.380952380952381,327.0033076413902,294.8321096054103,2.372398103333333,2.233564137777778,1.9443290797403328,153.06296668923304,142.76800747773336,155.47774309614414,0.6113754663590621,0.6462959263294701,0.8994373228503075,0.3488274895302431,0.0833333333333333,0.1071428571428571,0.8506572854291417,2,0.3225806451612903,0.2258064516129032,1.4375,0.5625,0.875,0.2901252843541403,0.5,1.918295834054489,2.2516291673878226,0.7210570543488701,0.7210570543488701,1.0,27.3269856213344,12.13273413692322,0.0,34.31073490132909,7.190679012345679,12.044270037280167,3.803880846808443,0.0,0.0,0.0,2.1873275370005616,6.414178176412714,1.580281080632774,23.20187978046503,19.2
1.2448397528835224,147.0,136.0,388.0,5293.747801374757,3.294117647058824,3.076923076923077,2.6785714285714284,254.96822717309053,213.36376896355583,1.7106469503529411,1.4553731331748845,1.3151612398766783,161.0473106134701,153.4362508410499,155.30396463018744,0.9019324491779016,0.9776013237315576,1.1447651240476902,0.3280561849631724,0.0833333333333333,0.0152145154862546,0.6561586474110603,2,0.2,0.24,1.3611111111111112,0.5833333333333334,0.7777777777777778,0.3044547982908954,0.3529411764705882,2.748940047005429,3.101881223476018,0.8452241730691281,0.9027890065087106,0.6326404413037325,22.026271943987943,12.13273413692322,0.0,24.26546827384644,6.837870370370371,13.912088763430573,3.9293716437627593,0.0,0.0,0.1111111111111111,2.224673531587158,5.370720836721778,1.0851702186431136,0.0,18.0
1.240597152046008,78.0,46.0,298.0,5780.464593999615,2.888888888888889,2.8,2.272727272727273,251.9722987611013,200.932803775538,1.858146838888889,1.5382099256364667,1.428381492415091,159.08507605347165,150.70550470086982,149.46475581176057,0.8925000000000002,1.0625,1.0625000000000002,0.3471825374147068,0.0833333333333333,0.0,0.666265136393879,2,0.25,0.25,1.25,0.5,0.75,0.2601522526293185,0.3333333333333333,2.197159723424149,2.4193819456463714,0.6334896111932238,0.6334896111932238,1.5283208335737188,15.27126357493144,13.847474399381248,0.0,35.392371257240434,8.481481481481481,15.532829208695087,3.803880846808443,0.0,0.0,0.0,1.9882406125405063,5.18939180959133,1.2182335127930843,0.0,17.6
1.365281405825807,168.0,144.0,442.0,8931.585372830505,3.695652173913044,3.4444444444444446,2.869565217391304,289.26460375854225,251.9722987611013,2.060484482608696,1.858146838888889,1.5070992756259132,153.2140360601132,141.42112921383335,150.63920318616508,1.0694444444444449,0.8369565217391305,0.8369565217391303,0.2858431788113272,0.2041241452319315,0.0277777777777777,0.7269442025040826,2,0.0,0.1666666666666666,1.5416666666666667,0.5416666666666666,1.0,0.3227435515958284,0.5454545454545454,1.3485878960124222,1.971747257128181,0.6788239796724709,0.7757561757824246,1.432262500196679,10.50882045908678,11.126902983393991,0.0,60.6636706846161,20.781296296296297,24.594433723682137,4.627420794922911,5.731873776697638,5.731873776697638,0.0769230769230769,2.165668859649118,5.6219240114937215,1.880911470030613,0.0,21.5
1.092820323027551,5.333333333333333,4.0,410.0,2496.177076777826,1.8571428571428568,1.6,1.5,214.276819238706,134.792924244958,1.885660221428572,1.39608180555168,1.1237304290911667,164.24558345350604,157.3677884990685,163.76544833788196,1.53238287059641,1.3556402833896406,1.2918764510179934,0.4409871074901254,0.0,0.0,0.6486199600798401,0,0.3529411764705882,0.0,0.4,0.4,0.0,-0.0581988897471611,0.0,1.4256051990169438,2.072905595320056,0.5305768217953362,0.5305768217953362,1.8339850002884628,18.05582230080422,11.505707213493578,0.0,0.0,0.0,6.996320343559642,0.6931471805599453,0.0,0.0,0.5,1.9264282745574768,7.987152373522774,1.2247448713915887,11.761884949391115,16.8
1.2502904340386285,396.0,417.0,1158.0,24307.815021933813,3.075757575757576,2.639344262295082,2.315151515151515,234.7536405003013,175.29643546574346,1.6925230875757575,1.3343782874645738,1.146398226901182,163.8142494892646,154.837206638958,160.29872059756968,1.0229739495722772,1.2866719805685356,1.4196167853444566,0.184730254349495,0.0833333333333333,0.0448895945495677,0.6226286880783886,2,0.1999999999999999,0.2249999999999999,0.875,0.5535714285714286,0.3214285714285714,0.1390401823498367,0.0909090909090909,2.5144890193204,3.604703967712183,0.6866128235872253,0.7367469308354248,1.8942356061917247,23.299654823299747,36.81018947509803,0.0,35.392371257240434,6.774134486745417,47.3528758839075,4.690200435172667,5.42012009020057,5.344723739362192,0.5,2.178481497162466,6.026330627460064,5.353703916342759,11.9386105759037,16.6
1.3795506070703396,276.0,257.0,526.0,11265.962710187789,4.32,4.1,3.411764705882353,304.1554773635757,274.3151212671372,2.1096199516,1.9397999395,1.6164705264528236,153.20980696514093,142.32843933430505,151.38206963199795,0.882246462476171,0.762035996616804,0.9085138774283644,0.2642535795124536,0.2222222222222222,0.0430331482911935,0.7500946888831035,0,0.0,0.2898550724637681,1.6071428571428572,0.6071428571428571,1.0,0.3210275435609245,0.6086956521739131,1.955794563623899,2.9353304337535,0.9231079201886944,0.9999999999999998,0.3478260869565215,18.05550167584577,18.19910120538483,0.0,54.59730361615449,18.56601851851852,27.424279321070248,5.31566600488265,7.743963979492923,7.638651612717469,0.0,2.179775688930846,5.918827338088286,2.4254163240383058,21.80584986416212,19.6
1.1991422429140528,118.11111111111111,81.77777777777777,862.0,5460.701250209739,4.076923076923077,3.684210526315789,2.608695652173913,322.6189390790348,305.1421242462374,2.2484108396923075,2.198383693157895,1.808900069167348,155.55437585179203,143.33622335348952,155.2974877304943,0.6090449776087231,0.5727714033255662,0.8190789423751155,0.3277111920023419,0.0680413817439771,0.0422577127364258,0.8221636112390602,3,0.37,0.315,1.4166666666666667,0.5833333333333334,0.8333333333333334,0.2846086947741581,0.4615384615384615,2.66122625626979,3.180832987205441,1.0000000000000002,1.0000000000000002,-4.440892098500626e-16,34.334684229652794,18.19910120538483,5.749511833283905,28.24436783286748,4.505833333333333,12.143283228246991,3.986666548423912,0.0,0.0,0.0,2.249134045534856,6.349709012481954,1.447558111278631,23.20187978046503,21.3
1.2431846302391052,384.0,438.0,734.0,14757.877326924834,4.266666666666667,3.941176470588236,3.271428571428572,272.4071487834915,238.0826847577937,1.82154359,1.6405031790077649,1.4273223531784287,162.73717518615476,151.91560662191955,156.06161525880557,0.6832380822708657,0.9055863169009896,1.2351478757850656,0.2395098675538817,0.1501745950484345,0.1774432002349069,0.6741176130497629,1,0.1923076923076923,0.2564102564102564,1.25,0.6323529411764706,0.6176470588235294,0.253315257144293,0.4137931034482758,3.286125514938817,3.784897702756409,0.8615163659773635,0.8952673498058482,0.6727508622181704,28.80133711191013,11.984273114623004,0.0,35.89528683400505,7.95935295414462,24.643174457162527,4.724063715928502,4.817252789942876,4.937168142214383,0.1111111111111111,2.297467871320924,6.223891946421071,3.0262809871232013,17.845473971041084,18.2
1.1390735323295584,37.0,28.0,370.0,6798.615650019854,2.3076923076923075,2.0,1.5757575757575757,203.84168935559285,140.77259405629306,1.551025432923077,1.165926018966102,0.9162505702389696,167.71569892440675,157.69969644912223,167.0490838980761,1.2490702917146344,1.5574440224823305,1.598755806154611,0.328281001773017,0.0,0.0,0.5802677755599911,0,0.3076923076923077,0.1153846153846153,0.4722222222222222,0.4722222222222222,0.0,0.0326792832732376,0.0,1.6772390289896693,2.774000707520357,0.7739592896825362,0.8480333637566103,1.0747981484686613,14.286133307708308,13.344558822616634,0.0,0.0,0.0,14.97486941196042,1.791759469228055,0.0,0.0,0.625,2.0365084922133314,4.46735597841861,1.4754521152935984,0.0,16.2
