dianhydride_sp_d,dianhydride_sp_h,dianhydride_sp_p,dianhydride_td,dianhydride_fs,dianhydride_vis_pre_110
3.5443055555555567,-0.2510833333333409,0.38855555555555554,1.0220833333333346,1.0054999999999978,-7.875750000000002
-6.939027777777778,-1.028861111111116,2.338555555555553,1.1609722222222238,-2.361166666666673,-3.564638888888892
0.11097222222222314,0.08224999999999483,2.1552222222222213,1.2220833333333339,0.83883333333333,-5.242416666666665
3.210972222222223,-0.8510833333333423,-4.1114444444444445,1.2220833333333339,2.072166666666668,-8.47575
2.0922222222222224,0.08224999999999483,2.223972222222221,1.2304166666666667,-0.9028333333333372,4.074249999999999
-1.0890277777777762,-1.3510833333333352,2.1552222222222213,14.588750000000001,1.7721666666666636,3.257583333333331
-5.222361111111113,-1.0844166666666695,1.3885555555555555,-1.7112499999999962,-2.427833333333332,3.424249999999999
5.4463888888888885,-0.07400000000000517,0.2864722222222227,1.1054166666666667,0.7013333333333307,-2.7278333333333347
3.5713888888888903,-3.626083333333341,-7.661444444444449,-2.7070833333333333,-0.8299166666666693,7.782583333333333
-3.800138888888892,-4.445527777777784,-1.4669999999999987,-0.9223611111111119,-6.6945000000000014,4.740916666666665
-5.489027777777775,-5.051083333333338,6.055222222222222,-0.6445833333333333,1.6054999999999993,2.5242500000000003
-4.555694444444445,-3.0177500000000066,5.3552222222222206,-1.2779166666666661,2.1388333333333307,3.8242499999999975
-7.489027777777775,-0.6177500000000045,1.1218888888888863,-7.077916666666663,1.305500000000002,3.2242499999999996
-3.6890277777777776,-1.0844166666666695,1.3885555555555555,-0.911249999999999,-3.927833333333332,5.45758333333333
6.67763888888889,1.448916666666662,0.3218888888888891,-1.8779166666666676,-3.127833333333335,3.457583333333334
2.277638888888891,20.182249999999996,-6.6447777777777794,1.0220833333333346,2.305499999999995,-4.909083333333333
4.5109722222222235,-0.38441666666667373,1.6218888888888863,-0.7779166666666661,0.5054999999999978,-5.0757499999999975
0.4498611111111117,-0.9455277777777837,1.671888888888887,1.244305555555556,-2.194500000000005,-4.286861111111117
1.7484722222222224,5.7905833333333305,-4.786444444444445,1.3241666666666667,-0.0174166666666693,-0.8215833333333347
2.210972222222221,0.08224999999999483,2.1218888888888863,1.3220833333333353,1.9388333333333314,7.3575833333333325
2.1776388888888913,-3.6177500000000045,-7.344777777777779,-2.8112499999999976,1.0721666666666643,1.824250000000001
1.9776388888888885,-1.184416666666671,-4.1114444444444445,0.8220833333333317,1.7721666666666636,-6.84241666666667
-4.422361111111112,0.34891666666666055,0.9885555555555534,-9.411249999999999,1.305499999999995,4.5242499999999986
3.2109722222222246,0.3155833333333291,2.088555555555553,1.622083333333336,1.9721666666666664,-7.942416666666665
-0.5223611111111097,0.2822499999999941,2.45522222222222,1.2220833333333339,0.1721666666666657,2.290916666666666
