sp_d_x,sp_d_y,sp_d_1,sp_d_2,sp_d_3,sp_d_4,sp_d_5,sp_d_6,sp_d_7,sp_d_8,sp_d_9,sp_d_10,sp_d_11,sp_d_12,sp_d_13,sp_d_14,sp_d_15,sp_d_16,sp_d_17,sp_d_18,sp_d_19,sp_d_20,sp_d_21,sp_d_22,sp_d_23,sp_d_24,sp_d_25,sp_h_x,sp_h_y,sp_h_1,sp_h_2,sp_h_3,sp_h_4,sp_h_5,sp_h_6,sp_h_7,sp_h_8,sp_h_9,sp_h_10,sp_h_11,sp_h_12,sp_h_13,sp_h_14,sp_h_15,sp_h_16,sp_h_17,sp_h_18,sp_h_19,sp_h_20,sp_h_21,sp_h_22,sp_h_23,sp_h_24,sp_h_25,sp_p_x,sp_p_y,sp_p_1,sp_p_2,sp_p_3,sp_p_4,sp_p_5,sp_p_6,sp_p_7,sp_p_8,sp_p_9,sp_p_10,sp_p_11,sp_p_12,sp_p_13,sp_p_14,sp_p_15,sp_p_16,sp_p_17,sp_p_18,sp_p_19,sp_p_20,sp_p_21,sp_p_22,sp_p_23,sp_p_24,sp_p_25,td_x,td_y,td_1,td_2,td_3,td_4,td_5,td_6,td_7,td_8,td_9,td_10,td_11,td_12,td_13,td_14,td_15,td_16,td_17,td_18,td_19,td_20,td_21,td_22,td_23,td_24,td_25,fs_x,fs_y,fs_1,fs_2,fs_3,fs_4,fs_5,fs_6,fs_7,fs_8,fs_9,fs_10,fs_11,fs_12,fs_13,fs_14,fs_15,fs_16,fs_17,fs_18,fs_19,fs_20,fs_21,fs_22,fs_23,fs_24,fs_25,vis_pre_110_x,vis_pre_110_y,vis_pre_110_1,vis_pre_110_2,vis_pre_110_3,vis_pre_110_4,vis_pre_110_5,vis_pre_110_6,vis_pre_110_7,vis_pre_110_8,vis_pre_110_9,vis_pre_110_10,vis_pre_110_11,vis_pre_110_12,vis_pre_110_13,vis_pre_110_14,vis_pre_110_15,vis_pre_110_16,vis_pre_110_17,vis_pre_110_18,vis_pre_110_19,vis_pre_110_20,vis_pre_110_21,vis_pre_110_22,vis_pre_110_23,vis_pre_110_24,vis_pre_110_25
20.700526658709684,0.05329457364341085,0.0,0.38888888888888884,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.0,0.1111111111111111,0.1,0.2,0.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.582011309838709,0.14534883720930233,0.0,0.027777777777777776,0.0,0.0,0.0,0.1,0.0,0.0,0.8020833333333334,0.5,0.5333333333333333,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7999999999999999,0.03333333333333333,0.03333333333333333,0.0,0.0,5.440733922580646,0.01744186046511628,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0625,0.027777777777777776,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.03333333333333333,0.0,0.0,592.6107669580646,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.15625,0.0,0.13333333333333333,0.4,0.7666666666666666,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.8999999999999999,0.0,0.0,26.217755745161288,0.09883720930232559,0.0,0.3055555555555556,0.06666666666666667,0.0,0.0,0.0,0.26666666666666666,0.0625,0.0,0.6944444444444444,0.13333333333333333,0.0,0.06666666666666667,0.23333333333333334,0.26666666666666666,0.0,0.0,0.19444444444444445,0.125,0.1,0.0,0.0,0.06666666666666667,0.0,0.16666666666666666,826.7988787258062,0.07655038759689922,0.5666666666666667,0.0,0.30000000000000004,0.4,0.0,0.03333333333333333,0.0,0.010416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.26666666666666666,0.027777777777777776,0.0,0.0,0.06666666666666667,0.30000000000000004,0.0,0.49999999999999994,0.0
20.8090845151613,0.0998062015503876,0.0,0.38888888888888884,0.1,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.1111111111111111,0.6,0.23333333333333334,0.5666666666666667,0.2,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.2,0.0,0.16666666666666666,6.86097099664516,0.21220930232558138,0.03333333333333333,0.25,0.0,0.1,0.0,0.1,0.13333333333333333,0.03125,0.9375,0.5277777777777778,0.7,0.36666666666666664,0.23333333333333334,0.13333333333333333,0.0,0.0,0.03333333333333333,0.2222222222222222,0.0,0.0,0.9333333333333332,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.0,5.81068396367742,0.025193798449612403,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.125,0.027777777777777776,0.03333333333333333,0.0,0.03333333333333333,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.03333333333333333,0.0,0.0,593.839584567742,0.09302325581395349,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.15625,0.0,0.13333333333333333,0.4,0.7666666666666666,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.8999999999999999,0.0,0.0,26.651753569354835,0.15503875968992248,0.0,0.33333333333333337,0.13333333333333333,0.0,0.17708333333333334,0.0,0.4,0.08333333333333333,0.0,0.6944444444444444,0.13333333333333333,0.0,0.06666666666666667,0.6333333333333333,0.4666666666666667,0.0,0.0,0.33333333333333337,0.20833333333333331,0.1,0.0,0.0,0.1,0.0,0.16666666666666666,849.100521096774,0.08527131782945736,0.5666666666666667,0.0,0.33333333333333337,0.4666666666666667,0.0,0.03333333333333333,0.0,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.3,0.027777777777777776,0.0,0.0,0.1,0.3666666666666667,0.0,0.49999999999999994,0.0
20.917642371612914,0.1298449612403101,0.0,0.38888888888888884,0.13333333333333333,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.2777777777777778,0.6666666666666666,0.43333333333333335,0.6,0.43333333333333335,0.0,0.03333333333333333,0.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.19999999999999998,7.139930683451611,0.27228682170542634,0.1,0.3888888888888889,0.0,0.2,0.0,0.26666666666666666,0.3,0.03125,0.9375,0.9722222222222222,0.8333333333333333,0.6,0.23333333333333334,0.3,0.0,0.0,0.03333333333333333,0.2222222222222222,0.0,0.0,0.9333333333333332,0.26666666666666666,0.03333333333333333,0.03333333333333333,0.23333333333333334,6.180634004774195,0.06492248062015504,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.0,0.4479166666666667,0.08333333333333333,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.06666666666666667,0.16666666666666669,0.0,0.0,0.0,0.0,0.23333333333333334,0.0,0.03333333333333333,0.0,0.0,595.0684021774196,0.0939922480620155,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.15625,0.0,0.13333333333333333,0.4,0.7666666666666666,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.9333333333333332,0.0,0.0,27.085751393548385,0.1937984496124031,0.13333333333333333,0.47222222222222227,0.16666666666666666,0.0,0.27083333333333337,0.0,0.4,0.11458333333333333,0.0,0.6944444444444444,0.2,0.06666666666666667,0.16666666666666669,0.7666666666666666,0.5,0.0,0.0,0.36111111111111116,0.20833333333333331,0.13333333333333333,0.0,0.0,0.2,0.0,0.19999999999999998,871.4021634677416,0.10562015503875968,0.6333333333333333,0.0,0.33333333333333337,0.5666666666666667,0.0,0.03333333333333333,0.0,0.08333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.4,0.2222222222222222,0.0,0.0,0.1,0.3666666666666667,0.0,0.49999999999999994,0.0
21.02620022806453,0.1492248062015504,0.0,0.6388888888888888,0.13333333333333333,0.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.4166666666666667,0.6666666666666666,0.43333333333333335,0.7333333333333333,0.4666666666666667,0.0,0.06666666666666667,0.0,0.1388888888888889,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.19999999999999998,7.418890370258063,0.4215116279069767,0.30000000000000004,0.4722222222222222,0.06666666666666667,0.6666666666666667,0.0625,0.8333333333333333,0.7333333333333334,0.1875,0.96875,1.0,0.8666666666666666,0.7,0.43333333333333335,0.7333333333333334,0.0,0.0,0.39999999999999997,0.6111111111111112,0.0,0.06666666666666667,0.9666666666666666,0.8,0.23333333333333334,0.06666666666666667,0.23333333333333334,6.550584045870968,0.12015503875968993,0.0,0.0,0.0,0.06666666666666667,0.0,0.03333333333333333,0.06666666666666667,0.03125,0.7291666666666667,0.16666666666666666,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.1,0.30000000000000004,0.0,0.0,0.03125,0.0,0.6,0.06666666666666667,0.03333333333333333,0.0,0.0,596.297219787097,0.0939922480620155,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.15625,0.0,0.13333333333333333,0.4,0.7666666666666666,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.9333333333333332,0.0,0.0,27.519749217741932,0.2974806201550388,0.13333333333333333,0.5555555555555556,0.19999999999999998,0.06666666666666667,0.27083333333333337,0.0,0.4666666666666667,0.2604166666666667,0.3229166666666667,0.7777777777777778,0.2,0.06666666666666667,0.3666666666666667,0.7666666666666666,0.5666666666666667,0.13333333333333333,0.3,0.5555555555555556,0.34375,0.13333333333333333,0.1,0.1,0.23333333333333334,0.03333333333333333,0.26666666666666666,893.7038058387093,0.14147286821705427,0.6666666666666666,0.0,0.3666666666666667,0.6,0.0,0.06666666666666667,0.0,0.16666666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333333335,0.43333333333333335,0.25,0.10416666666666667,0.0,0.13333333333333333,0.4666666666666667,0.0,0.5333333333333333,0.0
21.134758084516143,0.2296511627906977,0.0,0.6388888888888888,0.26666666666666666,0.0,0.13541666666666666,0.0,0.6666666666666667,0.0,0.0,0.5,0.7666666666666666,0.7333333333333334,0.7333333333333333,0.6666666666666667,0.0,0.13333333333333333,0.03333333333333333,0.19444444444444445,0.19791666666666666,0.13333333333333333,0.0,0.0,0.7666666666666667,0.03333333333333333,0.3,7.697850057064514,0.7868217054263565,0.9333333333333333,0.9722222222222222,0.9333333333333333,0.9666666666666668,0.9375,0.9333333333333332,1.0,0.9375,1.0,1.0,0.9333333333333332,0.8999999999999999,0.9,1.0,0.3333333333333333,0.0,1.0,0.9722222222222223,0.0,0.9333333333333333,0.9999999999999999,1.0,0.4,0.6333333333333333,0.5333333333333333,6.920534086967743,0.17829457364341086,0.06666666666666667,0.0,0.0,0.23333333333333334,0.0,0.03333333333333333,0.06666666666666667,0.09375,0.8854166666666667,0.25,0.03333333333333333,0.0,0.03333333333333333,0.06666666666666667,0.13333333333333333,0.6000000000000001,0.0,0.0,0.09375,0.0,0.8666666666666667,0.23333333333333334,0.03333333333333333,0.0,0.0,597.5260373967744,0.12112403100775193,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.15625,0.0,0.13333333333333333,0.4,0.7666666666666666,0.16666666666666669,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.9333333333333332,0.0,0.0,27.95374704193548,0.39437984496124034,0.16666666666666666,0.5555555555555556,0.3,0.06666666666666667,0.5520833333333334,0.16666666666666666,0.5333333333333333,0.36458333333333337,0.4791666666666667,0.8333333333333334,0.23333333333333334,0.06666666666666667,0.4,0.8333333333333333,0.6,0.13333333333333333,0.4,0.6111111111111112,0.5,0.16666666666666666,0.13333333333333333,0.1,0.26666666666666666,0.13333333333333333,0.4,916.005448209677,0.17248062015503876,0.7,0.0,0.4,0.6666666666666666,0.0,0.06666666666666667,0.0,0.23958333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5666666666666667,0.43333333333333335,0.3611111111111111,0.17708333333333334,0.0,0.13333333333333333,0.5333333333333333,0.0,0.6666666666666666,0.0
21.243315940967758,0.2606589147286822,0.0,0.8333333333333333,0.26666666666666666,0.0,0.13541666666666666,0.4,0.6666666666666667,0.0,0.0,0.5277777777777778,0.7999999999999999,0.7333333333333334,0.8666666666666666,0.6666666666666667,0.0,0.13333333333333333,0.03333333333333333,0.2777777777777778,0.22916666666666666,0.13333333333333333,0.0,0.0,0.7666666666666667,0.03333333333333333,0.3333333333333333,7.976809743870966,0.8527131782945736,0.9666666666666667,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,0.96875,1.0,1.0,0.9333333333333332,0.9333333333333332,0.9333333333333333,1.0,0.5333333333333333,0.0,1.0,1.0,0.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9333333333333333,7.2904841280645165,0.23837209302325582,0.13333333333333333,0.0,0.0,0.5333333333333333,0.0,0.03333333333333333,0.1,0.125,0.8854166666666667,0.3055555555555556,0.03333333333333333,0.0,0.1,0.1,0.13333333333333333,0.8666666666666667,0.03333333333333333,0.0,0.33333333333333337,0.0,0.9,0.5333333333333333,0.03333333333333333,0.0,0.0,598.7548550064519,0.5232558139534884,0.43333333333333335,0.3611111111111111,0.36666666666666664,0.36666666666666664,0.3541666666666667,0.0,0.6,0.3958333333333333,0.96875,0.9444444444444444,0.4,0.5,0.7666666666666666,0.43333333333333335,0.9333333333333333,0.43333333333333335,0.9,0.3333333333333333,0.3229166666666667,0.3333333333333333,0.9666666666666667,0.4,0.9333333333333332,0.36666666666666664,0.36666666666666664,28.387744866129026,0.4593023255813954,0.19999999999999998,0.638888888888889,0.43333333333333335,0.13333333333333333,0.6666666666666667,0.16666666666666666,0.6333333333333333,0.40625000000000006,0.6666666666666667,0.8611111111111112,0.23333333333333334,0.16666666666666669,0.43333333333333335,0.8333333333333333,0.7333333333333333,0.13333333333333333,0.43333333333333335,0.6111111111111112,0.5,0.19999999999999998,0.33333333333333337,0.1,0.3333333333333333,0.13333333333333333,0.4666666666666667,938.3070905806446,0.2238372093023256,0.7666666666666666,0.05555555555555555,0.5,0.7,0.0,0.1,0.0,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.43333333333333335,0.5555555555555556,0.28125,0.0,0.13333333333333333,0.7333333333333334,0.0,0.8999999999999999,0.0
21.351873797419373,0.27422480620155043,0.0,0.8333333333333333,0.26666666666666666,0.0,0.13541666666666666,0.5333333333333333,0.7000000000000001,0.0,0.0,0.6666666666666667,0.8333333333333333,0.8,0.8666666666666666,0.7000000000000001,0.0,0.13333333333333333,0.03333333333333333,0.2777777777777778,0.22916666666666666,0.13333333333333333,0.0,0.0,0.7666666666666667,0.03333333333333333,0.3333333333333333,8.255769430677418,0.8653100775193798,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.9333333333333332,0.9333333333333332,0.9666666666666667,1.0,0.8,0.0,1.0,1.0,0.0,1.0,0.9999999999999999,1.0,1.0,1.0,0.9333333333333333,7.660434169161292,0.29554263565891475,0.13333333333333333,0.05555555555555555,0.0,0.6,0.0,0.06666666666666667,0.1,0.125,0.9166666666666667,0.3888888888888889,0.03333333333333333,0.0,0.1,0.1,0.13333333333333333,0.9333333333333333,0.03333333333333333,0.0,0.78125,0.0,0.9333333333333333,0.6,0.03333333333333333,0.0,0.0,599.9836726161293,0.5281007751937985,0.43333333333333335,0.3611111111111111,0.36666666666666664,0.36666666666666664,0.3541666666666667,0.0,0.6,0.3958333333333333,0.96875,0.9444444444444444,0.4,0.5666666666666667,0.8333333333333333,0.43333333333333335,0.9333333333333333,0.43333333333333335,0.9,0.3333333333333333,0.3229166666666667,0.3333333333333333,0.9666666666666667,0.4,0.9666666666666666,0.36666666666666664,0.36666666666666664,28.821742690322576,0.5145348837209303,0.19999999999999998,0.638888888888889,0.4666666666666667,0.13333333333333333,0.6875000000000001,0.5333333333333333,0.8333333333333333,0.46875000000000006,0.6979166666666667,0.888888888888889,0.23333333333333334,0.16666666666666669,0.5,0.8999999999999999,0.8333333333333333,0.16666666666666666,0.5666666666666667,0.75,0.5520833333333334,0.3,0.33333333333333337,0.1,0.3333333333333333,0.13333333333333333,0.5333333333333333,960.6087329516124,0.29457364341085274,0.7999999999999999,0.6111111111111112,0.6666666666666666,0.7333333333333333,0.052083333333333336,0.1,0.0,0.42708333333333337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666666666666666,0.7,0.6666666666666667,0.4375,0.06666666666666667,0.2,0.7333333333333334,0.0,0.8999999999999999,0.0
21.460431653870987,0.3468992248062016,0.0,0.9166666666666666,0.3666666666666667,0.06666666666666667,0.34375,0.5333333333333333,0.7666666666666667,0.0,0.0625,0.6944444444444445,0.8333333333333333,0.8,0.8666666666666666,0.7000000000000001,0.0,0.16666666666666666,0.06666666666666667,0.3888888888888889,0.34375,0.33333333333333337,0.23333333333333334,0.2,0.7666666666666667,0.06666666666666667,0.36666666666666664,8.534729117483868,0.877906976744186,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,0.9666666666666666,1.0,1.0,0.9666666666666667,0.0,1.0,1.0,0.03125,1.0,0.9999999999999999,1.0,1.0,1.0,0.9666666666666667,8.030384210258067,0.3420542635658915,0.13333333333333333,0.1111111111111111,0.0,0.7,0.0,0.1,0.1,0.15625,1.0,0.3888888888888889,0.03333333333333333,0.0,0.1,0.1,0.13333333333333333,1.0,0.06666666666666667,0.1111111111111111,0.96875,0.0,1.0,0.7,0.03333333333333333,0.03333333333333333,0.0,601.2124902258067,0.5281007751937985,0.43333333333333335,0.3611111111111111,0.36666666666666664,0.36666666666666664,0.3541666666666667,0.0,0.6,0.3958333333333333,0.96875,0.9444444444444444,0.4,0.5666666666666667,0.8333333333333333,0.43333333333333335,0.9333333333333333,0.43333333333333335,0.9,0.3333333333333333,0.3229166666666667,0.3333333333333333,0.9666666666666667,0.4,0.9666666666666666,0.36666666666666664,0.36666666666666664,29.255740514516123,0.5281007751937985,0.19999999999999998,0.7222222222222223,0.5333333333333333,0.13333333333333333,0.6875000000000001,0.5333333333333333,0.8333333333333333,0.46875000000000006,0.6979166666666667,0.9166666666666667,0.23333333333333334,0.16666666666666669,0.5333333333333333,0.8999999999999999,0.8666666666666666,0.16666666666666666,0.5666666666666667,0.75,0.5520833333333334,0.3333333333333333,0.33333333333333337,0.1,0.5,0.13333333333333333,0.5333333333333333,982.9103753225801,0.3294573643410853,0.7999999999999999,0.888888888888889,0.7333333333333333,0.7666666666666666,0.08333333333333334,0.1,0.0,0.5520833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7666666666666666,0.7666666666666666,0.7222222222222223,0.4479166666666667,0.1,0.23333333333333334,0.7666666666666667,0.0,0.8999999999999999,0.0
21.568989510322602,0.3585271317829458,0.0,0.9166666666666666,0.3666666666666667,0.06666666666666667,0.34375,0.5666666666666667,0.7666666666666667,0.0,0.0625,0.7777777777777779,0.8666666666666666,0.8666666666666667,0.8666666666666666,0.7333333333333334,0.0,0.19999999999999998,0.06666666666666667,0.3888888888888889,0.34375,0.33333333333333337,0.23333333333333334,0.2,0.8666666666666667,0.06666666666666667,0.36666666666666664,8.81368880429032,0.8827519379844961,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.0,1.0,1.0,0.0625,1.0,0.9999999999999999,1.0,1.0,1.0,0.9666666666666667,8.40033425135484,0.36434108527131787,0.16666666666666666,0.1388888888888889,0.03333333333333333,0.7,0.03125,0.1,0.1,0.15625,1.0,0.3888888888888889,0.06666666666666667,0.0,0.23333333333333334,0.1,0.16666666666666666,1.0,0.06666666666666667,0.2222222222222222,1.0,0.03333333333333333,1.0,0.7,0.13333333333333333,0.03333333333333333,0.0,602.4413078354842,0.9127906976744187,0.9333333333333333,0.9444444444444444,0.9333333333333333,0.9333333333333333,0.9375,0.0,0.9666666666666666,0.9375,0.96875,0.9722222222222222,0.9666666666666667,0.7,0.8333333333333333,0.9666666666666667,1.0,0.9333333333333333,0.9666666666666667,0.9444444444444444,0.9375,0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9999999999999999,0.9333333333333333,0.9333333333333333,29.689738338709674,0.616279069767442,0.7,0.8055555555555557,0.5333333333333333,0.16666666666666666,0.6875000000000001,0.5333333333333333,0.8333333333333333,0.47916666666666674,0.7291666666666667,0.9722222222222223,0.5333333333333333,0.5,0.6666666666666666,0.8999999999999999,0.8666666666666666,0.23333333333333334,0.5666666666666667,0.8055555555555556,0.6770833333333334,0.3333333333333333,0.33333333333333337,0.6333333333333333,0.6666666666666666,0.23333333333333334,0.6333333333333333,1005.2120176935478,0.3488372093023256,0.7999999999999999,0.9166666666666667,0.7666666666666666,0.8333333333333333,0.10416666666666667,0.16666666666666669,0.0,0.5833333333333334,0.0,0.05555555555555555,0.0,0.0,0.0,0.06666666666666667,0.0,0.7666666666666666,0.7666666666666666,0.7500000000000001,0.4479166666666667,0.1,0.3,0.8,0.0,0.8999999999999999,0.03333333333333333
21.677547366774217,0.39244186046511637,0.06666666666666667,0.9166666666666666,0.3666666666666667,0.2,0.34375,0.7333333333333333,0.9,0.0,0.16666666666666669,0.8611111111111113,0.8666666666666666,0.8666666666666667,0.8999999999999999,0.7666666666666667,0.0,0.3,0.06666666666666667,0.3888888888888889,0.34375,0.33333333333333337,0.26666666666666666,0.23333333333333334,0.8666666666666667,0.06666666666666667,0.36666666666666664,9.09264849109677,0.8963178294573644,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.0,1.0,1.0,0.19791666666666666,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,8.770284292451615,0.3914728682170543,0.16666666666666666,0.1388888888888889,0.06666666666666667,0.7666666666666666,0.0625,0.16666666666666669,0.13333333333333333,0.21875,1.0,0.3888888888888889,0.1,0.03333333333333333,0.23333333333333334,0.13333333333333333,0.23333333333333334,1.0,0.1,0.25,1.0,0.06666666666666667,1.0,0.7666666666666666,0.16666666666666666,0.06666666666666667,0.03333333333333333,603.6701254451616,0.9205426356589148,0.9333333333333333,0.9444444444444444,0.9333333333333333,0.9333333333333333,0.9375,0.0,0.9666666666666666,0.9375,0.96875,0.9722222222222222,0.9666666666666667,0.8333333333333333,0.9666666666666666,0.9666666666666667,1.0,0.9333333333333333,0.9666666666666667,0.9444444444444444,0.9375,0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9999999999999999,0.9333333333333333,0.9333333333333333,30.12373616290322,0.8817829457364342,0.9666666666666666,0.8333333333333335,0.8666666666666667,0.9666666666666667,0.9166666666666667,0.8,0.8999999999999999,0.8541666666666667,0.9687500000000001,1.0,0.8,0.8333333333333333,0.7,0.9666666666666666,0.8999999999999999,0.8,0.9333333333333333,0.9722222222222222,0.8125,0.8,1.0,0.9333333333333333,0.7333333333333333,0.9666666666666666,0.7333333333333333,1027.5136600645155,0.37887596899224807,0.7999999999999999,0.9166666666666667,0.8333333333333333,0.8999999999999999,0.15625,0.23333333333333334,0.0,0.65625,0.0,0.08333333333333333,0.0,0.0,0.0,0.1,0.0,0.7999999999999999,0.7666666666666666,0.8055555555555557,0.48958333333333337,0.1,0.3,0.8333333333333334,0.0,0.8999999999999999,0.13333333333333333
