diamine_sp_d,diamine_sp_h,diamine_sp_p,diamine_td,diamine_fs,diamine_vis_pre_110
-3.4991161616161612,0.12777777777778,0.2334343434343431,-3.8894444444444467,0.910025252525255,1.0780303030303067
1.1978535353535378,-0.14494949494949338,-0.2211111111111137,0.44388888888888545,0.728207070707068,-2.4068181818181795
-0.7112373737373723,0.18838383838383876,-2.1908080808080825,1.5044949494949478,-3.6354292929292953,-3.073484848484851
-4.014267676767677,1.3095959595959599,-1.5847474747474735,6.686313131313128,4.5766919191919175,-0.8310606060606052
-2.4385101010101025,-0.569191919191919,2.2637373737373725,1.262070707070702,-2.2111868686868696,2.623484848484848
-2.1354797979797944,-0.569191919191919,2.233434343434343,1.262070707070702,-3.8475505050505063,2.8962121212121215
-0.28396464646464636,0.22626262626262417,0.9069191919191919,1.7075252525252473,-0.9467929292929327,-0.932575757575755
-0.34760101010100897,-0.17525252525252455,0.8394949494949504,0.4135858585858614,-1.3020959595959596,-1.5886363636363665
0.26603535353535435,0.15126262626262132,0.881919191919188,-1.3424747474747498,-1.7217929292929313,2.0424242424242447
-0.5294191919191924,0.21868686868686638,1.0516161616161614,-1.6470202020202045,-0.7869444444444476,-0.16439393939394087
-2.923358585858587,0.21868686868686638,1.2334343434343449,0.8075252525252488,0.7888131313131304,-1.8310606060606052
-2.3089646464646485,0.47626262626262417,0.9069191919191883,0.8075252525252488,-1.4967929292929334,0.3924242424242408
-2.3779040404040366,-0.3873737373737356,1.5970707070707082,-3.1924747474747512,-1.2414898989899008,1.0174242424242443
0.7736111111111121,-0.751010101010106,-2.40292929292929,-3.9803535353535366,0.9100252525252515,-0.1946969696969667
7.258459595959598,-0.11464646464646577,-2.3726262626262624,0.3529797979797955,5.394873737373732,-2.497727272727273
6.5917929292929305,0.8247474747474755,-5.008989898989899,5.777222222222218,2.516085858585857,4.775000000000002
3.046338383838382,0.09747474747474882,-1.8271717171717192,0.3529797979797955,-0.3930050505050495,-0.6189393939393923
6.53118686868687,-0.2964646464646492,-4.402929292929294,-1.4045959595959623,3.728207070707068,-1.9825757575757574
2.1372474747474755,0.7641414141414131,-0.22111111111111015,0.5347979797979754,-2.1505808080808144,-2.6492424242424217
1.6523989898989875,0.18838383838383876,-0.19080808080808254,0.44388888888888545,1.3645707070707083,-2.8916666666666604
-2.183964646464645,-0.8487373737373751,1.3069191919191923,0.6075252525252495,-0.9717929292929313,3.342424242424242
-4.893055555555559,-0.38737373737373915,0.5970707070707064,-2.8894444444444467,2.8191161616161615,1.8659090909090903
-0.8089646464646485,-0.32373737373737654,1.0819191919191873,0.6075252525252495,-0.09679292929293482,0.9924242424242422
0.743308080808081,-0.5691919191919226,0.8697979797979798,1.2620707070707056,0.7585101010100992,1.502272727272727
-3.8324494949494934,0.12777777777777644,0.3243434343434348,-3.9803535353535366,0.30396464646464594,-0.34621212121212075
0.5410353535353547,-0.323737373737373,0.7069191919191908,0.8075252525252488,-1.1217929292929334,0.017424242424242564
0.4099747474747488,0.24898989898989754,0.7182828282828275,-1.4045959595959623,-0.45361111111111185,-1.7401515151515152
1.0463383838383855,-0.2055555555555557,1.112222222222222,0.8681313131313111,-1.8172474747474787,3.168939393939395
1.2584595959595983,0.24898989898989754,0.6273737373737376,-1.040959595959599,0.3039646464646424,-0.9219696969697004
-0.16578282828282553,0.2489898989899011,0.9304040404040386,-1.737929292929298,-0.9081565656565687,-1.0431818181818162
