VE1_A,ATS4Z,ATSC5i,AATSC7m,GATS1are,GATS5i,Xc-3d,EState_VSA5,log_110
7.51956939921623,11509.0,-10.34130851151205,11.624210274925897,0.5425568651934797,1.155692971561402,11.16347754536311,121.32734136923226,7.185972724
7.517956815346533,11460.0,-10.284444164151935,13.206661921706026,0.5425568651934799,1.1556281870033946,11.16347754536311,121.32734136923226,7.252295148
7.683945657861711,12794.0,-15.828924526351908,10.617349517030076,0.5580196565262961,1.0392933427837268,14.056315656196976,48.53093654769288,6.691622621
7.802947431121013,12272.0,-94.53378059678454,11.044254751684493,0.547297652336164,1.0665418730721568,13.586899559375686,36.39820241076966,7.124088896
7.707756983561451,12328.0,-33.490482807513466,11.0112118210903,0.5594844109953632,1.030234311814639,13.64806736573311,36.39820241076966,6.962004495
7.736193764452056,9753.0,42.3455558152974,0.645652508167171,0.6443636261993877,0.9251248661630131,8.995829444336335,0.0,6.812829145
8.480172748980236,9669.0,44.49891944167933,2.154599517434064,0.6443636261993877,0.9175470275053864,8.995829444336335,0.0,6.782413187
8.410288303871871,9620.0,44.54187525537337,3.144038980073646,0.6443636261993879,0.9174189824479314,8.995829444336335,0.0,6.722866617
6.847611851786421,9196.0,43.18061553734604,1.7853251805619823,0.6337928927931862,0.9183258318698416,8.587581153872472,0.0,7.176850064
7.44597457245161,9154.0,44.25866490769974,2.6194068806192043,0.6337928927931863,0.9143528474862292,8.587581153872472,0.0,6.729213421
4.3411073474437325,12415.0,29.658959579901698,5.749987529216343,0.567991395422141,1.0662625850709158,12.09550881289522,84.92913895846256,7.005468648
8.411099240781457,10543.0,36.74479369525225,1.873715680802103,0.6424812217056355,0.93711276438889,10.195188181454109,0.0,7.044424472
7.44597457245161,9178.0,40.98028402635238,1.525860901203937,0.6197308298722556,0.9221018192757128,8.587581153872472,0.0,7.00976742
6.334558811000241,9548.0,3.081829353331317,-0.8749662053732172,0.6203877143200226,0.9715498410466492,8.99781786830608,9.799819461700956,7.084536977
6.884116895484933,10954.0,88.86234540589611,4.375471907301519,0.5714762344621275,0.8076947646272501,11.8886675551702,48.53093654769288,6.949204503
6.421036328741738,10432.0,31.86701367798731,5.614262952944395,0.5510220955903408,0.8982918034290746,11.419251458348912,60.6636706846161,7.033656936
6.599795607715673,10488.0,86.39590413580441,5.368528131744251,0.5632672304940577,0.7991493665346628,11.480419264706336,60.6636706846161,6.92384597
7.559850824797003,7245.0,57.58094115092384,-1.543779726580168,0.6360053052596951,0.8478696973112957,5.655757127288846,72.79640482153933,6.747184204
7.544723777348877,7161.0,59.6494827161943,0.7708028206318214,0.6360053052596951,0.8348422027500344,5.655757127288846,60.6636706846161,6.626157463
7.540076905032239,7112.0,59.69073255427492,2.403085117111239,0.6360053052596951,0.8346220731900166,5.655757127288846,60.6636706846161,6.805735461
7.374769143886911,6688.0,58.92406632811958,-0.0662113880048737,0.6228572155665009,0.8296704292288323,5.247508836824983,78.86277189000094,7.008496677
7.443718623468041,6646.0,59.95604306880944,1.2792742307275262,0.622857215566501,0.8225878779188847,5.247508836824983,84.92913895846256,6.982566168
4.426808380665702,9907.0,48.28338954238569,5.955493064685835,0.5661921260791594,1.1162662265719143,8.755436495847734,133.46007550615548,7.049531882
7.61023795119231,8035.0,53.86021504673258,0.7731540804761898,0.6261067930853265,0.8804480590495031,6.85511586440662,36.39820241076966,6.827027251
7.443718623468041,6670.0,57.461751898051325,-0.1608735716527088,0.5976659588309948,0.8391652401052392,5.247508836824983,48.53093654769288,6.842195981
7.371512927529416,7040.0,19.36743060745581,-2.5966192592481896,0.5952617422771459,0.9275949419083108,5.657745551258589,36.39820241076966,7.138995211
7.538155811507897,7323.0,23.875801447903942,4.6628463573940975,0.7557657089930031,0.93872868092271,6.454615618011532,60.6636706846161,6.829137988
7.310433299118451,7924.0,51.84286954905232,3.467752685727179,0.5526951113285747,0.8959603386356626,8.079179141301424,97.0618730953858,6.903111423
