VE1_A,ATS4s,ATSC2s,ATSC2Z,ATSC5i,MATS2m,MATS7se,GATS4s,GATS6s,GATS2Z,GATS7pe,GATS1are,GATS4are,Xc-3d,ETA_eta_BR,BIC4,EState_VSA5,MID_O,GGI9,AvgIpc,log_110
7.51956939921623,3318.805555555556,358.6944444444445,165.6666666666666,-10.34130851151205,0.1056010427676327,0.4329540317783412,0.7997512154728577,1.2623452092621856,0.5534282314170633,0.6584410047345867,0.5425568651934797,0.8531312747728701,11.16347754536311,3.698069108621515,0.7689363096491404,121.32734136923226,18.589116055077856,1.6825308641975312,1.33592401712172,7.185972724
7.517956815346533,3312.0,358.58333333333337,165.66666666666657,-10.284444164151935,0.1056010427676327,0.4543149309909746,0.8040063468995923,1.266570179280719,0.5534282314170633,0.6327235229674337,0.5425568651934799,0.8670464921727442,11.16347754536311,3.698069108621515,0.7568404180003,121.32734136923226,18.58542211394137,1.7650308641975312,0.9504448013660218,7.252295148
7.683945657861711,3701.777777777778,522.8101851851852,221.81600504095772,-15.828924526351908,0.1347037893164913,0.3148134717554133,0.8053591777820897,1.218197755024285,0.5111232708428856,0.7983608292696646,0.5580196565262961,0.8394912778025099,14.056315656196976,4.454052172765229,0.7535981190679735,48.53093654769288,18.603273917198248,2.013179012345679,1.0886335788360226,6.691622621
7.802947431121013,3540.333333333334,520.7688649533886,214.41723356009064,-94.53378059678454,0.1431068806234939,0.397880076792475,0.8027567557881601,1.3066087142812293,0.4892284168967799,0.7729867162863778,0.547297652336164,0.8335214545342323,13.586899559375686,4.300705163142791,0.743632945402351,36.39820241076966,14.435934489643586,2.154413580246914,1.1529031109935912,7.124088896
7.707756983561451,3630.222222222222,515.2569689861602,214.997705995412,-33.490482807513466,0.14301237818427,0.310548619435309,0.7982134601058164,1.2400467689737111,0.4924320952550509,0.7811450164694556,0.5594844109953632,0.8234298291629898,13.64806736573311,4.3175419155484,0.7458669960666358,36.39820241076966,16.527325138081668,2.00192901234568,1.5913637343290217,6.962004495
7.736193764452056,1848.805555555556,20.035321252295688,210.38584710743783,42.3455558152974,0.0965408661170876,-0.1240579596952037,0.93981341338551,0.7642064984618332,0.686283615163731,1.1878643803229414,0.6443636261993877,1.050625414452519,8.995829444336335,3.2441101374888213,0.7684727372986487,0.0,26.91392270048632,1.205632716049383,1.6122421329243557,6.812829145
8.480172748980236,1844.805555555556,19.81309903007346,210.38584710743783,44.49891944167933,0.0965408661170876,0.0014093928725198,0.9496084968246806,0.8435207985586439,0.686283615163731,1.0924051010628666,0.6443636261993877,1.0903461374185537,8.995829444336335,3.2441101374888213,0.7584352184918299,0.0,26.90838077526785,1.2687654320987656,1.604643990511139,6.782413187
8.410288303871871,1838.0,19.701987918962352,210.3858471074378,44.54187525537337,0.0965408661170876,0.0248890456585603,0.9598649428896096,0.8472530212174095,0.686283615163731,1.034382008371494,0.6443636261993879,1.120022539634556,8.995829444336335,3.2441101374888213,0.7498316309431282,0.0,26.904685749605846,1.3512654320987658,1.6132590793772172,6.722866617
6.847611851786421,1768.3333333333337,18.915959595959595,212.0000000000001,43.18061553734604,0.1040432154843543,-0.0500417228762029,0.9375334787014692,0.8091639503115875,0.6764454763791377,1.112685906554148,0.6337928927931862,1.073220867544972,8.587581153872472,3.107599880271993,0.7585911833764054,0.0,24.83175142314166,1.1796990740740745,1.6442186314059588,7.176850064
7.44597457245161,1766.3333333333337,18.804848484848485,212.0000000000001,44.25866490769974,0.1040432154843543,0.0192266881320485,0.9424668305941236,0.8499468447435036,0.6764454763791377,1.0597697252343936,0.6337928927931863,1.0941806200158652,8.587581153872472,3.107599880271993,0.7431164197843054,0.0,24.8290358520698,1.2800154320987658,1.400866550348227,6.729213421
