VE1_A,ATSC2Z,ATSC0i,ATSC5i,AATSC2c,MATS2m,MATS1v,MATS7are,GATS6c,GATS1dv,GATS7dv,GATS4s,GATS6s,GATS2Z,GATS7pe,GATS1are,GATS4are,ETA_eta_BR,BIC4,EState_VSA5,MID_O,BCUT2D_CHGHI,AvgIpc,log_110
7.51956939921623,165.6666666666666,466.2236723750547,-10.34130851151205,0.0039123650291521,0.1056010427676327,0.0087937189050634,0.4383300361663156,1.3520936125179657,0.3648389904264576,0.6274408252364848,0.7997512154728577,1.2623452092621856,0.5534282314170633,0.6584410047345867,0.5425568651934797,0.8531312747728701,3.698069108621515,0.7689363096491404,121.32734136923226,18.589116055077856,2.7423511202005666,1.33592401712172,7.185972724
7.517956815346533,165.66666666666657,466.2236723750547,-10.284444164151935,0.004019730068783,0.1056010427676327,0.0087937189050634,0.462211381469377,1.3524390059132425,0.3648389904264576,0.5924864596594953,0.8040063468995923,1.266570179280719,0.5534282314170633,0.6327235229674337,0.5425568651934799,0.8670464921727442,3.698069108621515,0.7568404180003,121.32734136923226,18.58542211394137,2.7423454553084263,0.9504448013660218,7.252295148
7.683945657861711,221.81600504095772,598.4999747790474,-15.828924526351908,0.0040999575856645,0.1347037893164913,0.0074817588844019,0.3046322617304485,1.399701546469934,0.3568545920476149,0.716313962139373,0.8053591777820897,1.218197755024285,0.5111232708428856,0.7983608292696646,0.5580196565262961,0.8394912778025099,4.454052172765229,0.7535981190679735,48.53093654769288,18.603273917198248,2.7435819576485123,1.0886335788360226,6.691622621
7.802947431121013,214.41723356009064,579.4695322362415,-94.53378059678454,0.0039406420801195,0.1431068806234939,0.0138222470980791,0.3875799920823665,1.4908730794288327,0.3510205279740123,0.6873076159269189,0.8027567557881601,1.3066087142812293,0.4892284168967799,0.7729867162863778,0.547297652336164,0.8335214545342323,4.300705163142791,0.743632945402351,36.39820241076966,14.435934489643586,2.743222391522796,1.1529031109935912,7.124088896
7.707756983561451,214.997705995412,579.9614929662673,-33.490482807513466,0.0041485008400801,0.14301237818427,0.0081657939426075,0.3010556454758371,1.4564103937625594,0.3534828732445144,0.6645403989170012,0.7982134601058164,1.2400467689737111,0.4924320952550509,0.7811450164694556,0.5594844109953632,0.8234298291629898,4.3175419155484,0.7458669960666358,36.39820241076966,16.527325138081668,2.7432651633619054,1.5913637343290217,6.962004495
7.736193764452056,210.38584710743783,252.218188129654,42.3455558152974,0.0035725778573585,0.0965408661170876,0.0119065520518882,-0.1077412148392635,0.7488800441064681,0.4199389179755672,1.0976366510856317,0.93981341338551,0.7642064984618332,0.686283615163731,1.1878643803229414,0.6443636261993877,1.050625414452519,3.2441101374888213,0.7684727372986487,0.0,26.91392270048632,2.4170813717217987,1.6122421329243557,6.812829145
8.480172748980236,210.38584710743783,252.218188129654,44.49891944167933,0.0036531069669076,0.0965408661170876,0.0119065520518882,0.0123184614897338,0.8406225668618863,0.4199389179755672,1.0409753459676034,0.9496084968246806,0.8435207985586439,0.686283615163731,1.0924051010628666,0.6443636261993877,1.0903461374185537,3.2441101374888213,0.7584352184918299,0.0,26.90838077526785,2.415739184667543,1.604643990511139,6.782413187
8.410288303871871,210.3858471074378,252.218188129654,44.54187525537337,0.0037346500349817,0.0965408661170876,0.0119065520518882,0.0421597948236553,0.8380497287344493,0.4199389179755671,1.0063291105180765,0.9598649428896096,0.8472530212174095,0.686283615163731,1.034382008371494,0.6443636261993879,1.120022539634556,3.2441101374888213,0.7498316309431282,0.0,26.904685749605846,2.415649826817053,1.6132590793772172,6.722866617
6.847611851786421,212.0000000000001,237.25286998276283,43.18061553734604,0.0037054345869926,0.1040432154843543,0.0126174387462857,-0.0351318244449201,0.8053211219294059,0.4136977868070304,1.059198217748638,0.9375334787014692,0.8091639503115875,0.6764454763791377,1.112685906554148,0.6337928927931862,1.073220867544972,3.107599880271993,0.7585911833764054,0.0,24.83175142314166,2.4153894835953307,1.6442186314059588,7.176850064
7.44597457245161,212.0000000000001,237.2528699827628,44.25866490769974,0.003748320092341,0.1040432154843543,0.0126174387462857,0.0310715082385112,0.8574871078538854,0.4136977868070304,1.022370369467584,0.9424668305941236,0.8499468447435036,0.6764454763791377,1.0597697252343936,0.6337928927931863,1.0941806200158652,3.107599880271993,0.7431164197843054,0.0,24.8290358520698,2.4146190186780507,1.400866550348227,6.729213421
