VE1_A,ATS4s,ATS4Z,ATSC2Z,ATSC5i,AATSC2c,AATSC7m,MATS2m,MATS1v,MATS7are,GATS4s,GATS6s,GATS1are,GATS4are,GATS5i,Xc-3d,ETA_eta_BR,BIC4,EState_VSA5,MID_O,MPC8,GGI9,AvgIpc,log_110
7.51956939921623,3318.805555555556,11509.0,165.6666666666666,-10.34130851151205,0.0039123650291521,11.624210274925897,0.1056010427676327,0.0087937189050634,0.4383300361663156,0.7997512154728577,1.2623452092621856,0.5425568651934797,0.8531312747728701,1.155692971561402,11.16347754536311,3.698069108621515,0.7689363096491404,121.32734136923226,18.589116055077856,943,1.6825308641975312,1.33592401712172,7.185972724
7.517956815346533,3312.0,11460.0,165.66666666666657,-10.284444164151935,0.004019730068783,13.206661921706026,0.1056010427676327,0.0087937189050634,0.462211381469377,0.8040063468995923,1.266570179280719,0.5425568651934799,0.8670464921727442,1.1556281870033946,11.16347754536311,3.698069108621515,0.7568404180003,121.32734136923226,18.58542211394137,942,1.7650308641975312,0.9504448013660218,7.252295148
7.683945657861711,3701.777777777778,12794.0,221.81600504095772,-15.828924526351908,0.0040999575856645,10.617349517030076,0.1347037893164913,0.0074817588844019,0.3046322617304485,0.8053591777820897,1.218197755024285,0.5580196565262961,0.8394912778025099,1.0392933427837268,14.056315656196976,4.454052172765229,0.7535981190679735,48.53093654769288,18.603273917198248,1026,2.013179012345679,1.0886335788360226,6.691622621
7.802947431121013,3540.333333333334,12272.0,214.41723356009064,-94.53378059678454,0.0039406420801195,11.044254751684493,0.1431068806234939,0.0138222470980791,0.3875799920823665,0.8027567557881601,1.3066087142812293,0.547297652336164,0.8335214545342323,1.0665418730721568,13.586899559375686,4.300705163142791,0.743632945402351,36.39820241076966,14.435934489643586,1020,2.154413580246914,1.1529031109935912,7.124088896
7.707756983561451,3630.222222222222,12328.0,214.997705995412,-33.490482807513466,0.0041485008400801,11.0112118210903,0.14301237818427,0.0081657939426075,0.3010556454758371,0.7982134601058164,1.2400467689737111,0.5594844109953632,0.8234298291629898,1.030234311814639,13.64806736573311,4.3175419155484,0.7458669960666358,36.39820241076966,16.527325138081668,999,2.00192901234568,1.5913637343290217,6.962004495
7.736193764452056,1848.805555555556,9753.0,210.38584710743783,42.3455558152974,0.0035725778573585,0.645652508167171,0.0965408661170876,0.0119065520518882,-0.1077412148392635,0.93981341338551,0.7642064984618332,0.6443636261993877,1.050625414452519,0.9251248661630131,8.995829444336335,3.2441101374888213,0.7684727372986487,0.0,26.91392270048632,831,1.205632716049383,1.6122421329243557,6.812829145
8.480172748980236,1844.805555555556,9669.0,210.38584710743783,44.49891944167933,0.0036531069669076,2.154599517434064,0.0965408661170876,0.0119065520518882,0.0123184614897338,0.9496084968246806,0.8435207985586439,0.6443636261993877,1.0903461374185537,0.9175470275053864,8.995829444336335,3.2441101374888213,0.7584352184918299,0.0,26.90838077526785,821,1.2687654320987656,1.604643990511139,6.782413187
8.410288303871871,1838.0,9620.0,210.3858471074378,44.54187525537337,0.0037346500349817,3.144038980073646,0.0965408661170876,0.0119065520518882,0.0421597948236553,0.9598649428896096,0.8472530212174095,0.6443636261993879,1.120022539634556,0.9174189824479314,8.995829444336335,3.2441101374888213,0.7498316309431282,0.0,26.904685749605846,820,1.3512654320987658,1.6132590793772172,6.722866617
6.847611851786421,1768.3333333333337,9196.0,212.0000000000001,43.18061553734604,0.0037054345869926,1.7853251805619823,0.1040432154843543,0.0126174387462857,-0.0351318244449201,0.9375334787014692,0.8091639503115875,0.6337928927931862,1.073220867544972,0.9183258318698416,8.587581153872472,3.107599880271993,0.7585911833764054,0.0,24.83175142314166,788,1.1796990740740745,1.6442186314059588,7.176850064
7.44597457245161,1766.3333333333337,9154.0,212.0000000000001,44.25866490769974,0.003748320092341,2.6194068806192043,0.1040432154843543,0.0126174387462857,0.0310715082385112,0.9424668305941236,0.8499468447435036,0.6337928927931863,1.0941806200158652,0.9143528474862292,8.587581153872472,3.107599880271993,0.7431164197843054,0.0,24.8290358520698,784,1.2800154320987658,1.400866550348227,6.729213421
4.3411073474437325,2883.1666666666665,12415.0,303.13872452334,29.658959579901698,0.0034235532322371,5.749987529216343,0.1236848075766159,0.0140563244807685,0.2568734467391128,0.8193600251800472,1.0482229071470175,0.567991395422141,0.9225487404722286,1.0662625850709158,12.09550881289522,4.1197667064437535,0.7323314571548093,84.92913895846256,26.906121081946907,920,1.8000154320987658,1.6994117039111518,7.005468648
8.411099240781457,1998.1666666666667,10543.0,291.20468113083507,36.74479369525225,0.0033106486895143,1.873715680802103,0.1202319718802351,0.0162416102084587,-0.0140383668384438,0.9218812135800144,0.8159326659323513,0.6424812217056355,1.07024462890126,0.93711276438889,10.195188181454109,3.6197667064437535,0.7060239471525037,0.0,26.90116441345799,872,1.4800154320987655,1.6426104112954063,7.044424472
7.44597457245161,1775.666666666667,9178.0,210.5055398185666,40.98028402635238,0.0034199307123331,1.525860901203937,0.101693458092372,0.0171436341186841,-0.0617557553933702,0.9104021462025724,0.8494970476043507,0.6197308298722556,1.0472882686315832,0.9221018192757128,8.587581153872472,3.107599880271993,0.7449713189250446,0.0,22.75140152053267,784,1.2800154320987658,1.400866550348227,7.00976742
6.334558811000241,1816.666666666667,9548.0,301.9400247251831,3.081829353331317,0.0032807614800768,-0.8749662053732172,0.1407500428904065,0.0181713572237621,-0.0762204990174543,0.902297972903332,1.0483579032887242,0.6203877143200226,1.062647789500875,0.9715498410466492,8.99781786830608,3.2862326752260835,0.7491848797168638,9.799819461700956,22.749451213568275,811,1.360015432098766,1.6696730535036932,7.084536977
6.884116895484933,2227.777777777778,10954.0,313.0624320734209,88.86234540589611,0.0038067190686297,4.375471907301519,0.1372934158686332,0.0106293540466361,0.1420420931913992,0.8488254227017294,0.8919283077406835,0.5714762344621275,0.9138564737116116,0.8076947646272501,11.8886675551702,4.000093201632534,0.7481701339246621,48.53093654769288,26.92265384096984,904,1.679413580246914,1.3425684563082096,6.949204503
6.421036328741738,2066.333333333333,10432.0,309.370519031142,31.86701367798731,0.0036676733323766,5.614262952944395,0.145172963910442,0.0151779786590873,0.3515641242954717,0.8597137498688345,1.0686646507198645,0.5510220955903408,0.9266097422600617,0.8982918034290746,11.419251458348912,3.8467461920100967,0.7398148846499459,60.6636706846161,22.75536323854009,898,1.8206481481481485,1.5407676605227942,7.033656936
6.599795607715673,2156.222222222222,10488.0,314.6836975479636,86.39590413580441,0.0038252920345043,5.368528131744251,0.146531344852083,0.0112576632613706,0.1670518237962198,0.8355768835868851,0.9037531746563986,0.5632672304940577,0.8890807096086222,0.7991493665346628,11.480419264706336,3.863582944415706,0.7414916444763666,60.6636706846161,24.84670994795067,877,1.668163580246914,1.6358584229301854,6.92384597
7.559850824797003,1432.0277777777778,7245.0,28.452437574316384,57.58094115092384,0.0045783307309353,-1.543779726580168,0.0168931087598925,-0.0011171016974263,-0.1136915903741382,1.008743524947429,0.9670476796820002,0.6360053052596951,1.0996809024453449,0.8478696973112957,5.655757127288846,2.186102980334096,0.8928922927359835,72.79640482153933,22.79091554112965,675,1.0844135802469137,4.1832990220432045,6.747184204
7.544723777348877,1428.0277777777778,7161.0,28.452437574316388,59.6494827161943,0.0047016295427566,0.7708028206318214,0.0168931087598925,-0.0011171016974264,0.0351822285000884,1.0209460675879225,1.071289545185982,0.6360053052596951,1.1561649460191954,0.8348422027500344,5.655757127288846,2.186102980334096,0.8812170016981788,60.6636706846161,22.78532352533253,663,0.9394290123456792,4.251924787889347,6.626157463
7.540076905032239,1421.2222222222222,7112.0,28.452437574316377,59.69073255427492,0.0048267150258187,2.403085117111239,0.0168931087598925,-0.0011171016974263,0.0782977279985044,1.0337233676716269,1.0774933575777434,0.6360053052596951,1.1983656682295434,0.8346220731900166,5.655757127288846,2.186102980334096,0.8672066524528128,60.6636706846161,22.781627134192988,662,1.0219290123456792,4.200502950883535,6.805735461
7.374769143886911,1351.5555555555557,6688.0,28.79927437641728,58.92406632811958,0.0048913998838391,-0.0662113880048737,0.0197486187828182,-0.0014804358347143,-0.0216220228593218,1.0132993399523462,1.045965021591643,0.6228572155665009,1.1364372331270514,0.8296704292288323,5.247508836824983,2.049592723117268,0.8938396075699951,78.86277189000094,20.708716512512268,631,0.9544212962962964,4.050058176179112,7.008496677
7.443718623468041,1349.5555555555557,6646.0,28.79927437641728,59.95604306880944,0.0049593847683941,1.2792742307275262,0.0197486187828183,-0.0014804358347141,0.0632655445155042,1.0194977135743952,1.101327138339199,0.622857215566501,1.166952967147951,0.8225878779188847,5.247508836824983,2.049592723117268,0.8728155352267889,84.92913895846256,20.705975773718524,626,0.950679012345679,4.087775917292368,6.982566168
4.426808380665702,2466.3888888888887,9907.0,102.14222222222214,48.28338954238569,0.0042117546364128,5.955493064685835,0.0645441636312343,0.0037339380205618,0.3026566765380883,0.8737962399825894,1.2351607681322587,0.5661921260791594,0.9662404748624018,1.1162662265719143,8.755436495847734,3.061759549289028,0.8563257843799812,133.46007550615548,22.78306001377988,762,1.4706790123456792,1.6371160198308543,7.049531882
7.61023795119231,1581.3888888888891,8035.0,126.43061728395072,53.86021504673258,0.0040475298469977,0.7731540804761898,0.0763185042799706,0.0072666246693571,0.0015778003907359,0.94572480905261,0.9874652380701252,0.6261067930853265,1.0872711842519764,0.8804480590495031,6.85511586440662,2.561759549289028,0.8563257843799812,36.39820241076966,22.77810243454883,714,1.150679012345679,1.6669702964150956,6.827027251
