C3SP2,GATS2se,GATS8pe,AATS7dv,ATSC8i,MATS3dv,GATS5se,AATS4m,ATSC6se,JGI1,GATS6c,EState_VSA3,ATSC3Z,JGI10,ATSC2are,AATSC7d,AATSC1Z,MATS2c,ATSC1Z,SIC4,AATSC7c,GATS8d,JGI7,GATS5pe,GATS2pe,GATS7s,AvgIpc,fs
4.3,1.4489066473522396,0.8771933615840762,3.0710647049517474,-7.342976785727899,-0.1399203025017761,1.5879552920261943,68.61186212482852,-0.2366618155315103,0.2359787234042553,1.2472206824443932,2.274986143294837,-79.39417419738405,0.0048363552200306,0.531834913079667,-0.0860363561028758,1.0907239254045702,-0.028333205227834,45.99641854934601,0.8957652746612607,-0.0003110203415448,0.9328738151084012,0.0158288305609734,1.030587059029478,0.9233275639205208,0.8028753551846797,2.7185502338080574,27.4
4.48,1.4241456973864388,0.8876614123198079,3.192773295364657,-6.505270680881926,-0.1356828074767727,1.5777228321816614,69.47046739712823,-0.2762109688504165,0.2335659574468085,1.2371047583546857,3.639977829271739,-76.3666787158145,0.0049133837090826,0.6383426609274669,-0.0820884023227409,1.0655485245497518,-0.0209294437051334,45.730269678953626,0.8973597126986217,-0.0002139961292504,0.9341565457318832,0.0157107442821728,1.0382624120027,0.913585923896276,0.8006162457608182,2.7605800699305507,29.3
4.6,1.4076383974092384,0.8946401128102955,3.27391235563993,-5.946799944317943,-0.1328578107934371,1.5709011922853058,70.0428709119947,-0.3025770710630208,0.2319574468085106,1.2303608089615468,4.549972286589674,-74.34834839476812,0.0049647360351172,0.7093478261593337,-0.0794564331359842,1.0487649239798729,-0.0159936026899997,45.55283709869203,0.8984226713901957,-0.0001493133210541,0.9350116994808712,0.0156320200963058,1.043379313984848,0.907091497213446,0.7991101728115773,2.788599960678879,34.0
4.6,1.4076383974092384,0.8859008558560337,3.2663626690986467,-6.49798314538541,-0.1309811331711163,1.5820911364075636,70.18010190424822,0.049767710863258,0.2319574468085106,1.2188501266509182,3.4000699199328928,-74.34834839476812,0.0048360892584951,0.7093478261593337,-0.0824537240063554,1.0487649239798729,-0.016576544133396,45.55283709869203,0.9001825137586443,-0.0005075711189309,0.9349807949215638,0.0156323314582243,1.0531457083487157,0.907091497213446,0.8122534420794006,2.788020577451113,26.6
5.0,1.4097854231650773,0.9046207173077008,3.147123048367725,-4.614937690026051,-0.1399829939867279,1.534544232818537,67.93734944761995,0.1619349396466932,0.2352307692307692,1.2217347570207044,10.287059008153513,-96.04312035123968,0.0048198305952316,0.9061497173553728,-0.0834848140270284,1.0566595979893163,-0.0166266618745334,48.947033057851215,0.8878358390820726,-0.000222364442174,0.9620208196998348,0.0160240025115662,1.0094440131144835,0.9085114676435574,0.7925380812451754,2.543199487887662,29.9
4.0,1.4901748972952409,0.8597466103578572,2.8682170542635657,-8.739153627137854,-0.1469827942101151,1.6050093917670836,67.18085333766234,-0.1707465599999998,0.24,1.26408055592724,0.0,-84.44,0.0047079744049441,0.3543220000000003,-0.0926162790697674,1.132682926829268,-0.0406728077656682,46.43999999999999,0.8931078779323257,-0.0004727273620355,0.9307359307359307,0.016025641025641,1.0177948040741085,0.9395636306275956,0.8066405375577821,2.648500506937236,19.7
5.0,1.4051403603813957,0.8861218694853332,3.3009605662285133,-6.227505114082491,-0.131413897050925,1.575242446429268,70.33157528876791,-0.0715711232466182,0.231625,1.2253801153067627,1.6814289258077555,-70.95801873048907,0.0048279308155489,0.8830657483870971,-0.080561918150178,1.0475974863109954,-0.0152316137348191,46.64345057232049,0.8896901694780155,-0.0003114716670049,0.9372401330363476,0.0157411964017711,1.0477038348153989,0.9049802190981804,0.8025814606920949,2.544301132324557,26.6
6.0,1.3201058234675505,0.9124971286128092,3.733704078193462,-3.7158566010271272,-0.1158449998917349,1.5454755010914525,73.48229723987347,0.0276043135067633,0.22325,1.1866796746862855,3.362857851615511,-57.47603746097816,0.0049478872261537,1.4118094967741937,-0.0685075572305886,0.9625120457927224,0.0102095802960299,46.84690114464099,0.8862724610237052,-0.0001502159719743,0.9437443353367648,0.0154567517779013,1.0776128655566894,0.8703968075687654,0.7985223838264077,2.44010175771188,30.9
7.0,1.2350712865537052,0.9388723877402853,4.166447590158409,-1.2042080879717636,-0.1002761027325448,1.5157085557536365,76.63301919097901,0.1267797502601448,0.214875,1.1479792340658084,5.044286777423266,-43.99405619146723,0.0050678436367585,1.94055324516129,-0.0564531963109992,0.8774266052744497,0.035650774326879,47.05035171696147,0.8828547525693947,1.1039723056218808e-05,0.9502485376371816,0.0151723071540314,1.1075218962979796,0.8358133960393501,0.7944633069607203,2.3359023830992007,49.8
7.5,1.1925540180967826,0.9520600173040232,4.382819346140883,0.0516161685559177,-0.0924916541529497,1.5008250830847287,78.20838016653181,0.1763674686368356,0.2106875,1.1286290137555697,5.885001240327144,-37.253065556711775,0.005127821842061,2.2049251193548383,-0.0504260158512045,0.8348838850153133,0.0483713713423035,47.15207700312173,0.8811458983422396,9.166757057150863e-05,0.95350063878739,0.0150300848420965,1.122476411668625,0.8185216902746426,0.7924337685278767,2.2838026957928617,28.8
4.2,1.3996418095843572,0.905788518021574,3.255985512771636,-7.633389656608243,-0.1276246130216991,1.5923332410589817,70.04987298158842,-0.2197274956694217,0.2319090909090909,1.2329712154916153,2.250167553276112,-72.97778512396694,0.0049429926975381,0.528555056198348,-0.0843851348370895,1.044516562520997,-0.0145854370564746,43.30211570247933,0.895620341136235,-0.0002431754373581,0.9345018006032988,0.0156556272348683,1.061721617715821,0.9014380146449396,0.8161529003803769,2.7205691244105834,26.8
5.0,1.3991300615183986,0.8856697522798693,3.29616044950835,-6.637710625925127,-0.1331698808441436,1.5924173756831328,69.69620920622944,0.3936218710071822,0.2326666666666667,1.2254791085050996,2.26259266499618,-74.44693363975868,0.0049092253542728,0.7243428077563923,-0.0844565099590557,1.0438903595126154,-0.0191708378652948,44.977844297615626,0.8886171446661165,-0.0002817569787179,0.9396131969534226,0.0157873666866013,1.061367427568812,0.9009343050727914,0.7930650013305129,2.751723072523573,29.1
4.6,1.4038751200802224,0.8939507716519545,3.289977438389448,-6.927189040260546,-0.1304535250579076,1.579181427861684,70.26114971197303,-0.1469494894875283,0.2316976744186046,1.2270196459214175,2.825118736604502,-71.94097959183672,0.0048741978236927,0.7069905600907036,-0.0814095467528675,1.0468926230430493,-0.0150606211218807,44.983446712018136,0.8995417455145552,-0.0002583549941324,0.9377060557577716,0.0157218743318253,1.0509917313151051,0.904144804632892,0.8056184787713121,2.788962219918827,31.4
5.2,1.3175753428652035,0.9281549329460516,3.7117378225153295,-5.115224453383238,-0.1139242559057001,1.5533534639562847,73.34144608628372,-0.1231524189750568,0.2233953488372093,1.1899587359155956,5.650237473209004,-59.44195918367347,0.0050404212424414,1.0596591201814067,-0.0702028144359676,0.9611023192568308,0.0105515655219067,43.52689342403629,0.9059756130967848,-4.398262622946436e-05,0.9446761807796128,0.0154181076380097,1.084188658556102,0.8687259786381885,0.8045964199848421,2.929423932900418,35.8
5.8,1.231275565650185,0.9623590942401488,4.133498206641212,-3.30325986650593,-0.0973949867534927,1.5275255000508847,76.4217424605944,-0.0993553484625853,0.2150930232558139,1.1528978259097733,8.475356209813505,-46.94293877551019,0.0052066446611901,1.4123276802721096,-0.0589960821190676,0.875312015470612,0.0361637521656943,42.070340136054426,0.9124094806790142,0.0001703897416735,0.9516463058014536,0.015114340944194,1.1173855857970985,0.8333071526434848,0.803574361198372,3.0698856458820085,41.1
13.0,0.7248640650706337,1.116541460086889,6.75856083586114,13.824077426535414,-0.0068627197774042,1.337106883726742,95.5373508976124,0.7218323707804347,0.164625,0.9141490154428112,10.014212685054591,36.89783142559831,0.0059262212437443,5.113015735483875,0.0158729692065372,0.3669139621648132,0.1882955829975234,48.27105515088447,0.8805384307431805,0.0011974695089192,0.9960375262198048,0.0134656394108124,1.2869760807457222,0.6283129268628594,0.7698048242509928,1.715485729404504,26.6
