AATSC3Z,MATS3Z,EState_VSA3,SIC4,MATS8i,GATS7s,AvgIpc,fs
-1.0123777739078583,-0.120977177377049,2.274986143294837,0.8957652746612607,-0.0604208404320046,0.8028753551846797,2.7185502338080574,27.4
-0.9784879825563708,-0.1168509891027757,3.639977829271739,0.8973597126986217,-0.0569655828412537,0.8006162457608182,2.7605800699305507,29.3
-0.955894788322046,-0.1141001969199269,4.549972286589674,0.8984226713901957,-0.0546620777807531,0.7991101728115773,2.788599960678879,34.0
-0.955894788322046,-0.1141001969199269,3.4000699199328928,0.9001825137586443,-0.0563122549663632,0.8122534420794006,2.788020577451113,26.6
-1.0093674030507804,-0.1221925064844223,10.287059008153513,0.8878358390820726,-0.0535294953654754,0.7925380812451754,2.543199487887662,29.9
-1.0688607594936708,-0.1278541578341711,0.0,0.8931078779323257,-0.0661796030832561,0.8066405375577821,2.648500506937236,19.7
-0.9482845170510676,-0.1128697298825384,1.6814289258077555,0.8896901694780155,-0.0567092004501362,0.8025814606920949,2.544301132324557,26.6
-0.8277082746084643,-0.0978853019309058,3.362857851615511,0.8862724610237052,-0.0472387978170164,0.7985223838264077,2.44010175771188,30.9
-0.7071320321658608,-0.0829008739792731,5.044286777423266,0.8828547525693947,-0.0377683951838965,0.7944633069607203,2.3359023830992007,49.8
-0.6468439109445594,-0.0754086600034568,5.885001240327144,0.8811458983422396,-0.0330331938673366,0.7924337685278767,2.2838026957928617,28.8
-0.93763424099565,-0.1111071667408606,2.250167553276112,0.895620341136235,-0.0581028989030416,0.8161529003803769,2.7205691244105834,26.8
-0.9564224743678116,-0.114172634848261,2.26259266499618,0.8886171446661165,-0.0565472181674654,0.7930650013305129,2.751723072523573,29.1
-0.945490860746892,-0.1124123537918967,2.825118736604502,0.8995417455145552,-0.0570015607437787,0.8056184787713121,2.788962219918827,31.4
-0.8221209620001133,-0.0969705497496222,5.650237473209004,0.9059756130967848,-0.0478235184043013,0.8045964199848421,2.929423932900418,35.8
-0.6987510632533345,-0.0815287457073478,8.475356209813505,0.9124094806790142,-0.0386454760648239,0.803574361198372,3.0698856458820085,41.1
0.0163254224897587,0.0070056937305228,10.014212685054591,0.8805384307431805,0.0189815561408777,0.7698048242509928,1.715485729404504,26.6
-0.1042508199528445,-0.0079787342211098,8.901522386715193,0.881935035986419,0.0095192051159739,0.7738976812850806,1.819154038019252,30.9
-0.7975251183960895,-0.0928860552103312,10.100998666566602,0.8976432079999541,-0.0408941305321982,0.8386382441492969,2.9256155402347392,38.1
-0.669455015687482,-0.0766878828225033,16.764715344882926,0.8863254913175536,-0.0290781339166708,0.8435305560269548,2.333308025843919,33.5
