AMID_N,GATS2se,GATS8pe,ATSC8i,GATS5se,GATS6s,JGI1,MATS3Z,EState_VSA3,BCUTd-1h,ATSC3Z,JGI10,MATS2c,SIC4,MATS8i,AATSC7c,MATS8p,AATSC1m,MATS2dv,GATS8d,MATS1Z,SIC2,MATS1m,ATSC8dv,AETA_eta_R,AATSC2dv,MATS7s,GATS7s,PEOE_VSA8,SIC0,AMID_h,BIC1,AvgIpc,fs
0.0054977793044416,1.4489066473522396,0.8771933615840762,-7.342976785727899,1.5879552920261943,0.9500921831292336,0.2359787234042553,-0.120977177377049,2.274986143294837,3.9828697694204735,-79.39417419738405,0.0048363552200306,-0.028333205227834,0.8957652746612607,-0.0604208404320046,-0.0003110203415448,-0.0674825420356523,4.908736178339893,0.1032282871513167,0.9328738151084012,0.1310517625601822,0.7266787993856436,0.1267678238068395,-4.053473172736748,1.7435482472125354,0.3083660214164609,-0.0486817858351008,0.8028753551846797,22.00077917104136,0.2109329501963945,0.1092704789190581,0.5276829699155605,2.7185502338080574,27.4
0.0087964468871065,1.4241456973864388,0.8876614123198079,-6.505270680881926,1.5777228321816614,0.9539194682468152,0.2335659574468085,-0.1168509891027757,3.639977829271739,3.961060550285093,-76.3666787158145,0.0049133837090826,-0.0209294437051334,0.8973597126986217,-0.0569655828412537,-0.0002139961292504,-0.0622110734074968,4.797615112819445,0.1022725543290497,0.9341565457318832,0.1283897870702676,0.7226512828592795,0.1242404776261509,-3.489408928230649,1.7719292491173055,0.3076890990214153,-0.0444566836466131,0.8006162457608182,21.8489630935934,0.2111234853110699,0.1180669496430327,0.5238323439335301,2.7605800699305507,29.3
0.0109955586088832,1.4076383974092384,0.8946401128102955,-5.946799944317943,1.5709011922853058,0.9564709916585364,0.2319574468085106,-0.1141001969199269,4.549972286589674,3.946521070861505,-74.34834839476812,0.0049647360351172,-0.0159936026899997,0.8984226713901957,-0.0546620777807531,-0.0001493133210541,-0.0586967609887264,4.723534402472479,0.1016353991142051,0.9350116994808712,0.1266151367436579,0.7199662718417035,0.1225555801723584,-3.113366098559915,1.7908499170538188,0.3072378174247181,-0.041639948854288,0.7991101728115773,21.747752375294745,0.2112505087208535,0.1239312634590158,0.5212652599455097,2.788599960678879,34.0
0.0109992215628281,1.4076383974092384,0.8859008558560337,-6.49798314538541,1.5820911364075636,0.946046805108138,0.2319574468085106,-0.1141001969199269,3.4000699199328928,3.9465363765320975,-74.34834839476812,0.0048360892584951,-0.016576544133396,0.9001825137586443,-0.0563122549663632,-0.0005075711189309,-0.062373370986421,4.723534402472479,0.1018822824324813,0.9349807949215638,0.1266151367436579,0.7205461622837934,0.1225555801723584,-3.7439249570617,1.795465882228946,0.3082086912111259,-0.0513060024584509,0.8122534420794006,22.96102578898707,0.2112505087208535,0.1239417459444206,0.5212652599455097,2.788020577451113,26.6
0.0079048995144212,1.4097854231650773,0.9046207173077008,-4.614937690026051,1.534544232818537,0.9336941169958024,0.2352307692307692,-0.1221925064844223,10.287059008153513,4.020296349948745,-96.04312035123968,0.0048198305952316,-0.0166266618745334,0.8878358390820726,-0.0535294953654754,-0.000222364442174,-0.0624355305403495,4.760421408275429,0.1034040710951033,0.9620208196998348,0.1275379695394242,0.7163209065228843,0.1234373436029752,-29.54721808999082,1.8103393855315195,0.3145414748519007,-0.0391122144003793,0.7925380812451754,22.830750469174102,0.2086145620512458,0.1166574672409343,0.5209234744134401,2.543199487887662,29.9
0.0,1.4901748972952409,0.8597466103578572,-8.739153627137854,1.6050093917670836,0.9437133745999312,0.24,-0.1278541578341711,0.0,4.019218467979444,-84.44,0.0047079744049441,-0.0406728077656682,0.8931078779323257,-0.0661796030832561,-0.0004727273620355,-0.0762683230825783,5.093937954207308,0.1048211751884283,0.9307359307359307,0.1354883883767066,0.733391326929584,0.1309800674413206,-4.993580246913582,1.6962465773712525,0.3094942254082038,-0.0557236228159137,0.8066405375577821,22.253805966787983,0.2106153916719355,0.0946096943791005,0.5341006798856115,2.648500506937236,19.7
0.0121903834486926,1.4051403603813957,0.8861218694853332,-6.227505114082491,1.575242446429268,0.9511295722855126,0.231625,-0.1128697298825384,1.6814289258077555,3.9481414958005145,-70.95801873048907,0.0048279308155489,-0.0152316137348191,0.8896901694780155,-0.0567092004501362,-0.0003114716670049,-0.061303187069112,4.718382103195261,0.1026188878628984,0.9372401330363476,0.1264664802287185,0.7157117244626603,0.1224251051897378,0.3822606081627935,1.8202256335804257,0.3112884726557983,-0.0469154831574535,0.8025814606920949,22.35438908214091,0.2103162052938677,0.1262623110707872,0.5188628475817415,2.544301132324557,26.6
0.0243807668973853,1.3201058234675505,0.9124971286128092,-3.7158566010271272,1.5454755010914525,0.9585457699710942,0.22325,-0.0978853019309058,3.362857851615511,3.877064523621585,-57.47603746097816,0.0049478872261537,0.0102095802960299,0.8862724610237052,-0.0472387978170164,-0.0001502159719743,-0.0463380510556457,4.3428262521832135,0.1004166005373686,0.9437443353367648,0.1174445720807303,0.6980321219957366,0.1138701429381549,5.758101463239168,1.9442046897895984,0.3130827199033927,-0.0381073434989933,0.7985223838264077,22.45497219749383,0.2100170189158,0.1579149277624739,0.5036250152778715,2.44010175771188,30.9
0.036571150346078,1.2350712865537052,0.9388723877402853,-1.2042080879717636,1.5157085557536365,0.9659619676566756,0.214875,-0.0829008739792731,5.044286777423266,3.805987551442656,-43.99405619146723,0.0050678436367585,0.035650774326879,0.8828547525693947,-0.0377683951838965,1.1039723056218808e-05,-0.0313729150421794,3.967270401171165,0.0982143132118387,0.9502485376371816,0.1084226639327422,0.6803525195288127,0.105315180686572,11.133942318315542,2.0681837459987715,0.3148769671509872,-0.0292992038405331,0.7944633069607203,22.55555531284675,0.2097178325377321,0.1895675444541606,0.4883871829740014,2.3359023830992007,49.8
0.0426663420704244,1.1925540180967826,0.9520600173040232,0.0516161685559177,1.5008250830847287,0.9696700664994664,0.2106875,-0.0754086600034568,5.885001240327144,3.770449065353191,-37.253065556711775,0.005127821842061,0.0483713713423035,0.8811458983422396,-0.0330331938673366,9.166757057150863e-05,-0.0238903470354462,3.779492475665142,0.0971131695490738,0.95350063878739,0.1039117098587481,0.6715127182953509,0.1010376995607806,13.821862745853728,2.130173274103358,0.3157740907747844,-0.024895134011303,0.7924337685278767,22.605846870523216,0.2095682393486982,0.2053938528000039,0.4807682668220664,2.2838026957928617,28.8
0.0115497450798434,1.3996418095843572,0.905788518021574,-7.633389656608243,1.5923332410589817,0.9632130299679568,0.2319090909090909,-0.1111071667408606,2.250167553276112,3.945041766190144,-72.97778512396694,0.0049429926975381,-0.0145854370564746,0.895620341136235,-0.0581028989030416,-0.0002431754373581,-0.062339364089784,4.703474565750766,0.1030684421909964,0.9345018006032988,0.1260250619318765,0.7298429257125836,0.1219605286654988,-8.092536271809001,1.7388451223985817,0.3118636371431555,-0.0440051785035637,0.8161529003803769,21.141115668448585,0.2148279143963249,0.1205767552323452,0.5305513631868778,2.7205691244105834,26.8
0.0107295619976567,1.3991300615183986,0.8856697522798693,-6.637710625925127,1.5924173756831328,0.9401344104179112,0.2326666666666667,-0.114172634848261,2.26259266499618,3.94526846914542,-74.44693363975868,0.0049092253542728,-0.0191708378652948,0.8886171446661165,-0.0565472181674654,-0.0002817569787179,-0.0666490204968534,4.70137085074247,0.1003662213407243,0.9396131969534226,0.125889846274941,0.7188819973457716,0.1218609942117883,-13.702036068818028,1.7984500821427856,0.301995508056095,-0.0331035959818021,0.7930650013305129,25.18640638566587,0.2110044117334065,0.1222971808691913,0.5213521412612768,2.751723072523573,29.1
0.0120238158044529,1.4038751200802224,0.8939507716519545,-6.927189040260546,1.579181427861684,0.9539202922753056,0.2316976744186046,-0.1124123537918967,2.825118736604502,3.94646688027504,-71.94097959183672,0.0048741978236927,-0.0150606211218807,0.8995417455145552,-0.0570015607437787,-0.0002583549941324,-0.0613151070489383,4.714938507974474,0.1027521932423561,0.9377060557577716,0.1263676611475694,0.7217413434227238,0.1223193081593029,-4.9408072562358285,1.7880380817829489,0.3115212419278561,-0.0461860456924216,0.8056184787713121,21.747752375294745,0.2118691460926146,0.1247839376414301,0.522675584661508,2.788962219918827,31.4
0.0240476316089059,1.3175753428652035,0.9281549329460516,-5.115224453383238,1.5533534639562847,0.96412720995068,0.2233953488372093,-0.0969705497496222,5.650237473209004,3.873715292570636,-59.44195918367347,0.0050404212424414,0.0105515655219067,0.9059756130967848,-0.0478235184043013,-4.398262622946436e-05,-0.0463618910152984,4.33593906174164,0.1006832112962839,0.9446761807796128,0.1172469339184322,0.7100913599158635,0.1136585488772853,-4.888034265558076,1.8798295861946448,0.3135482584475084,-0.0366484685689295,0.8045964199848421,21.241698783801507,0.2131229005132936,0.1549581809037598,0.5112504894374045,2.929423932900418,35.8
0.0360714474133589,1.231275565650185,0.9623590942401488,-3.30325986650593,1.5275255000508847,0.9743341276260542,0.2150930232558139,-0.0815287457073478,8.475356209813505,3.800963704866232,-46.94293877551019,0.0052066446611901,0.0361637521656943,0.9124094806790142,-0.0386454760648239,0.0001703897416735,-0.0314086749816584,3.956939615508805,0.0986142293502117,0.9516463058014536,0.108126206689295,0.6984413764090032,0.1049977895952676,-4.835261274880322,1.971621090606341,0.3155752749671606,-0.0271108914454374,0.803574361198372,20.73564519230827,0.2143766549339726,0.1851324241660894,0.4998253942133008,3.0698856458820085,41.1
0.1097134408914629,0.7248640650706337,1.116541460086889,13.824077426535414,1.337106883726742,1.0104591537701644,0.164625,0.0070056937305228,10.014212685054591,3.3795254734092244,36.89783142559831,0.0059262212437443,0.1882955829975234,0.8805384307431805,0.0189815561408777,0.0011974695089192,0.0596562533075616,1.7139352950988802,0.0850005892586596,0.9960375262198048,0.0542912150448132,0.576259950261366,0.0539854071770748,33.48898744877379,2.809060184857336,0.3256424506365539,0.0238556297915178,0.7698048242509928,23.15905400496429,0.2079227142693253,0.3794824609525854,0.3969601891507813,1.715485729404504,26.6
